label_id	feature 1_shape_CFOR_raw_measured	feature 2_shape_CFOR_raw_measured	feature 3_shape_CFOR_raw_measured	feature 4_shape_CFOR_raw_measured	feature 5_shape_CFOR_raw_measured	feature 6_shape_CFOR_raw_measured	feature 7_shape_CFOR_raw_measured	feature 8_shape_CFOR_raw_measured	feature 9_shape_CFOR_raw_measured	feature 10_shape_CFOR_raw_measured	feature 11_shape_CFOR_raw_measured	feature 12_shape_CFOR_raw_measured	feature 13_shape_CFOR_raw_measured	feature 14_shape_CFOR_raw_measured	feature 15_shape_CFOR_raw_measured	feature 16_shape_CFOR_raw_measured	feature 17_shape_CFOR_raw_measured	feature 18_shape_CFOR_raw_measured	feature 19_shape_CFOR_raw_measured	feature 20_shape_CFOR_raw_measured	feature 21_shape_CFOR_raw_measured	feature 22_shape_CFOR_raw_measured	feature 23_shape_CFOR_raw_measured	feature 24_shape_CFOR_raw_measured	feature 25_shape_CFOR_raw_measured	feature 26_shape_CFOR_raw_measured	feature 27_shape_CFOR_raw_measured	feature 28_shape_CFOR_raw_measured	feature 29_shape_CFOR_raw_measured	feature 30_shape_CFOR_raw_measured	feature 31_shape_CFOR_raw_measured	feature 32_shape_CFOR_raw_measured	feature 33_shape_CFOR_raw_measured	feature 34_shape_CFOR_raw_measured	feature 35_shape_CFOR_raw_measured	feature 36_shape_CFOR_raw_measured	feature 37_shape_CFOR_raw_measured	feature 38_shape_CFOR_raw_measured	feature 39_shape_CFOR_raw_measured	feature 40_shape_CFOR_raw_measured	feature 41_shape_CFOR_raw_measured	feature 42_shape_CFOR_raw_measured	feature 43_shape_CFOR_raw_measured	feature 44_shape_CFOR_raw_measured	feature 45_shape_CFOR_raw_measured	feature 46_shape_CFOR_raw_measured	feature 47_shape_CFOR_raw_measured	feature 48_shape_CFOR_raw_measured	feature 49_shape_CFOR_raw_measured	feature 50_shape_CFOR_raw_measured	feature 51_shape_CFOR_raw_measured	feature 52_shape_CFOR_raw_measured	feature 53_shape_CFOR_raw_measured	feature 54_shape_CFOR_raw_measured	feature 55_shape_CFOR_raw_measured	feature 56_shape_CFOR_raw_measured	feature 57_shape_CFOR_raw_measured	feature 58_shape_CFOR_raw_measured	feature 59_shape_CFOR_raw_measured	feature 60_shape_CFOR_raw_measured
1	-1.1884120538004903	-0.2776156105898171	-0.175014037182742	0.434809861695657	0.2230067018518938	0.0859507780254427	0.0235238116864929	-0.176377309891577	-0.0010163007714828	0.8641489787577811	-0.1055722358643369	-0.8101274127525415	-0.1965309384618029	0.3648455542967979	-0.0197368485593323	0.0124865308713646	0.1065443665937043	-0.5773810423455992	-0.0842461077188907	-0.1430635711062213	0.3046438890588345	-0.4880491579932851	-0.4864299142390633	-0.7722546801965711	-1.940169390944449	-0.2111886254328339	-0.0021126341422985	-0.3603167966551956	0.2579634798623604	0.0148896628290602	0.8928795381989751	-0.7158938434317577	-0.4449755571818902	-0.2831540100704623	0.3072520242671208	-0.6645715387844418	-1.213426778657845	-0.4466765276272039	-0.0025997978633591	-0.3309568511961021	0.3305621609750505	-0.5165429180916994	0.3011815228551857	0.3869326023098399	0.1582008675274789	-0.1090027937733395	-0.1699645614330439	0.1583672692279164	-1.051934337113104	-0.1868273868836008	-0.6174564644606613	0.4214960302946939	0.4502242196063059	0.2187973540011354	0.6077668465135713	-0.3865054214430836	-0.5444787238792821	0.2447409890110834	-0.2556004073430714	0.3221610618843256
2	-1.7292545245456463	-0.0687721898314521	0.3867244517959869	0.1877715135716051	0.2357721501224209	0.3708074835610965	-0.2265415485184276	-0.6508286887964323	0.0975400586444262	-0.0656629028166666	0.2779335698791336	-0.4988639961674312	-0.8270995150558671	0.0195712176354934	0.2370846347980328	0.1274663600561051	-0.2495301764939175	-0.0397703165735878	-0.1984535009482082	-0.2548494500760283	0.6401541299957989	-0.7341903875430035	-0.6019347328677829	-0.5122416383450332	-3.57556657127378	-0.533930320180005	0.1688926802762789	-1.2681845076041498	-0.2801309311334553	-0.2166677658931513	0.3723444290719444	0.1960018989557568	-0.103833898810268	-0.2209474426219648	0.3454464190936521	-0.3143134250492383	-2.09300419537776	-0.4861749873731986	0.5724581822941982	-0.5003080127162292	-0.0153004719586787	-0.0119248248436523	0.1689890658702182	0.1554629286103397	-0.0538354391299136	-0.7225869102994743	-0.3080177905089969	0.6939745596640285	-2.097034701690909	-0.75083698896912	-0.611019026578155	0.0987758162712372	0.1404167471089941	0.0735530465669467	0.1254487561471688	-0.1888314445774899	-0.1030970835593629	0.1428433024970841	-0.2869141479928607	0.325175358278966
3	-0.6441264502039963	0.127424868069079	0.4298936553112218	0.4649805873852677	0.665467223776119	-0.254760270118775	-0.0082695684592645	-0.0809027291702286	0.0643111321338983	0.3735562356146047	-0.2344156761359765	-0.8075227479304437	-0.0962036299774645	0.1196632237450154	0.0915175420515577	0.1598789634967924	0.0955050094252717	-0.5480402685489771	0.0693632311197426	-0.4006472815444133	0.4409655051937269	0.2091428295029619	-1.0435195176025391	-0.6787527527790018	-2.4420970144331484	-0.8108284737020726	0.0699176720594669	-0.3707059711443006	-0.0128948365185098	-0.2587960662525737	0.5976099899950702	0.0787067365172042	-0.2759731496707884	0.0203577422270425	0.0720878626777312	-0.456765079194491	-1.5506246367458516	-0.3762556128381051	-0.136720943292564	-0.3534227625266632	0.2911290556382382	-0.5395060941772165	0.0210742507643819	0.4107151858221182	-0.1141515882508795	-0.3270200855988461	-0.1826284534304681	0.0480000844822181	-0.9886528500311212	-1.0477903276039289	-0.7128646394566821	0.1663548331843591	0.3193277073389986	0.3713562955597367	0.4369506397762417	-1.044688733350384	-0.6076568192730984	0.1480715986787852	-0.2035817840729199	0.1689088382467198
4	-1.9757475829392568	-0.1883045860143395	0.549802799111792	0.1541999008458388	0.2609733957618858	0.1303527984574585	-0.2612779123863449	-0.4823752826371093	0.0320599252534444	-0.1193140345687693	0.0148368037639698	-0.3108250953000948	-0.9785631849258556	-0.043152384705384	0.2432220775321028	-0.0247617787543179	-0.0411888542694237	0.0829640478539155	-0.3817615130763913	-0.6674501293662864	0.7349745882518082	-1.050316004371045	-0.7193306109024515	-0.1819946619997114	-3.8281153165658734	-0.7891070754064922	0.3559516006988847	-1.269158011740572	-0.0402117503046426	0.0711306052680174	0.0930578117820322	-0.0595480924614905	0.0817820258480512	-0.6459374410680079	0.1685718937593141	-0.0558759968857285	-2.21836478402122	-0.9114413735695136	0.2706857854987131	-0.5860219628099561	-0.1344468506799689	-0.2011619465233816	0.068448047200684	-0.0007455847329675	0.0384591825269237	-1.0020362373250498	-0.7523085840222319	0.3908416072911495	-2.459362901589256	-0.8246835883353874	-0.2888703698047288	0.0429175741667725	0.0869489120824709	0.0375358303400674	-0.0965460694075476	-0.5355850909810078	0.0956671312163588	0.1362769190140929	-0.4451687376060237	0.4885761245322259
5	-0.6603671707973113	-0.3818230471394355	-0.1056435067353098	0.461253399950724	0.6080569996023004	-0.4664932942658459	0.0845566183949076	-0.1458748657541877	0.2214947527238264	0.6946835250906758	-0.3565348384795468	-0.7866909128012136	-0.0679759731409554	-0.0428847214861547	0.24309820275628	-0.0206955945502238	0.4203571785741713	-0.5681186654910779	0.0049975603954469	-0.3729942249837954	0.281574589070614	-0.1951639948933187	-1.096904230084363	-0.8408228287963322	-2.404362139974324	-1.1818046115037513	-0.3987404078283378	-0.435205339925794	-0.0832788816972299	-0.0495550802822232	0.8199280412532817	-0.2751928627025641	-0.3135694421558073	-0.0481310155140791	0.1458841968156909	-0.4722253018166902	-0.9220310642699544	-0.3490230873609338	0.1540855812161799	-0.2589398911504124	0.2432222381557054	-0.5308687449114524	0.0863814284297477	0.1642424155523187	-0.0516793302538777	-0.2880898458167474	-0.202631260417923	-0.041391849316493	-1.2955551569317791	-1.2329023925193607	-0.974304247232784	0.1317422914978848	0.08760252786058	0.101987594055297	0.7962415390357177	-0.94591223982512	-0.5778261485976479	0.0481770690266809	-0.0229171482967647	0.0351556379182412
6	-0.5079738282107413	-0.2890236509436792	0.1108082465591319	1.5590334394493972	0.8191521651031737	-0.2771157621473354	0.0147286388834451	-0.0599479435121776	0.1529502289462134	1.0883875308582944	-0.7565933789505851	-1.0348628864562528	-0.1384908864373139	0.0132908934927684	0.0503027965245219	0.4807246748980057	0.4356540736005948	-0.6348465774509209	0.139046163508121	-0.4706690911995972	0.4499220076977004	0.3166823814522237	-1.5847008541970211	-0.9424198289660408	-2.0880303321792217	-1.3825145877648382	-0.4846546972673071	-0.1348153975044361	0.1721213036290536	-0.0311491512251024	1.5560721742491208	-0.3110264855034137	-0.3286221585526603	0.3325261951090659	-0.3171202379238214	-0.5715462263360513	-0.3603959930861458	-0.1896699729512757	-0.009129062409669	-0.0442375987574448	0.2509150774746411	-0.3594992036002046	0.7043410810602435	0.4660806007152909	-0.3282023445251821	-0.0761013196327118	-0.1878964408223824	0.0278598562654596	-0.8889797309053207	-1.556859208128603	-1.0016567000516303	0.4977949065447126	0.3111376874675877	0.142382125169584	1.1536608152850418	-1.5327444567045472	-0.7819487771065561	0.8194496812641189	-0.1276914775092976	0.3628966588021546
7	-1.6005504166204556	-0.7229236118110351	0.3707663503660718	0.2389258220583086	0.2884364533224492	0.0010659782547014	0.0258794870198937	-0.6151806025801696	-0.0701162978617954	0.1838699171457396	-0.2417585840293012	-0.3310563337879268	-0.6394075578997427	-0.0147144471093638	0.4450465501291083	-0.1372215164906316	0.1028730683468504	-0.1469208002720485	-0.4079901686574896	-0.5962033182382227	0.793251727575718	-0.8916207486798421	-1.5525584741975669	-0.5176484816404892	-3.3580948670364954	-1.7170293573222046	-0.0731751342418016	-1.0198618575323963	-0.205664365100428	-0.0710941734203127	0.0721922347855508	-0.4129351180178312	0.0657494396913429	-0.4392164674341247	-0.2777233317631529	-0.1341181228021446	-1.8125136152882289	-0.7497435878773272	0.3318438171403418	-0.4219637209310379	0.0462677925183448	-0.2674312985970049	0.0225302746735547	-0.1507179653684056	0.0518126435495475	-0.6548260708578827	-0.6699285807066837	0.512378536350359	-2.0752958915330417	-1.7134072761450627	-0.6932219492108385	-0.0295421004208535	-0.0363439282160995	-0.0690802834203958	0.221593981737132	-1.0890723620020792	-0.1340190844033113	0.0459456643276912	-0.306770823704909	0.5547810707854985
8	-1.32024212325862	-0.5848998352296924	0.3933772751357758	0.2262441534469739	0.2099406205513673	0.3162639449113714	-0.0700715918700772	-0.3082293638533363	0.0928318035526358	0.5932595818916155	0.1454181598582362	-0.2899187219290178	-0.5259714779860638	-0.0741302520584721	0.4201015809481851	0.0442208734071067	-0.0156881995833437	0.0075394804430295	-0.3115696628560077	-0.5247146556222955	0.6828496126872441	-0.5716430940590591	-0.2238347805463276	-0.0100899157367519	-2.8632040435322885	-0.6405580478267483	0.5111840451684342	-0.8561234467652276	-0.0533557233812009	-0.0701236013867332	0.8992382536663757	-0.4264051771733619	0.1624491274416075	-0.3895440082482108	-0.2309743725657527	-0.1526834187513306	-1.7395207909386896	-0.7092393767392635	0.1770561705566913	-0.2269218945340032	0.0957500638467943	-0.117621229835837	0.2263929730977539	0.2260671042214863	-0.0837956471928186	-0.6396113599250625	-0.6764810617393571	0.1878981188193406	-1.5659870380843373	-0.5050809505704548	-0.0773619313498983	0.0722923731401979	0.0685473820811082	-0.0096646636987807	0.1453836881245802	-0.4014416873845841	0.0527009339087722	0.3636321295048583	-0.3621272617527039	0.3576470218172007
9	-1.8124539988334607	-0.9913022524075296	0.3872907798001879	0.2195308846472095	0.3064021185410549	-0.2297171101186654	-0.2025931530066779	-0.3958698542549865	-0.0437361338729924	0.0759280571446354	-0.1547767886304958	-0.0592397944181617	-0.5362945134548812	-0.1130784792028509	0.3286653697538726	-0.1147368243682616	0.0410835966709628	-0.0764231537614843	-0.1231674306043389	-0.6832308024955283	0.8292982201283571	-0.7019369120551004	-0.3194556889811148	0.2171931824494892	-3.2311698200960537	-0.530329137226794	0.7979555099444717	-1.1060015754972434	-0.1954470910197131	-0.1877299128310819	0.3993306236378031	-0.3879417579702949	0.2240298956600079	-0.5143156412855445	-0.4685944412555765	-0.1182212960017203	-2.1557833068651195	-0.7839252318169608	0.3680405143295291	-0.2379734413886826	0.139120659374242	-0.0103159765950221	-0.0326907999374102	0.1797586308031453	-0.048437880232153	-0.8212055845231164	-0.6347697552259766	0.6693400600753596	-1.9336354410677008	-0.4446845896922307	0.150499295911489	0.1542946448801264	0.0409448290307823	0.2159257011566744	0.1856131768818475	-0.5104562898882605	0.2572559436074191	0.1837465196196401	-0.4732093750512435	0.3570493001026185
10	-0.4011432656013849	0.1261913327611175	-0.2570895610254757	0.613562341795783	0.5411322803426382	-0.196223510930559	-0.0872338902475491	-0.0870140435502412	0.1663889482895882	0.5196272984600334	0.1160458525578445	-1.2314161338124063	-0.0189600526880967	0.0280295135328318	0.0832362327616529	0.1753300589800445	0.0049886107684218	-0.8812810769787206	0.0130777503020028	-0.2158870525448788	-0.1732485486335563	0.287494621837643	-0.2855298049436978	-0.8383577632939376	-1.6923800583879751	-0.1562519727020523	-0.1580774423164517	-0.2018581429983201	0.270028081096392	-0.1693574027975101	0.7304356632313493	0.0191424170147402	-0.7529298327669154	-0.0774467895423819	0.3817243221847648	-0.8922188501307633	-0.8067537563756257	-0.2983598914033686	-0.2446078486383865	-0.207396910488974	0.3442025993534162	-0.3820592291279259	0.2710683321788555	0.4692852256995783	-0.1967806306397262	-0.0845950081502909	0.0392734192792341	-0.2110294977730158	-0.4174893356057965	-0.1677071286070899	-0.7802437518976009	0.2854569594447221	0.3188136345262105	0.1404541476290333	0.6309996406104881	-0.4271027315519231	-0.7980638266331663	0.0514365894912394	-0.0469168201098673	0.0034809490559389
