label_id	Annotated Archetype
1	1.0
2	
3	1.0
4	
5	1.0
6	1.0
7	
8	
9	
10	
11	1.0
12	
13	
14	
15	
16	
17	
18	
19	
20	
21	
22	
23	3.0
24	
25	
26	2.0
27	
28	2.0
29	
30	
31	
32	2.0
33	
34	1.0
35	
36	
37	2.0
38	
39	
40	
41	2.0
42	
43	
44	
45	
46	
47	1.0
48	2.0
49	
50	
51	
52	
53	
54	4.0
55	
56	
57	
58	
59	
60	4.0
61	2.0
62	
63	3.0
64	4.0
65	
66	
67	
68	
69	
70	4.0
71	
72	2.0
73	2.0
74	
75	3.0
76	
77	
78	
79	
80	3.0
81	
