label_id	Predicted Archetype
1	1
2	1
3	1
4	1
5	1
6	1
7	1
8	3
9	1
10	4
11	1
12	4
13	1
14	3
15	3
16	2
17	2
18	1
19	2
20	2
21	2
22	2
23	1
24	2
25	2
26	1
27	1
28	2
29	2
30	2
31	2
32	2
33	1
34	2
35	1
36	1
37	2
38	2
39	4
40	3
41	1
42	1
43	1
44	2
45	2
46	2
47	4
48	2
49	2
50	2
51	2
52	2
53	3
54	2
55	1
56	1
57	1
58	1
59	1
60	3
61	1
62	2
63	2
64	1
65	2
66	2
67	2
68	2
69	2
70	1
71	3
72	2
73	2
74	1
75	3
76	2
77	2
78	1
79	1
80	1
81	3
82	2
83	2
84	1
85	1
86	1
87	2
88	1
89	1
90	1
91	1
92	2
93	2
94	1
95	2
96	2
97	4
98	4
99	2
100	2
101	1
102	2
103	2
104	2
105	2
106	1
107	2
108	2
109	2
110	2
111	2
112	1
113	2
114	2
115	4
116	3
117	2
118	1
119	2
120	4
121	2
122	4
123	2
124	1
125	1
126	2
127	4
128	3
129	3
130	4
131	2
132	3
133	4
134	4
135	2
136	4
137	4
