label_id	PC 1_mKate2GM130_CFOR_pca_predicted	PC 2_mKate2GM130_CFOR_pca_predicted	PC 3_mKate2GM130_CFOR_pca_predicted	PC 4_mKate2GM130_CFOR_pca_predicted	PC 5_mKate2GM130_CFOR_pca_predicted	PC 6_mKate2GM130_CFOR_pca_predicted	PC 7_mKate2GM130_CFOR_pca_predicted	PC 8_mKate2GM130_CFOR_pca_predicted	PC 9_mKate2GM130_CFOR_pca_predicted	PC 10_mKate2GM130_CFOR_pca_predicted	PC 11_mKate2GM130_CFOR_pca_predicted	PC 12_mKate2GM130_CFOR_pca_predicted	PC 13_mKate2GM130_CFOR_pca_predicted	PC 14_mKate2GM130_CFOR_pca_predicted	PC 15_mKate2GM130_CFOR_pca_predicted	PC 16_mKate2GM130_CFOR_pca_predicted	PC 17_mKate2GM130_CFOR_pca_predicted	PC 18_mKate2GM130_CFOR_pca_predicted	PC 19_mKate2GM130_CFOR_pca_predicted	PC 20_mKate2GM130_CFOR_pca_predicted
1	1.3000982597335928	0.3131786583230336	1.5006066182013351	-0.0293918941366262	0.0145056519870354	0.138635906866795	-0.227580499686374	0.1353390693816227	0.1073143553817274	-0.1313309494824477	-0.0602817835613922	0.0606735761873929	0.142689904896338	-0.0794264587741941	-0.0541711526031017	0.0577214962333876	0.0579958791934215	0.0671881048020822	0.0147829609462478	0.0387882082239318
2	0.9793825601085404	-0.182642317170053	0.0493066139365077	0.2041227990216997	-0.2958026822870866	0.2405929435131528	-0.0748170635225925	-0.1190657575188692	0.1500428428196925	-0.0270342901233137	0.005824908586401	-0.105749044202673	0.0822263903382857	0.0909585492691556	-0.0264752106303137	0.0265350495283668	0.0273262475650842	0.0116281706975166	0.0040219916025109	-0.0322830659521958
3	-0.2871879657914847	-0.0078676004000735	1.4921345761117952	-0.0767123272175364	0.5497387384246876	-0.3699231344911762	-0.3131925180373995	0.2756109569512908	-0.0649565457741428	-0.0426023114721654	-0.0269681912279366	0.2372794204174016	-0.0570112623630679	-0.0571211315898171	-0.1013947655671492	0.0257520978959372	0.008028440034042	0.0521997324359465	0.0292699898537148	0.0331286863007201
4	0.6848042366023326	0.0847490492599901	1.3300027600470528	-0.147097323334118	0.4526327320018095	-0.0729530840269579	-0.1054593024236004	0.2237307234527737	-0.0636271198471714	-0.1958175870814389	0.0292893916799612	0.0883746837570947	-0.0104751826208171	-0.0388263334364077	-0.1865490427110599	-0.0381626683281164	0.0242931885486821	0.0780954572512568	0.0056108042046101	0.0707509720269444
5	0.2407724124130139	0.2927594723711396	-1.2558489242034132	-0.2260811255114941	-0.7629156820250601	0.2544759266213883	0.3495687065805211	-0.1439135527985465	-0.0040004491437224	-0.2002346798797273	0.0044136171267433	-0.2583531047449883	0.0551886283136875	0.2347282238094285	-0.1032801583861929	-0.0470532214601376	0.0369933486367146	-0.0058284132436106	-0.0037123169208929	-0.0467107694925765
6	0.7644517317571006	-0.4104631914208362	0.4425536104783968	0.0615688810081768	0.3750442560631144	0.1478625092257151	-0.0930159335448835	0.0861070022455733	-0.0204533582909762	0.0519533381828184	0.0600393822079711	0.0394873011373097	-0.0296121718362146	-0.0808741867923453	-0.0079270438842769	-0.0343336972322368	-0.0514117583125923	0.0280642149736546	-0.0148135355635836	0.0298493654433966
7	0.322856010137107	-0.5674650569565685	1.1121278098907692	0.184627674256353	1.040129073034315	-0.071980521276554	-0.1914832594763676	0.1128180795399519	-0.1262083084194044	0.0124830984728921	0.1367176461412846	0.1431659349972588	-0.1544538370487413	-0.1312865225132602	-0.0967625056947838	-0.1249377609806294	-0.012636848438171	0.0092656434542319	-0.0139220299000115	0.0918614071045056
8	0.2747504283012532	-0.5191875000170345	0.8403476313222314	0.2600334145459972	0.398579122372481	-0.1453896251876938	-0.2924518282962312	0.0044362734866045	0.0638797180641456	0.0905653687202079	0.0305208566220437	0.0896491601568385	-0.0732163083002158	-0.0180902786540189	-0.0129397269483434	0.0102032635794327	-0.0038337482467479	0.015117116655288	0.0068924440602447	-0.0111321662265177
9	0.7811928258240687	-0.1931158481174412	-0.3568855048729472	0.1672985798625189	-0.2580171571716221	0.2435572100078521	0.0810339741643951	-0.1295315097280727	0.1211379024639853	-0.0624543061934088	0.0586780210496519	-0.1206726227791702	0.0223660332569565	0.089112795305616	-0.0395063985989842	-0.0267691681301837	0.0046655445966087	0.0170471936491552	-0.0227508212995899	-0.02040660924436
10	-0.3549230349752467	0.1762948401146495	-1.3804689705626312	-0.3746230797546777	-0.4284349174459709	0.1258020910858052	0.3612047596150524	0.0015208616321478	-0.1261160134804334	-0.0195418611629704	-0.0098342316582772	-0.1255694876816505	-0.01711538422654	0.0651115980031564	0.0301526325321326	-0.0426773482749504	-0.0593943822722887	-0.0105135638116201	-0.0174366427717863	-0.0250014748957356
11	0.5427635710630084	0.2491164135474138	-0.2185532140789383	-0.3059707759538993	-0.449261180604241	0.2750750107270929	-0.0239186466970435	0.1448626915569499	0.0095347083186119	-0.0425068434098857	-0.0793448339649829	0.0048418388340568	0.1236614552341745	-0.0291054687557375	0.0715422451885992	0.0600503696970524	-0.0220985925328586	0.0269524432257663	0.0082200272449628	-0.0147795470131057
12	0.1438419485390808	0.2271143377827135	-1.921071895508492	-0.5233984030649564	-1.0812798963611134	0.275536654035947	0.436566337886097	-0.1199258924243044	-0.0453345688436302	-0.0580245095884679	-0.0570716299238401	-0.2581246970292542	-0.0049290751792308	0.1819743649583984	0.076717129791004	-0.042207417995545	-0.039579061695301	-0.0052373834639255	-0.0243992619044213	-0.098730828907369
13	-2.8046699211062043	0.0100827292269285	1.920412491647273	0.2966688705469205	1.7911821307343494	-1.0139398485187645	-0.3347759225870051	0.1936657476782015	-0.3106591031231352	0.1788213733597174	0.0348137431585707	0.4410732244678483	-0.2316761994528473	-0.2408269971309332	-0.0862618307751946	-0.0312073871635185	0.0410972902431559	-0.0844806096944187	0.0516444655438343	0.1430792537101534
14	0.0685741760548297	-0.0436581500509638	1.2303465841966108	0.058778499883747	0.0496084871487602	-0.4001115869198108	-0.290013443924821	0.0752460461999534	0.1517899084191061	0.0187629566747766	-0.0739799002156463	0.1163320446288133	-0.0279989414503027	0.0067387438705714	-0.015374518543565	0.1023745794742845	0.0128262069655729	0.0721541800584667	0.0139930678824136	-0.0504668986843183
15	-0.3312773925672017	0.054834443170792	-1.0101595212556542	-0.3285655196328825	-0.3507385115754404	0.1451608634257702	0.1417841038752203	0.1334058734902179	-0.0857700248457504	0.0390299303455393	-0.0270355113074572	0.0176655485464841	0.0100206856231889	-0.0017212182701089	0.0920134218819613	0.0138374404930415	-0.0802257625990766	0.0009098333234356	-0.0071306150721952	-0.024775127167712
16	-0.3445002943393416	-0.0872140714599118	1.5964013673338615	0.0741672414605559	1.1197219281922988	-0.2052313473302345	-0.2628269785609063	0.2791430620766275	-0.2111499120947091	-0.0959129225723474	0.0774634215974299	0.2645798519940324	-0.0657763209467271	-0.1250237309007806	-0.1947155627850817	-0.0696495557459629	0.0347895369340019	0.0005556492463767	0.0321979602745189	0.1421434056533098
17	0.2037651994366952	-0.0489634084509453	0.1819649029360739	0.2782060237871685	0.1374666152629574	0.1453447987994338	-0.0995537164524443	-0.0451865597780106	0.086556351054282	-0.0036048395731932	0.0400248363738928	0.0299512646705094	0.0626650084582358	-0.0524250018273445	0.0092219250949466	0.0176776589985026	0.0265994017950852	-0.0165124726860446	-0.0019146131997308	0.0321532294076882
18	0.1312477381634881	-0.5862861079985765	0.8370803876660321	0.2864911596163528	0.5144798853620883	-0.2115219091397313	-0.2297417961427441	-0.051434655897142	0.0478364865833832	0.1336205244764307	0.0620717698728872	0.0967016198331169	-0.1473055761259809	-0.0534916475409417	0.0259902419302992	-0.0284157183655492	-0.0046049969571854	0.0019737291717159	-0.010267473170531	-0.0048819201636511
