label_id	feature 1_lysotrackerdeepred_CFOR_raw_measured	feature 2_lysotrackerdeepred_CFOR_raw_measured	feature 3_lysotrackerdeepred_CFOR_raw_measured	feature 4_lysotrackerdeepred_CFOR_raw_measured	feature 5_lysotrackerdeepred_CFOR_raw_measured	feature 6_lysotrackerdeepred_CFOR_raw_measured	feature 7_lysotrackerdeepred_CFOR_raw_measured	feature 8_lysotrackerdeepred_CFOR_raw_measured	feature 9_lysotrackerdeepred_CFOR_raw_measured	feature 10_lysotrackerdeepred_CFOR_raw_measured	feature 11_lysotrackerdeepred_CFOR_raw_measured	feature 12_lysotrackerdeepred_CFOR_raw_measured	feature 13_lysotrackerdeepred_CFOR_raw_measured	feature 14_lysotrackerdeepred_CFOR_raw_measured	feature 15_lysotrackerdeepred_CFOR_raw_measured	feature 16_lysotrackerdeepred_CFOR_raw_measured	feature 17_lysotrackerdeepred_CFOR_raw_measured	feature 18_lysotrackerdeepred_CFOR_raw_measured	feature 19_lysotrackerdeepred_CFOR_raw_measured	feature 20_lysotrackerdeepred_CFOR_raw_measured	feature 21_lysotrackerdeepred_CFOR_raw_measured	feature 22_lysotrackerdeepred_CFOR_raw_measured	feature 23_lysotrackerdeepred_CFOR_raw_measured	feature 24_lysotrackerdeepred_CFOR_raw_measured	feature 25_lysotrackerdeepred_CFOR_raw_measured	feature 26_lysotrackerdeepred_CFOR_raw_measured	feature 27_lysotrackerdeepred_CFOR_raw_measured	feature 28_lysotrackerdeepred_CFOR_raw_measured	feature 29_lysotrackerdeepred_CFOR_raw_measured	feature 30_lysotrackerdeepred_CFOR_raw_measured	feature 31_lysotrackerdeepred_CFOR_raw_measured	feature 32_lysotrackerdeepred_CFOR_raw_measured	feature 33_lysotrackerdeepred_CFOR_raw_measured	feature 34_lysotrackerdeepred_CFOR_raw_measured	feature 35_lysotrackerdeepred_CFOR_raw_measured	feature 36_lysotrackerdeepred_CFOR_raw_measured	feature 37_lysotrackerdeepred_CFOR_raw_measured	feature 38_lysotrackerdeepred_CFOR_raw_measured	feature 39_lysotrackerdeepred_CFOR_raw_measured	feature 40_lysotrackerdeepred_CFOR_raw_measured	feature 41_lysotrackerdeepred_CFOR_raw_measured	feature 42_lysotrackerdeepred_CFOR_raw_measured	feature 43_lysotrackerdeepred_CFOR_raw_measured	feature 44_lysotrackerdeepred_CFOR_raw_measured	feature 45_lysotrackerdeepred_CFOR_raw_measured	feature 46_lysotrackerdeepred_CFOR_raw_measured	feature 47_lysotrackerdeepred_CFOR_raw_measured	feature 48_lysotrackerdeepred_CFOR_raw_measured	feature 49_lysotrackerdeepred_CFOR_raw_measured	feature 50_lysotrackerdeepred_CFOR_raw_measured	feature 51_lysotrackerdeepred_CFOR_raw_measured	feature 52_lysotrackerdeepred_CFOR_raw_measured	feature 53_lysotrackerdeepred_CFOR_raw_measured	feature 54_lysotrackerdeepred_CFOR_raw_measured	feature 55_lysotrackerdeepred_CFOR_raw_measured	feature 56_lysotrackerdeepred_CFOR_raw_measured	feature 57_lysotrackerdeepred_CFOR_raw_measured	feature 58_lysotrackerdeepred_CFOR_raw_measured	feature 59_lysotrackerdeepred_CFOR_raw_measured	feature 60_lysotrackerdeepred_CFOR_raw_measured
1	0.1980698870897252	-0.1343460743140898	-0.2619873333989735	-1.878095899610281	-0.9364530567011526	-1.2456626553810253	-0.0199870270097218	0.0568799580385053	-0.1707539580075754	-1.560443434492523	-0.173992242567138	-1.452158401221472	0.1323791155468886	0.4755041621972201	0.2603154260570405	-0.1450291536467983	0.8487360402107802	-0.7876105171097574	-0.8762939392203729	-0.4167030689245045	-0.5673219878591249	-1.062837813583018	-0.036356817294685	0.1226087517058641	-3.0431900860938152	-1.7922927950927792	-1.763158249979456	-2.3398932474138023	-1.9229272439906424	-2.2455627941641523	-1.2208405511320053	-1.030749096212174	-0.8172182470714426	-0.6535629772126016	-0.8311547931666408	-0.9546363263614612	-0.1144156717317257	0.4347170040879177	-0.2464639535154024	-1.719092780584777	-1.0226434026649502	-0.9714690786524942	-0.1810671776201906	0.6321367568006665	0.5432498115885402	-0.4573884050713651	-0.2707181779890885	-1.3032310595870458	0.5483857396896931	1.6700307413350544	1.7453903667969095	-0.3591062935999459	0.1074944717032413	-0.3125734549805783	-5.713431204377281	-3.1630918088569184	-3.4469013822784813	-0.1797754642225948	0.2245798162889893	0.0591404144642293
2	0.0904953148041014	0.1497458260327075	-1.0244785989766	0.8277483546688482	-1.2224212369388685	-1.010950016399884	-0.1796469495981829	0.0003177853803937	-0.0505348890424193	0.3077338221096498	-0.8951370168442481	-1.8205705321222097	0.2330420803818758	0.5433403666655552	-0.3226409019907491	-0.0083899689986616	1.2309083782203762	-1.49884606762809	-0.4929088827888117	0.052812909688699	-0.1489866229731608	-0.4027625849067963	-0.8962338524435977	-0.5161744454100003	-1.056691384533793	-1.3584077582601868	-1.0610623901312644	0.4324431222200591	-2.3242623890112	-2.066275836631041	0.3608767442817079	-0.6365291468890717	-0.3039051266689738	0.2045405964129901	-1.910330201151312	-1.7567382653245065	-0.1891548799053153	0.6467720647450088	-1.005310752208886	-0.1775112330901738	-0.0551800115739882	0.3365228591199832	-0.1564693635411474	-0.1184686137669948	0.1537858212943288	-0.1683794617446467	0.1371314287038613	-1.9318417739040992	0.455566077505511	0.9842210562376272	1.1626035124993286	0.1459886097557375	-0.3449614415935241	-0.7623228261760777	-3.6111413322827137	-2.890934735967952	-2.8263450518788225	-0.6237635477206663	-0.0372985126648441	0.1369429495064651
3	0.4434114973531664	-1.3067480237302729	-0.0455307197306711	-0.1122528005967145	-0.0550726365232829	-0.6522366943176932	0.3988953961288325	-0.1047572880113142	-0.5402508778303861	0.4648538220490191	0.259402644544296	-1.2145109076407772	0.247368963020397	-0.1679461436576945	0.1342380499475465	0.0693201728524527	-0.0567584625118459	-0.3616253465700977	-0.2591391604208284	0.4144836320421863	-0.3775478840088426	0.6119037063568421	0.061874404557358	0.1078288078245793	-1.4515738013711772	-0.0523108215855376	-0.5482271232713485	0.1053272133977896	-1.0357401628304976	-1.5244611765494995	-0.3179825923070731	0.2682230849879081	-0.1007142167471184	1.4540764103098949	-0.5525085777077829	-0.7519967026507757	-0.2862942999750695	-0.3223741993058613	0.1757446340156379	-1.220311899337335	0.362626522518354	-0.0695018793228168	-0.1901658108045354	0.2663135142055259	0.5102154278575681	0.3961764917912421	0.1485984102547594	-1.2710352779903953	0.6534818212063168	1.1437966921145644	1.7575787982231457	1.2564297778243323	0.1151900902607478	-0.3428105939599232	-4.006023749120098	-1.5848377992933025	-2.3135097850189057	-0.0954024554993646	0.2198723952383709	0.0417455930147769
4	1.510344750696856	-0.4373918491497219	-1.86071434607042	-0.7658584625044333	-2.204552889063641	-2.572869533924878	0.3964166151797037	-0.4754301615924077	-0.4312928564721867	0.3326662494942168	-1.654974534471589	-2.8689028049534846	0.7873282529773022	0.3520864339271563	-0.8064453547279667	1.128108176698137	0.8209594746952241	-2.3219679697103324	-0.7102113897353661	-0.3391841634000473	-0.8814695350508097	0.5280072270198466	-1.5304529704377	-1.1956107007274623	-2.4279972714592986	-2.1789322849678707	-2.461873257307748	-0.7639548826281459	-3.2374466286101056	-3.4869219931221966	-0.6103187931881797	-1.4754413167484937	-1.612985012616835	1.1795021065290572	-2.522850782407948	-2.4508623616912395	0.469171571657327	0.4904328180733066	-1.4951311799032858	-1.7943536149265815	-1.0191830442505645	-1.2126127070674375	0.0225796867832648	-0.0118554255970584	0.0085586876311509	0.7610381489287545	-0.4866582605242687	-2.668503283474392	0.8140874133013867	0.6467463901764674	0.404123724916674	1.0346955318782132	-1.1123470483103042	-1.5644556545235857	-4.98244721920822	-3.711459262675637	-4.227155919055305	-0.4867629930011544	0.0961029424415824	0.1198388960533574
5	0.2218185734262732	-0.1213135453978726	0.1389790950000858	-0.6927741264864393	0.0025985016887415	0.071042369092821	-0.0378987461805594	-0.0704207082658316	0.028780692278831	-0.3023656737979607	0.7827226845516491	-0.0816695798080537	0.1943412837293389	0.9708514919514688	0.5375287879946273	0.1220950505920609	1.0586642759319846	-0.4676943528751706	-0.3893972685683124	0.0409003612542901	0.0175334291224189	-0.3114519901819694	-0.519640378616328	0.1978343336493514	-1.3337377890188478	-0.744818132529445	-0.5921509293656413	-1.1868707028817602	-0.998107974263494	-0.8554905133971422	-0.2867139204414866	-0.7717959825697199	-0.4032318317083497	0.2984581206843308	-0.2980195661896174	0.10965381949971	-0.1654027016474996	0.5493279650099128	-0.0404842493088885	-0.3415651716387038	0.1342296276403862	0.3973483053844812	0.8188361169881004	0.7238079034624321	0.8033556650197801	-0.4292738296493331	-0.18176800222654	-0.61462997347924	1.4272228298807237	1.7553348944577856	2.096298963220564	0.0643606676214686	-0.0117965504780211	-0.1531364307927653	-4.1289776287319	-1.9706657491609287	-2.0265846399018104	-0.4296745083553281	0.0057784194971794	-0.0089987497782815
6	0.6028884327125853	0.0246228529530596	-0.2886441737585271	-0.580476080583078	-0.8538929544205522	-1.384040319037772	-0.2258209850288791	-0.2871284177564707	0.2431396723052127	0.2475269853914131	-0.3556011219814918	-1.4575628001507193	0.1025315049428432	0.2939985422769142	0.0813043996400403	0.2164262054037308	0.4778806189194725	-1.0914242310730171	0.1221488963186288	0.1020476359795589	-0.1645308852365407	0.2666114560281775	-0.2303989561707915	0.0576856187231129	-1.6867458268129305	-1.2184944591226727	-1.5234775229826694	-0.7669007732579416	-1.9946313659733688	-2.4623480644961635	-0.2918296493723924	-0.0489632427400925	-0.3225736996768806	0.8864591061664675	-1.215167968459449	-1.0387046274060991	-0.268129442396803	0.2645660308443097	-0.2590598497762255	-0.5831260691781233	-0.216196102435386	-0.3323911464429542	-0.0971525591033843	0.0934711452511257	0.8887387909073583	-0.1439891474161823	0.0213139546972879	-1.043803594359157	0.4990832728627246	1.143364897091606	2.0723872907597847	0.2242852645136176	-0.2776661349622706	-0.0841927383293752	-4.241195774561852	-2.7510214368304373	-3.2887601847302275	-0.0939948923532383	-0.0414541181743457	0.1558315413377897
7	0.0784309171192887	0.0026398171924472	-0.1411163992931594	0.5974425348789087	-1.4129681325187216	-1.5309095342731402	0.0435884302609275	-0.3301778837541141	0.1907331583437412	-0.8659790241315634	-1.2459118812054597	-1.5146033278947608	0.2406971135662543	0.483315679019951	-0.2499591887588598	-0.2315021673229632	0.7662135896849986	-0.7398353165786862	-0.0130052936829389	-0.0984427778567568	-0.0137909328415544	-0.570232631203628	-1.092873217722138	0.2032835273231393	-1.2585608377457809	-1.5457608553277504	-1.5794698470154616	0.3603418067771309	-2.5868601523335606	-2.596631664159429	0.6117410103427026	-0.7768579757161391	-0.4592966143324558	-0.2347320113610531	-2.0930640012659976	-1.0281517281086745	-0.5476912964331849	0.3565595220032943	-0.1933703479240462	-0.3617524897442981	-0.2671806100774867	-0.2014137198211538	-0.2110778080132215	0.3543953190315042	0.2132232096648539	-0.5394929613881418	-0.0474463488439735	-1.2016374209106178	0.1681709739888914	1.4332104671663448	1.137873438197321	-0.0695774338484401	-0.5120805196164904	0.0215493099311382	-3.8130107854947024	-3.0782878330355152	-3.34475250876302	-0.3772730832306299	-0.0450671858664693	0.3735275737465689
8	0.4487388925085022	-0.71219488103344	-0.2817928598279038	-0.4866843315103331	-0.8532056135694137	-1.1644206673134387	0.3902520071958729	0.0769988416259708	-0.0385834600471629	0.2572865135133367	-0.2762447229724758	-1.4287996122576967	-0.0501193077171471	0.0433800965098205	0.0864862661857158	0.174296437750599	0.4112178209015437	-0.6774956004660941	-0.4076910803445921	0.4443803187226426	-0.3505684193841177	0.192337857911081	-0.3162440356314095	-0.0132872250110009	-2.360273606937305	-0.9725417169405804	-1.2344179284185528	-0.7237850596121111	-2.027097633384253	-2.2301427971997274	-0.1411541226950485	-0.0364484651944352	-0.1002763679031183	1.0105938770327367	-1.1479434987145791	-1.0386357035499738	-0.2842052195926747	0.0830203059295371	0.0158045184586387	-1.3907162508555702	0.1867910585164609	-0.1266522861135632	-0.041893860528786	0.1316488505635304	0.6016508297052551	0.0988070468244246	0.1593746300649623	-1.246363684333184	0.6236688779778129	1.0100777436915616	1.842070565722244	0.8217183138366263	0.0659458386806017	-0.401039805380938	-4.914723554686227	-2.5050686946483447	-2.999700590166112	-0.1180888756639138	0.1325555112526989	-0.0640561678919839
9	0.4060389581054641	-1.4315991063532243	-0.5018804072703018	-0.6227451164278157	-0.4768158394299844	-1.3231474736402309	0.2569087136013021	0.2850787656597404	0.0115109832534584	0.1776208641817526	0.1631324153737008	-1.5295697129802357	0.0699115828684584	-0.2792638654275818	0.0791936732426729	0.1342255432816628	-0.1609188147275566	-0.7788166948848174	-0.0242854602427675	0.2062963852967467	-0.4966190457749293	0.3767272620382476	0.0510003442881417	-0.0748883504378712	0.2643469602137349	-0.2451641397747259	-0.9655103547597764	0.3184596804853177	-1.4426797719934203	-2.1600083613196466	-0.4577177288145941	0.203172966824086	-0.4259189473833898	1.080844330749738	-0.689068023378298	-1.083050398659779	-0.0851858478061281	-0.3442360591795186	-0.020724347019752	-0.1408444754694304	0.2024081060861229	-0.3822083277153059	0.1647355050349351	-0.1239110285656182	0.7736179101525416	0.4168386651238829	0.2686171398679327	-1.2968313784031968	0.3902130680902113	0.5699048586134365	2.140019393292629	0.6557435658283659	-0.081091776424662	-0.9023862408586764	-1.893292703900776	-1.5163037247617788	-2.4906083059049684	-0.1960890582750198	0.0689011032480916	0.1325066635138403
10	0.5066518271736887	0.0464171617723732	0.0107997418516836	-0.4738780001978193	-0.721059969593481	-0.5189423324411793	-0.1634952279769709	-0.2710259867807821	0.1166310513372335	0.1288055831731595	-0.4852682647378549	-0.5248680407588027	-0.0586188550068065	1.018240802633405	-0.0235108466412196	0.5484510457425881	0.9043136112435848	-0.6972483321614698	-0.2580095986130553	0.3041542804225522	-0.1484581357721242	0.2804383714224647	-0.5413989862025905	0.4970192411541708	-2.2120935239969484	-0.8838917642972834	-0.643551332910834	-0.6918029063886997	-1.8732307710109857	-1.5668200068905211	-0.2498956337650062	-0.1910681884588241	0.2765153106590782	0.7383185177979266	-1.4190418073601212	-0.1368772604896002	0.0835794781582219	0.3710611238337172	-0.1024777800099968	-1.225714601017268	0.0160247456279383	0.1518225197042513	-0.1427441767505156	0.745676289488436	0.5645471500748944	-0.0531324455231927	0.3201356617650923	-0.3854089015053374	0.564994972802778	1.8374079478257817	1.723274045873459	0.1564073653704716	-0.5387078839007158	0.3147657547759791	-4.7665434717458695	-2.416418742005048	-2.408833994658392	-0.3360841808492439	0.1942337806837747	0.3411111303220966
