label_id	Predicted Archetype_archetype_CFOR_classifications
1	2
2	1
3	1
4	1
5	1
6	1
7	2
8	1
9	2
10	2
11	1
12	1
13	1
14	1
15	1
16	2
17	1
18	2
19	2
20	2
21	2
22	1
23	1
24	2
25	2
26	1
27	1
28	2
29	1
30	1
31	1
32	2
33	2
34	1
35	4
36	1
37	2
38	2
39	4
40	4
41	4
42	4
43	2
44	1
45	2
46	2
47	2
48	2
49	2
50	2
51	2
52	3
53	4
54	1
55	2
56	2
57	4
58	4
59	3
60	2
61	1
