label_id	PC 1_NLStdTomato_TFOR_pca_predicted	PC 2_NLStdTomato_TFOR_pca_predicted	PC 3_NLStdTomato_TFOR_pca_predicted	PC 4_NLStdTomato_TFOR_pca_predicted	PC 5_NLStdTomato_TFOR_pca_predicted	PC 6_NLStdTomato_TFOR_pca_predicted	PC 7_NLStdTomato_TFOR_pca_predicted	PC 8_NLStdTomato_TFOR_pca_predicted	PC 9_NLStdTomato_TFOR_pca_predicted	PC 10_NLStdTomato_TFOR_pca_predicted	PC 11_NLStdTomato_TFOR_pca_predicted	PC 12_NLStdTomato_TFOR_pca_predicted	PC 13_NLStdTomato_TFOR_pca_predicted	PC 14_NLStdTomato_TFOR_pca_predicted	PC 15_NLStdTomato_TFOR_pca_predicted	PC 16_NLStdTomato_TFOR_pca_predicted	PC 17_NLStdTomato_TFOR_pca_predicted	PC 18_NLStdTomato_TFOR_pca_predicted	PC 19_NLStdTomato_TFOR_pca_predicted	PC 20_NLStdTomato_TFOR_pca_predicted
1	-1.0822654846012238	-1.0685743584998575	-1.8832043427742493	-3.4715660010636755	-1.2808258579090992	0.6161355483224221	0.7781787106520868	-2.3359171057483152	-0.0813958758111982	0.311364528321198	0.6065613417992611	-1.1014911710403743	0.9279055332614032	-0.6731233823476032	-0.1187957040398365	-0.5114095397427167	-0.091490755734362	0.0120171349508302	-0.5866194533279714	0.0631319603417922
2	1.7714793034692868	1.7307540228740843	-3.2031054837083923	-3.3600116250839664	-0.9479850057819202	-0.3097588864609111	0.3191531096662536	1.023712485292335	-0.3911506868342264	0.0808416791271179	0.2597354606832184	0.1613700799889088	-0.1562131070476133	-0.3230702984288921	1.0727359634332967	-0.4729207810470157	-0.8009367155547351	0.0609911059451357	0.2043489766176064	0.0834849845536887
3	1.3634050182188246	3.724518416261233	-0.2623722008854174	-1.5461504770446464	-0.4496419315767997	-0.0298029049261188	-1.4864133880917312	-0.9761051668740528	1.3770883709642767	-0.5372809562042932	0.1998541745234522	0.5575066292630422	-0.1924892617983968	0.3793756766714017	0.4554428953821602	0.3235849178010568	-0.147330692962615	0.3519493328017118	0.6644356431751659	0.0166114437740035
4	-1.1760097654504469	-2.328403801058712	-1.064049936405472	2.464684941147426	-1.007484845079889	3.1964290323487186	0.4525620628246247	-0.3358444040205278	0.2701519661934678	-0.1786284130881729	1.008912437719157	-0.2292764307578603	0.0336381333664174	-0.1447831320114948	0.4096145272926339	0.8657293009702842	-0.4150029201793104	0.0325718238580243	-0.0636359832216289	0.1953756529749926
5	0.995883641627152	-0.9012631470168871	-1.7409181453684448	1.5930069869169925	0.462530754127085	-0.8211190489678967	0.0882310591217254	1.295937381914988	-0.4295438231535858	0.6468419078266295	0.0916157678427885	0.3686267696633234	0.9050113081690236	0.5288539118929375	0.6462823000625076	-1.160360497666336	-0.0044401607643167	-0.0235428337940151	0.5061682489861201	-0.1516072195307138
6	-1.4243254043130886	4.7305063602578405	-0.573019453503514	0.4020561869861146	-0.010599054280464	2.7121994987379487	-0.2841922412333793	-0.8622718596321554	-0.5188514709120521	-0.5781900474472567	0.1383658586711839	0.3079623301175989	-0.5212086343053011	-0.1374027863179575	-0.2954823139631769	0.2938313088026787	-0.5702445709481787	-0.5834977796000969	0.0321473423455691	-0.4794651017798353
7	0.9209288004759572	-3.781609938748518	-0.262903444860785	1.1638422299320272	-1.5238645548754255	-1.118458816722925	1.87341003338821	-2.7707092043586288	-0.9994635090089482	0.979943409743552	0.0128909326719967	-0.5275671652012421	0.7980732959541594	-0.6233677352295762	-0.3531765241090737	0.9217065010026162	-0.7474754046556904	-0.5665706480985921	-0.4593656544629212	0.4769494146258736
8	-4.207332664865653	0.2976352268770452	-2.81678522617028	0.5489240868131526	-1.086448585728593	4.451680745046798	3.3430654205367185	-1.006477493547603	0.3784766840436956	-0.6936075920132977	-1.0888244993788416	0.6303329335676116	1.2535521098084874	-1.1585832516559686	-0.7154115038267584	-0.1827799021535114	0.4591902472579456	0.5504749538431168	-0.2443138104707665	0.0738988725116281
9	0.3210685572946239	1.4638942240614483	-2.743811232746977	1.048351859664571	1.816928462051328	-0.3577472950343592	0.5999249773702251	0.4295928977282096	-1.635068032198415	-0.6334222557663033	0.6200389072101206	0.0286851300522479	0.1420419881971602	0.5511151226600012	-0.1531604505166102	-0.8911913469102353	-0.4481344210108822	-0.0455514294698931	-0.0337219482534035	0.0460959760420981
10	-2.394529599856649	4.28217604313833	-2.140257230654057	1.0296298472659495	-1.8022398659744103	2.52238219645833	3.3750757861664846	-0.3703550676416903	0.3824317670609264	-0.4311614455714073	0.4208422738044292	0.6105226829385693	-0.8986799933398562	-0.4664228005234857	-1.2196215193289672	0.1260915020650916	-0.3740153493432641	0.3128731039700949	0.5756061238673651	-0.6788130164403919
