label_id	Predicted Archetype
1	1
2	1
3	1
4	2
5	2
6	1
7	1
8	3
9	3
10	2
11	1
12	1
13	2
14	3
15	2
16	1
17	2
18	2
19	1
20	2
21	2
22	2
23	3
24	2
25	2
26	1
27	1
28	2
29	2
30	3
31	2
32	4
33	1
34	1
35	1
36	1
37	1
38	1
39	3
40	2
41	2
42	3
43	1
44	3
45	2
46	3
47	1
48	1
49	4
50	3
51	2
52	2
53	3
54	1
55	1
56	4
57	2
58	1
59	1
60	1
61	1
62	1
63	1
64	1
65	1
66	1
67	1
68	1
69	3
70	1
71	1
72	1
73	3
74	1
75	1
76	1
77	3
78	1
79	4
80	1
81	2
82	2
83	1
84	4
85	2
86	3
87	2
88	2
89	2
90	1
91	1
92	2
93	1
94	4
95	2
96	2
97	2
98	2
99	2
100	2
101	2
102	2
103	2
104	2
105	1
106	2
107	2
108	4
109	2
110	2
111	2
112	2
113	2
