label_id	feature 1_CDMPRtagRFPt_CFOR_pca_measured	feature 2_CDMPRtagRFPt_CFOR_pca_measured	feature 3_CDMPRtagRFPt_CFOR_pca_measured	feature 4_CDMPRtagRFPt_CFOR_pca_measured	feature 5_CDMPRtagRFPt_CFOR_pca_measured	feature 6_CDMPRtagRFPt_CFOR_pca_measured	feature 7_CDMPRtagRFPt_CFOR_pca_measured	feature 8_CDMPRtagRFPt_CFOR_pca_measured	feature 9_CDMPRtagRFPt_CFOR_pca_measured	feature 10_CDMPRtagRFPt_CFOR_pca_measured	feature 11_CDMPRtagRFPt_CFOR_pca_measured	feature 12_CDMPRtagRFPt_CFOR_pca_measured	feature 13_CDMPRtagRFPt_CFOR_pca_measured	feature 14_CDMPRtagRFPt_CFOR_pca_measured	feature 15_CDMPRtagRFPt_CFOR_pca_measured	feature 16_CDMPRtagRFPt_CFOR_pca_measured	feature 17_CDMPRtagRFPt_CFOR_pca_measured	feature 18_CDMPRtagRFPt_CFOR_pca_measured	feature 19_CDMPRtagRFPt_CFOR_pca_measured	feature 20_CDMPRtagRFPt_CFOR_pca_measured
1	-2.17472909313538	4.7679105594394855	0.3885699236594396	-0.6984003242567587	-0.1983416544971019	0.4650689089734716	0.1678429985747209	0.1122179054854847	0.7921111168963288	-1.6805004031141126	0.0549152050202016	0.8504159238420865	-0.0407208945989638	0.2471525886559165	-1.4101079183300824	-0.4080794244618525	-0.2387061581848325	0.1426681547919347	1.2561488524130189	-0.669213400971514
2	-1.689476809640522	0.9040496123367108	0.3771547395028245	1.9632817229703183	0.7232248094116022	-1.0291405635185706	1.5421043143212123	0.5031044783170687	-0.6510206822638059	-0.1094931658668313	-1.9769706990774685	-0.6274676164029548	1.4651675822074903	1.3792995385026148	-0.9794642887496848	-0.0916876644557298	0.0033850978656921	0.3541983355079282	0.6324620370237827	-0.1963164673460792
3	-1.4079382351140102	2.1460118922123708	-2.072250970051639	3.227229934699932	3.2533591502962924	0.7335248754910594	2.230859115077497	1.9746946352696115	-0.7645350989672681	0.0668212856849955	-1.3754248539856913	-0.8901167009322927	0.3916522287523093	-1.0965825463377026	0.5760099788258232	0.0100936052332146	-0.0649061428512399	-0.2459419602602475	-0.2949251573849026	-0.7678591540016166
4	-0.489506711479351	6.4659877032900965	-0.9152630401346628	-1.4971754705305738	-1.062488061448274	3.2663382539180787	0.3248765825221419	2.363163333881732	0.2044740526194088	0.7746837788943608	1.490257033768149	-1.7922521497714368	0.0764579177995796	-1.6816911535403094	0.0833341168708203	-0.951275935494634	-0.7026551693640966	-0.1769305956649318	0.2674128638445873	-0.8253389294257316
5	3.9026287368669297	2.637570860648373	-5.420336309104365	-1.027696595466673	-0.6215438734849024	0.1522601064614131	0.1724710185769623	1.6948458739212025	-1.5228340845184245	-1.1960921330979126	1.5699290444656842	-0.0428042654244108	1.0878797399487194	-0.660874993579265	-0.4296414529283178	0.4046172043163858	0.0222938766560116	0.229448086490348	0.2651528500424487	-0.1521951090371938
6	-4.199061857187642	0.0706811550998512	-0.9791574744544344	-0.7670269400845601	-0.7408305159265945	1.3276319524877758	0.1878844144949527	0.4227528410599389	1.404340732130391	-0.3008689697330477	0.8150311093795993	-0.9642291178115294	0.5268415624922493	0.2354750975723045	-0.8585928915875302	0.089695751616403	0.5864349123921113	-0.7579663720508405	0.7816612626187192	-0.0560874011890685
7	-4.451948745108544	2.084549428740317	4.486782209028728	1.6133740992937669	-0.5279080964305146	1.0510185388571605	0.2851425741909679	0.9540743428005608	0.2790276685260947	0.2668066688456106	-0.2515782555675944	1.0539748549914636	-0.0146814364094653	-1.0847808846548384	0.4231586486277103	0.062972067039626	-0.7819184076699895	-0.6225139979130706	-0.6732995625228521	-0.0352144307119033
8	-4.704935485503012	0.3507829337369127	3.673906100309305	0.3142601701845938	0.5671633240944259	1.3091100438647234	1.1073858436800612	0.7703177181052987	0.335238789176996	-1.444609059968038	0.195846815856076	0.2824743882620188	-0.8071604958115891	-0.5633454377468559	-1.6650215490584577	-0.6506155309515015	-0.2141433963144584	0.3111590498053669	-0.6192441407880257	0.6169713004892666
9	0.3154708529420933	-0.7093398839955485	-2.9953945907402453	0.6127702033961723	-0.5303806613551494	-0.8789212418059429	1.903319673542872	0.7160545305148854	0.1700509446174568	0.0456582118596479	-0.150415487123482	0.3419372812117688	-0.0654518967540236	0.1218307588839236	-0.1689962768203223	-0.3460353322294063	-0.2764476268538178	0.1905734616141545	0.2451564051917819	-0.4062934830415687
10	7.455455886447103	-1.0944153229549332	-1.9704046556084545	-5.809575380524535	-0.129401371220213	1.2728985559444612	2.3688372598820004	0.3284422636016028	1.8102164043326257	-1.1871049505161122	0.2956934649242483	1.7332319242000696	0.3653250679426975	-1.545148039399234	-0.0054848799726612	-0.1931747620142523	-0.6324979706516485	-0.2259022214889243	-0.3610577095891909	0.5746845368986028
