label_id	feature 1_shape_CFOR_raw_measured	feature 2_shape_CFOR_raw_measured	feature 3_shape_CFOR_raw_measured	feature 4_shape_CFOR_raw_measured	feature 5_shape_CFOR_raw_measured	feature 6_shape_CFOR_raw_measured	feature 7_shape_CFOR_raw_measured	feature 8_shape_CFOR_raw_measured	feature 9_shape_CFOR_raw_measured	feature 10_shape_CFOR_raw_measured	feature 11_shape_CFOR_raw_measured	feature 12_shape_CFOR_raw_measured	feature 13_shape_CFOR_raw_measured	feature 14_shape_CFOR_raw_measured	feature 15_shape_CFOR_raw_measured	feature 16_shape_CFOR_raw_measured	feature 17_shape_CFOR_raw_measured	feature 18_shape_CFOR_raw_measured	feature 19_shape_CFOR_raw_measured	feature 20_shape_CFOR_raw_measured	feature 21	feature 22	feature 23	feature 24	feature 25	feature 26	feature 27	feature 28	feature 29	feature 30	feature 31	feature 32	feature 33	feature 34	feature 35	feature 36	feature 37	feature 38	feature 39	feature 40	feature 41	feature 42	feature 43	feature 44	feature 45	feature 46	feature 47	feature 48	feature 49	feature 50	feature 51	feature 52	feature 53	feature 54	feature 55	feature 56	feature 57	feature 58	feature 59	feature 60
1	-0.6649097981211107	0.1253711429808264	0.3804227232924049	0.8073829404836903	0.4739295832237593	-0.3550347822849822	0.0747147181703375	0.0725517226076574	0.0231031084031236	0.7945647163577912	-0.2615076574186976	-0.8387079154893764	0.0390763947377924	0.1202755571876095	0.0571465408070006	0.1483188890354899	0.2703298641045098	-0.6386979758840894	-0.0250361064200281	-0.4057722937205332	0.4931732795982542	0.0979185289078011	-0.9483524877982904	-0.6615403991130335	-2.3872687902627523	-0.7910616193782056	-0.033503824117089	-0.2105950838366648	-0.0212133044253058	-0.082736856901083	1.0721048506156323	-0.1610339520953667	-0.3745923167572129	0.0612195002101239	0.0727614178543425	-0.4053196135492931	-1.0981759009798806	-0.3591397877179169	0.0419123885076228	-0.1654406120106999	0.2390293472351574	-0.4318988887827264	0.0151164763609785	0.6050677299705014	0.1536384423279431	-0.2391684080420389	-0.4108360909100395	0.0965056895664289	-1.027413488636657	-0.9626930355006054	-0.7141855137484776	0.25153638949979	0.6307427356251365	0.3019615919942544	0.7137010527433505	-0.9947753583956452	-0.6056170271623718	0.2566575564376141	-0.0953773853904528	-0.0945096945659576
2	-0.5386638831911248	-0.1174323142302371	-0.0141458018538722	1.2056221681282002	1.084588619074566	-0.4936633548980392	-0.0137613167431693	-0.094695683578125	0.0481214510414631	1.1091803818621069	-0.3620807410155078	-0.8513994535132641	0.0077890202461304	0.2450290522990414	0.1891003501756247	0.3858621741406745	0.4240817748663954	-0.6372696393042241	-0.0077401980591518	-0.3762871034166273	0.4286287233295092	0.2339937715748006	-0.8315483317054246	-0.6180949756185171	-2.0801930377560933	-0.4854392183287688	0.0658300212077034	-0.2814417110497189	-0.2332329396765619	-0.1720084703087898	1.361681494466826	-0.1873584987917905	-0.3490419861114499	0.0186345453012516	0.0860774622442672	-0.3868443363698992	-1.039870854778418	-0.1615240835466922	0.3733054144041244	0.0059032985109953	0.1759442680599617	-0.3319454540744485	0.5755539538106141	0.7480540667927134	-0.1877407314420903	0.0592944165016133	-0.1386108070397674	0.1109695031980405	-0.7533156758518715	-0.6634103328796348	-0.5873321570658341	0.6078898442056178	0.583262789568022	0.2579522140412509	1.0261100816048276	-1.0340110901153683	-0.5315327581955673	0.4810720987978505	-0.0175293111174561	-0.0170494216210876
3	-0.466591383584827	0.4337434691673085	-0.503033586527569	1.0370080755427682	0.6614023055587708	-0.9729761335907828	0.0177943584213279	0.0935180404312342	-0.0746583905453529	1.4065081694521278	-0.099007107320286	-1.7636364532138278	0.0957529501649158	0.9126718918822976	0.6320710841576167	0.3743144002509063	0.0908462495374341	-1.6086457663604363	0.2049909675486678	-0.0331108312480354	-0.3341977736592974	0.4174509079331256	-0.6107826184406822	-1.5700246070264845	-1.7818877552498218	-0.4253155652032192	-0.8677182086088205	0.0387108035768406	0.3837637231454907	-0.2433509626205509	1.3487837646719951	-0.6269616532954649	-1.3534524559624457	0.30188556323339	0.3608167480195141	-1.3854217926169865	-0.7894100559844524	-0.0350687565694205	-0.3551555743080422	-0.3998781315364878	0.3807944398502492	-1.0132551732872122	0.369446890459466	0.4845312238471103	-0.0484214090781723	-0.1798359547777581	0.0972084794750693	-0.3507674347131987	-0.6682677410122073	-0.4251048356488778	-1.4888694756837326	0.0987433831118062	0.6347812567669507	0.8449933428216254	1.2617226649591973	-0.7391029887736478	-1.5198181305399918	0.487231669267971	-0.2286633367143944	-0.304036841947187
4	-0.2254649296917095	-0.1068850163960337	-0.3424214078347565	0.6095047376547473	0.3974053711541242	-0.8738784826423256	0.0339222159281863	-0.1265195047578166	0.0992421732124372	0.9769625860472306	-0.2035067726965673	-1.5018897666984714	0.0140003099821761	0.1717991595477301	0.0687946339712013	0.3135921604018693	0.3997812982551499	-1.2225582918257845	-0.0141515844205563	-0.1024828078517465	0.0638928577709306	0.3590980831562222	-1.1734117306316003	-1.4583485553042652	-1.8318353576383144	-1.148806445722093	-0.8118415504853617	-0.302076523124003	0.1177951571384449	-0.301747008433882	1.1514381067230948	-0.1578644039299225	-0.9181361574280216	0.1571092635080294	-0.0583150066243189	-1.1377003935271277	-0.5797048322352136	0.182442102005103	0.2300347826494258	-0.2955305214737102	0.5977617309661122	-0.6842586966253486	-0.1944782193307639	0.5104157991458597	0.1518051689846589	-0.0004763761871818	0.0187161787634959	-0.0511544054366665	-0.6531366370746623	-1.2640430401202472	-1.5161902131598637	0.7780302736259451	0.4286089381559023	0.4698789196825035	0.6499551499181677	-1.1012546922060549	-1.379675858225082	0.205100929716971	-0.1690925369211753	-0.0381765045865512
5	-0.7508455445949753	-0.0438245654375129	0.2109447472114012	1.1812446025887993	0.2535979325156069	-0.4707288022953392	-0.0021037174339818	-0.0403902739563334	-0.0015291572613257	0.7029373710088958	-0.2282090646034755	-0.8532013194726589	0.0030673569101015	0.4041061762599779	0.4958297797128681	0.2109997814322108	0.3266456370171556	-0.5893015807054154	-0.0728644895196481	-0.3174724345746991	0.3578493550271293	0.3018967089490956	-0.6791384083383192	-0.6642414080601173	-1.9997779382018888	-0.5128329807157757	-0.0569990596158842	-0.3078521624916666	0.0954897354034184	-0.1974803788705105	1.1480828556669749	-0.0463057091649322	-0.2074295486312658	0.0477338433893206	0.1742055269966047	-0.4633711970565926	-0.8705007143459371	0.2280591105488064	-0.0145249390142994	-0.0892210567477613	0.0972268470623083	-0.4710379496476743	0.2599833795680956	0.2248084677452237	0.0597391002968213	-0.0812950302628701	-0.2180770437133821	-0.1237292269464034	-0.78063349740856	-0.6719094092584221	-0.6775777948393444	-0.0536420778899866	0.4337501689051374	0.0372816345938014	0.5715010828412708	-0.9331873242371532	-0.6845351159087434	0.5159902774952009	-0.3245671828258396	0.0229244074593715
6	-1.1243779099094502	-0.4979781673265302	-0.5322182021236586	0.966121147228698	0.7482361143132942	-0.4327094626491197	-0.0194149164679068	-0.057007023340169	0.1230215135546954	0.6348003877298278	-0.3044273716163443	-1.2721970954687936	0.0537736148413642	0.2123229337556305	0.0778245869111371	0.1566376031269686	0.2900385241874289	-1.0154936221615392	0.0819164927782903	-0.259257283925586	0.1390459252571571	-0.3688092197429279	-1.6067610964783308	-1.5170542658135089	-2.8993856936485933	-1.4793297125313274	-0.9695714056160386	-0.2780326137574098	0.130017265130125	-0.2477289237051785	0.7504451622658168	-0.169384868784169	-0.7131255577319874	-0.1551047931912418	-0.2864478061737925	-1.0712591246941878	-1.2971886797518697	-0.377347721782887	-0.2223685074227934	-0.2746155097540153	0.3751590049722896	-0.6265068130829349	0.439051068035881	0.6516519602523222	0.2526886359055923	-0.2293310599824589	0.1204876585632239	-0.0349172709602354	-1.4803931226990277	-1.7047819679254188	-1.7190414164875811	0.6486286299497183	0.4990715649361467	0.4500953689072271	0.4030496084126393	-1.379034310890446	-1.1598185131929737	0.1061077980953715	-0.0597140322397387	0.1621616417794406
7	-0.5015413992941522	-0.0188185476964566	0.9794456806635584	0.7801864256660851	0.4530031669354644	-0.3494083997866489	-0.1419556420102331	-0.0753943778514402	0.0564464468194484	0.4385817092374697	-0.3100824151924226	-0.3062124790250997	-0.015174348950861	-0.1052163324867805	0.2728441209111274	0.1288543535509954	0.2361801681047133	-0.353821885750706	0.051426241828334	-0.8154723909254127	0.5073523416072849	0.2829849882703361	-1.0415960487325049	-0.0797789730325702	-1.9627672690704527	-0.7789085688767843	0.7303998764189983	-0.4849905028733485	-0.5802044782583443	-0.2099610556971793	0.5613025283666884	-0.207083825927216	0.0999683718796358	-0.0550365162466838	-0.1245068501297499	0.0298543885530726	-1.6932135485418782	-0.015952094794515	0.6297516850778322	-0.3379191725794873	0.07477078022802	-0.0189917017630377	0.2160456089980545	0.4578583777769163	-0.0007990914741734	-0.6499915129306775	-0.3473047623308049	0.2139071196865068	-0.6312017608562901	-0.9352233547225186	-0.0358612641807241	0.3045254150344239	0.522520650988794	0.2546038842678184	0.4145726223130294	-1.2641005807452064	-0.0988437101061379	0.2662499075793874	-0.2790922149428088	0.0682473404224625
8	-0.4378582353079596	-0.1901352711129817	-0.3379226362533809	1.023619787317071	0.7552620842498675	-0.7079442168989551	-0.0583609105772812	-0.1276336260140984	0.0567983210150302	0.9943921294045488	-0.6304107960068286	-1.3701766160645454	0.0357623347739656	0.1152774759891139	0.0439792323721424	0.2922555097886103	0.2744004712662612	-1.0957037880299727	0.1536405091518226	-0.4252761304933519	0.107346504865246	0.2475132863877538	-1.5581979545181066	-1.460478153295029	-0.8698068492021941	-0.5821994230889822	-0.3051343110919748	-0.3727253900596596	0.2371965573945328	-0.0328980165925295	1.229165558043531	-0.3020358934640086	-0.8160494667540044	0.0645333309449717	-0.4037336506229634	-1.0503519889805342	-0.915238002476816	-0.2519792757350734	0.0197516914915709	-0.1231657781547952	0.2242106470331967	-0.582846377582998	0.3401375817680124	0.4941090181036501	-0.1100516958084601	-0.1386555461812234	-0.0285454641683624	-0.0232141492169386	-0.0437444408568499	-1.1192820545804498	-1.2419268119105649	0.3651501208881962	0.426755626825294	0.3299019639838421	0.9679039656547777	-1.5358006544200258	-1.178709846377913	0.2303294726394125	0.0002160978274892	-0.1289625644844169
9	-1.0863394681075942	-0.4945711637794829	-0.1268342845666974	0.7213427917632471	0.4279260528318547	-0.2469722172772883	-0.0650153427465115	-0.1064175513268675	-0.0504975269889098	0.4686560760504989	-0.1190954313008659	-0.8924229463756013	-0.0768676945492444	0.5300160597487683	0.29552269389656	0.1957605640198741	0.0163663494693898	-0.7281413178540452	-0.1206991649257973	-0.4949910346554285	0.3908772251427608	-0.6341893880568874	-1.4009825309731918	-1.0589271582908333	-2.8118875700159425	-1.473595753400826	-0.6784729563956584	-0.350586999182551	0.1407825278456909	-0.1335269675943409	0.7833610694273634	-0.0346147762494206	-0.3573541807297431	-0.1793914702634588	-0.1396707035308027	-0.6536413697720369	-1.3896795047743171	-0.3788973450003358	-0.241194087989844	-0.2475960752117511	0.3483984791514396	-0.3556713850911628	0.2590323212134952	0.4696602649576014	0.0461671009018542	-0.3289510765561066	-0.1699445761194743	0.1381692514289987	-1.6332481118463782	-1.585718447573914	-1.122130222730192	0.2498865152500863	0.5452150456354666	0.2000550443429707	0.3077399949480804	-1.1501789459954632	-0.758167258590206	0.2299934592656649	-0.1501142769412091	0.1598742715874195
10	-1.4158961835862809	-0.1819535499828137	0.0234921293156575	0.5881977155035645	0.5230637070119367	-0.3220820332366486	-0.0549329421560712	0.0010780511686689	0.1069521138125577	0.1376303032966832	0.2103034679689897	-0.216126434237929	-0.2430922994736358	-0.1415971898856556	0.3102986581404574	0.0960093984211504	0.2898792370904702	-0.4135380889122939	0.0301012236335184	-0.4371505597217566	0.3457357336730562	-0.6136339490440603	-0.9479357046920348	-0.4399224169862847	-3.2226781345329933	-1.0228648751172438	-0.2373794018983512	-0.3180600162219313	0.0045657521338264	0.0823575096359444	-0.0691104025139064	-0.0044978093939356	-0.0547797349581282	-0.2184361013598191	0.1329713974035247	-0.150616950078843	-1.4453260223626372	-0.4173153377184295	-0.2177056726283858	-0.194949706048383	0.0836454091102843	-0.2420129233057304	0.0568742701254674	0.0786772176741188	-0.0455253709340106	-0.4173845762496361	-0.2756677366277276	-0.2934319207906035	-2.043357569042838	-1.031415577385376	-0.5244100062865074	0.1972101013418541	0.0759847356479919	-0.0089930067984929	0.1062084125740923	-0.7072244062614144	-0.0636309947628741	0.0174856299658325	-0.2715685517328241	0.1949822060473434
