label_id	feature 1_b4galT1tagRFPt_TFOR_raw_measured	feature 2_b4galT1tagRFPt_TFOR_raw_measured	feature 3_b4galT1tagRFPt_TFOR_raw_measured	feature 4_b4galT1tagRFPt_TFOR_raw_measured	feature 5_b4galT1tagRFPt_TFOR_raw_measured	feature 6_b4galT1tagRFPt_TFOR_raw_measured	feature 7_b4galT1tagRFPt_TFOR_raw_measured	feature 8_b4galT1tagRFPt_TFOR_raw_measured	feature 9_b4galT1tagRFPt_TFOR_raw_measured	feature 10_b4galT1tagRFPt_TFOR_raw_measured	feature 11_b4galT1tagRFPt_TFOR_raw_measured	feature 12_b4galT1tagRFPt_TFOR_raw_measured	feature 13_b4galT1tagRFPt_TFOR_raw_measured	feature 14_b4galT1tagRFPt_TFOR_raw_measured	feature 15_b4galT1tagRFPt_TFOR_raw_measured	feature 16_b4galT1tagRFPt_TFOR_raw_measured	feature 17_b4galT1tagRFPt_TFOR_raw_measured	feature 18_b4galT1tagRFPt_TFOR_raw_measured	feature 19_b4galT1tagRFPt_TFOR_raw_measured	feature 20_b4galT1tagRFPt_TFOR_raw_measured	feature 21_b4galT1tagRFPt_TFOR_raw_measured	feature 22_b4galT1tagRFPt_TFOR_raw_measured	feature 23_b4galT1tagRFPt_TFOR_raw_measured	feature 24_b4galT1tagRFPt_TFOR_raw_measured	feature 25_b4galT1tagRFPt_TFOR_raw_measured	feature 26_b4galT1tagRFPt_TFOR_raw_measured	feature 27_b4galT1tagRFPt_TFOR_raw_measured	feature 28_b4galT1tagRFPt_TFOR_raw_measured	feature 29_b4galT1tagRFPt_TFOR_raw_measured	feature 30_b4galT1tagRFPt_TFOR_raw_measured	feature 31_b4galT1tagRFPt_TFOR_raw_measured	feature 32_b4galT1tagRFPt_TFOR_raw_measured	feature 33_b4galT1tagRFPt_TFOR_raw_measured	feature 34_b4galT1tagRFPt_TFOR_raw_measured	feature 35_b4galT1tagRFPt_TFOR_raw_measured	feature 36_b4galT1tagRFPt_TFOR_raw_measured	feature 37_b4galT1tagRFPt_TFOR_raw_measured	feature 38_b4galT1tagRFPt_TFOR_raw_measured	feature 39_b4galT1tagRFPt_TFOR_raw_measured	feature 40_b4galT1tagRFPt_TFOR_raw_measured	feature 41_b4galT1tagRFPt_TFOR_raw_measured	feature 42_b4galT1tagRFPt_TFOR_raw_measured	feature 43_b4galT1tagRFPt_TFOR_raw_measured	feature 44_b4galT1tagRFPt_TFOR_raw_measured	feature 45_b4galT1tagRFPt_TFOR_raw_measured	feature 46_b4galT1tagRFPt_TFOR_raw_measured	feature 47_b4galT1tagRFPt_TFOR_raw_measured	feature 48_b4galT1tagRFPt_TFOR_raw_measured	feature 49_b4galT1tagRFPt_TFOR_raw_measured	feature 50_b4galT1tagRFPt_TFOR_raw_measured	feature 51_b4galT1tagRFPt_TFOR_raw_measured	feature 52_b4galT1tagRFPt_TFOR_raw_measured	feature 53_b4galT1tagRFPt_TFOR_raw_measured	feature 54_b4galT1tagRFPt_TFOR_raw_measured	feature 55_b4galT1tagRFPt_TFOR_raw_measured	feature 56_b4galT1tagRFPt_TFOR_raw_measured	feature 57_b4galT1tagRFPt_TFOR_raw_measured	feature 58_b4galT1tagRFPt_TFOR_raw_measured	feature 59_b4galT1tagRFPt_TFOR_raw_measured	feature 60_b4galT1tagRFPt_TFOR_raw_measured
1	-1.6188033115611646	0.7945517691674965	0.0184616212989556	1.1051997872460109	-0.8393382554825186	-0.5466778152543574	1.0016846446642174	0.7499329591260386	-0.1889064493738468	-0.7716826969998685	-0.5734293537802909	-1.1717012874628572	0.5989180653036463	0.4539596688149871	0.5161455629552196	-0.7220099154214661	-0.5914402563973322	-0.3453586617269177	-1.6367863411858812	2.177665679616404	1.2483679312028253	0.8007806950521477	-2.014426574240086	-0.8292143725386893	-1.0011400367091765	0.8266100407666521	-0.299061126672755	0.0928764343745931	0.6850246418559816	0.0255415104368383	-0.8377248304720095	0.3220606987207017	0.5557809456223182	-1.530232940203971	-0.6210622341751317	-0.8566529842634603	0.9150303376897632	-1.4593985515493024	-0.4274150942750729	0.7288531116507541	0.2112520251446844	1.2471207355943768	1.6178334188486083	0.9855504010246624	-0.5611915655407561	0.4920023769015583	-0.8076556956553649	-0.1639738607491909	-2.990200894566064	1.3062264677388615	-0.1174236205807006	-1.6376705457559662	1.587058878939104	1.4801712182303943	0.7739293420475803	-0.5156100917144313	0.5917757707926334	-2.7045430733320264	2.062937417423864	0.1710211862461608
2	-1.9422399638284813	0.6087437152705922	-0.0612442971061741	1.7714619005065766	-1.001815075440738	-0.363106564793948	1.208322535111902	1.0660109253301822	-0.1153669605755984	-0.9630043358685446	-0.5709063621064693	-0.7750887928663603	0.8103631256528345	0.5285630983202267	0.1113453265016666	-0.8112157433856817	-0.5668663307851861	-0.6413572408570745	-1.6996913139008032	1.746239372696231	0.4151062031915913	1.2660668624576463	-1.5118856456025995	-0.4329680485465987	-1.103772364869012	1.0346478015455671	0.0945585587930004	0.0731282842481506	1.3287813137773958	-0.3596178004524504	-0.9262545821541468	0.206692001170313	1.157939803766522	-1.877116760046	-0.4849461793133431	-0.663173617494643	0.7950965420911591	-0.8681944911597061	-0.5899712152879406	0.4316018482552759	0.1231625523321717	1.2442172767200406	1.8608177249058768	1.200614384340685	-0.3357378175126393	0.8382506998875576	-0.9700590611454484	0.0438015549987926	-3.2106569999674104	1.456946822150599	-0.3720688211417362	-1.555233748099308	1.1853048085651676	1.7149925717135208	0.7880702308002621	-0.7121734055881703	0.699715941384186	-2.358372416864328	2.789134361359116	-0.308487185644936
3	-1.7781168338588624	-0.0565493098204584	0.6954501491671468	1.2667582687981804	-0.2288378606849892	-0.5237943223990301	1.2068650826492722	0.8574101389867885	-1.351559916557397	-0.7693221029952892	-0.0446486815053591	-2.3717164018550467	0.8928801135918583	0.6507494408608951	0.5902282282882954	-1.0819722665603997	-0.9626686494926776	1.2422638933458745	-1.5503962246429053	1.4731804250817753	1.2481909534829598	0.8702745688315641	-0.8836674614815028	-0.6314636952813824	-0.8854321028125541	0.4308314050974375	-0.3803869391192749	0.3242180004884901	0.5953651363702446	0.0975705128102973	-1.8043554507722928	-1.1984326297807797	2.5984382140593567	-1.001044106111928	0.6784158890565779	-0.0479153106581045	0.6820741915617365	-0.9869941967857632	-1.5877466818464474	0.3230439180259776	0.5736919828577915	1.8452509046522283	1.8196759567715888	1.165156647256406	-0.0884473991600718	0.0387183264822709	-0.6363952950151341	0.4509740280644342	-2.6721008178605303	1.0539651151617575	-0.4723094030165866	-1.9469665430099583	0.3888771055742086	2.948040246889521	-0.1894209564197996	-1.0292571754560051	1.4853536129664937	-2.0467506679961858	2.0145419431822367	-0.0627023030509252
4	-0.9949959711231408	0.2005167927880618	-0.0795509401569818	0.9818855983772812	-0.7159241169043535	-0.0595163125170226	0.5913944829672901	0.4377346752621824	-0.2704311959885888	-0.198707071131734	0.1738160200557781	-1.2735512243677634	0.6085153531236083	0.0525667343872582	0.0385772765733039	-0.2283216377114896	-0.1639104699141222	0.7374319435767592	-1.186148865937087	1.7681785057730433	-0.1609263658884052	0.6923796483792898	-1.2577553291827237	-0.2573693192964215	-0.8428465035621147	0.7319562409248053	-0.0748427198481214	-0.2139895418096564	1.2441656905716938	-0.1006241786265561	-0.147664310404417	-1.7054150980192049	0.7153400402930878	-0.5355285861838048	0.3437710030136851	-0.1972444327628757	0.5403756574499796	-1.073731249732866	-0.9476070936372748	0.2662004798746425	-0.7003756303491582	0.3085954442684864	1.1894856498423492	0.8597788442101553	0.0232101456823051	0.4701893422632361	-1.066998770029841	0.4485887737591432	-2.154559156175355	1.6120749798522032	-0.3039010010864545	-0.5555214271884412	0.7763692265544933	1.1293669542314326	0.5380945788773942	-1.4397424294163097	1.3891720089528308	-1.8996685877549333	2.8598104641980564	-0.1643096311627106
5	-0.8991677461213627	0.3847780559713057	-0.3718887178356682	0.8554099049582038	-0.1597924687154213	0.153865173375423	0.7654289847726277	0.5039664424244292	-0.4511858976119871	-1.4951484261542742	-0.7761237723620149	-1.2469944925081369	0.4929812840800993	0.3468175969223268	0.1816398738742228	-0.2778819563696362	-0.4695086529018284	-0.5337289975960929	-0.9447912985087572	2.297228305036679	0.9066716671096304	0.1910181778361165	-0.9156528849333864	-0.6054338768960168	-0.7955264088589501	0.1695185054655283	-0.3564240424958345	-0.1329171399892194	0.9642884145644685	0.3267171958447201	0.3352608077576136	0.153877506729045	0.1005252556482689	-1.922578036227452	-0.4413583919408519	-1.4679227377231134	0.344519285938172	-0.6266275928886621	-0.9973826123312508	0.5066575595878715	-0.3087917413722097	0.771814575916725	1.5594533709199123	0.8180404762540476	-0.062080058991829	0.5258869993201128	-0.6046618342219854	0.4504639154204526	-2.9625896062784904	0.2489738573403455	-0.469179791915492	-0.9263017129636482	1.3028631473737482	1.3136695312142614	0.9228017488825684	-1.131448432935576	0.9786876645447036	-1.847346012704581	2.211076710431699	0.5632962551302773
6	0.061365054556572	0.0846898695001426	0.1035570724937011	1.6127507731844046	-1.4195595101257008	0.5573196026533821	0.2750514093755254	1.2913869448499682	-0.9698548798689208	-0.6779563518106229	-0.3036564726706101	-2.1000811481993886	0.8194801214750518	0.1816405017373381	0.317828397389682	0.3552649808741179	-1.4007795640642673	0.1406854779887181	-0.1975281945172384	1.6746079266798115	0.8587060716514205	0.9368763211278348	-1.950502224197083	-0.3619772044116975	-0.4710798221699129	1.3532644849941784	-0.9321993220038348	0.0165162825731396	0.2276515262110749	-0.0896546922386025	0.3101435214645978	-0.8159998135554603	2.0244427762932258	-0.1891570574050778	-0.8084527495332157	-1.096557250090934	0.2089761889409018	-1.2358700480970883	-0.5896294916002982	0.7745589105777759	-0.3035253017643453	1.2520246589129305	1.3537753287118766	0.3162074684166671	0.2806657023297958	1.3066221586558495	-1.475422616023924	0.1557036454921625	-1.3368439842103943	1.398078605278105	-1.5057697326893713	-0.678358484069904	0.3521246689233174	2.275445457567429	1.0902217602256614	-1.8269525812008016	1.1829520156647892	-1.2979972534490738	2.1706270536867267	-0.8448113263425558
7	-1.376278490762886	0.6427418158492901	0.3043366515354453	1.537196829027259	-1.0990669548679188	-0.1880479471146851	0.8674429097910581	1.0378559556442355	-0.0638354756776524	-0.6943310633097055	0.2645512175463498	-0.4000540964518562	0.4534624584315492	0.8630826058263057	0.1191310712046379	-0.5619351527022913	-1.8710639121402928	1.069260069329279	-1.5874395376771828	2.5437537667164043	-0.1347143851283845	0.749525502899168	-2.059159680005001	-0.3735761796819674	-0.8266451523175264	1.3632949880301326	-0.1887485145955114	-0.202404058434492	1.859278531529332	0.0947010943564942	-1.3388240207271742	-2.0316096818302074	0.2534565711634435	-0.9484385868601756	-0.6456149425514313	-0.7198057546720795	0.305035511322191	-0.8939609586543712	-0.2772576278962528	0.0296659846618463	-0.2112416046322545	-0.0890117912483621	1.7683196967758932	1.2391684015495923	-0.1752013836963565	0.4168537549960451	-1.358619989310402	-0.2706413136773686	-2.542860459552216	1.9413075193716527	-0.3968739200987164	-1.5781043199073026	1.0466845429567184	0.1049125004877185	0.1075230114642742	-1.4353951895471688	0.4026911026022732	-2.3158649839955854	3.306819346516621	0.0110441731515278
8	-1.0558574918767127	0.9544483738729712	-0.0308204093828545	1.04214674635424	-0.4108263703703322	-0.0291428423411398	0.4880174308493912	0.0537748291704787	-0.3493137844365068	-0.8779866826252345	0.220443473485778	-0.8178386336123671	0.1436286553698664	0.2952499455419204	-0.1788422383115411	0.1689340882990611	-0.9273766030879952	0.6590225089281795	-1.927603511985705	1.7903495711868067	1.3729921382752663	0.6750273246938517	-1.4825917207760704	0.3111716789168293	-0.328187582234031	-0.1173095795664302	-0.2373190207023046	0.1082154673267956	-0.0781181468739964	0.0098649362634354	0.2557281468283796	-0.3002644492854576	-0.2842907491402346	-0.2206890140520863	0.4739338930173247	-0.1737949833985013	0.7753474608432758	-0.6349786338772929	-0.6364131719376869	0.2992847029986777	0.4057013570565089	0.5555600052504346	1.2284080703360003	0.41643241475506	0.3218897038865151	0.0206871973778884	-1.0344261511063149	0.1817263433420313	-2.550024781247908	0.5119388597139467	0.3004820221388125	-0.8347828697822037	1.9625524782637631	0.3049125622190658	0.0906546379530449	-1.1208244025759857	-0.4034232097202408	-2.0964039802493226	1.6444499361818492	0.7593038954711129
9	-1.1119252186279338	-0.0912930479839919	1.2669808230311146	1.8468601046439763	-1.2229333660676978	0.2115473195666769	0.5628950203128544	0.9660247103177578	-1.582517933529214	0.3240906219015382	0.4103853817043204	-1.415291388703407	0.8047100043759139	-0.7334839479851789	-0.2082292733866139	-0.5427307585740078	-1.0315450795718937	0.999386111397475	-1.5113218807129252	0.9355459310592228	1.8375791516904163	1.5478779968554544	-1.1573879486004794	-0.4959809109081229	-0.4483034485352073	0.5829625350252079	-0.8878589482975727	-0.043515539476318	0.4079788034262468	-0.1482071167600897	-1.1160923019254378	-0.501662209253658	3.155157991147899	0.0627087491074753	-0.319553275749135	0.5564437177444281	1.0288150084403107	-1.4427644098800831	-1.4531653200236123	-0.0884243585103459	-0.5528677410960354	1.4886859546752844	1.6912359493777496	0.2014959655964889	0.5005616144200011	1.2843467943808862	-0.9725548794690192	0.0964133278454209	-1.1579073811488056	0.961022937296675	-0.151901659150246	-2.281302082831348	0.0121159660175567	3.2791157549183185	0.5085872713376574	-1.0813395473276135	1.8810406534585915	-1.0493970768373488	2.3887467725220377	-0.2475450084748088
10	-1.4881529461616143	0.2230655020390107	-0.4251253889752966	1.4355735275640449	-1.660456999109109	-0.1624166647461589	0.5238618634860497	0.7415787138352259	0.063935410251692	-1.1111153454100386	0.5316417945525238	-0.2383137208064649	-0.0645525690653259	0.074810432840789	0.2466412847938195	-0.7392740622614884	-0.6748659183725358	-0.0309906892228919	-0.961929070478265	1.5996533573082037	0.4228825944233918	1.2493191624895226	-1.2119063513301538	0.2341075097585658	-1.4206339429778234	0.8221123618666559	-0.8376111754214373	-0.2449457073782718	0.3220539553150954	-0.3390750801975261	-0.4008218383709661	0.0577056744230688	0.22551419548319	-1.6439199824857005	-0.0317832659975683	-0.6183934760197745	0.1845715386042117	-0.3048425152162937	-0.0179038246925795	0.5773513525920082	0.064262480351142	1.1424592183872386	0.82787939409834	0.3912882708913778	-0.2971725146697686	0.9918390635140052	-0.8168486653669105	-0.2146520979896469	-2.970356507527052	1.5050375864457457	-0.8301166557619308	-0.9595553366163552	0.6567738932162636	1.0665207604791205	0.586350361297139	-0.4185049692292129	0.6253736692778493	-2.1667683583297146	2.062011285073812	-0.929124407656614
