label_id	PC 1_lysotrackerdeepred_TFOR_pca_predicted	PC 2_lysotrackerdeepred_TFOR_pca_predicted	PC 3_lysotrackerdeepred_TFOR_pca_predicted	PC 4_lysotrackerdeepred_TFOR_pca_predicted	PC 5_lysotrackerdeepred_TFOR_pca_predicted	PC 6_lysotrackerdeepred_TFOR_pca_predicted	PC 7_lysotrackerdeepred_TFOR_pca_predicted	PC 8_lysotrackerdeepred_TFOR_pca_predicted	PC 9_lysotrackerdeepred_TFOR_pca_predicted	PC 10_lysotrackerdeepred_TFOR_pca_predicted	PC 11_lysotrackerdeepred_TFOR_pca_predicted	PC 12_lysotrackerdeepred_TFOR_pca_predicted	PC 13_lysotrackerdeepred_TFOR_pca_predicted	PC 14_lysotrackerdeepred_TFOR_pca_predicted	PC 15_lysotrackerdeepred_TFOR_pca_predicted	PC 16_lysotrackerdeepred_TFOR_pca_predicted	PC 17_lysotrackerdeepred_TFOR_pca_predicted	PC 18_lysotrackerdeepred_TFOR_pca_predicted	PC 19_lysotrackerdeepred_TFOR_pca_predicted	PC 20_lysotrackerdeepred_TFOR_pca_predicted
1	3.507092448506463	2.8828368871337937	-2.502149936139455	-0.7340304602315957	-1.5904090912398343	0.7558932059336936	0.0583664937518819	0.3499061568005106	0.1467607920798594	-1.513649198845555	0.5371571501803918	0.8979174905074165	0.4831821819186084	0.612548412297226	-0.1090239674795561	-0.1883444703565793	-0.0823294281884408	0.3554325629522186	-0.5088510497777672	0.0107205170865976
2	6.9352666468344895	1.818665765917866	-0.0494732376614644	2.684354187445985	-2.5279420718077565	-1.593179294573014	1.119157108966887	-1.7780708823431337	0.1807851069163404	-0.4130811440670239	-0.1310353698715434	-0.1129740069543823	1.1409632898371322	0.1479705432905227	-0.2926871155624631	0.2113907412309572	0.212110574323578	0.6906947310319982	-0.7410788251488607	-0.3216690128462138
3	1.495427622067778	0.0126062229242538	-0.5276923371802746	-0.0656138952447253	1.4538012799622209	2.4545999063205084	0.0099442739465218	-0.2865896941954244	-0.1801816053955609	0.6484408808969147	1.277231024325126	0.1989098141191538	-0.8511460967845279	-0.3180536030781233	0.0093933043547331	-0.0042101436014121	-0.0856456704643909	-0.2421140273723505	0.2775617728687227	-0.0805926532183525
4	4.60981133768905	1.3150523422352185	1.1637100751549616	0.2764360224544173	0.4957108659137113	1.4779704632480932	-0.8169309962186602	-0.4041994117963488	-0.4583528135872474	-1.2641538569524389	0.2664190055459774	0.5858520397124236	0.4770256533619177	-0.3334679324321925	0.3515230295848811	0.4306650295836576	0.1533022957426055	-0.7126901506837289	-0.1534631646185285	0.262835671114499
5	2.458043233019711	-0.079775133926	-1.6767328206460712	-1.7106786372667688	0.2537924214793285	0.5230083168126018	-0.6698583006140288	1.3273684145980411	-0.3807494403733202	-0.0431041864033037	0.7737564883118329	0.4013253915682453	-0.7267272015565736	0.0899275762919096	-0.5659253342294917	-0.6648782367016679	-0.2519627223423413	0.2058174185395938	0.5917165864102398	-0.1287591021317409
6	5.753289978528001	2.8638848480128725	4.086082287512129	2.2675925051837726	1.1866026633011444	-0.7419247321579209	-1.5561895225426112	-0.4841777793250128	1.043350744348087	-0.3919446695550579	0.3950492439921516	0.3476233996480991	0.1512746426443749	0.6296288568340351	0.3124510042356498	0.406625054753043	0.0266721871512096	0.247731316291679	0.1317120077344147	-0.5498811933059421
7	4.616128967787231	-0.0050768001615477	-1.5317963794929292	1.2524119604470894	1.9823029292440888	-0.240172019544941	-0.7115540659253106	0.0541425110573636	-0.1152220950688573	-0.8269338820682808	0.2200065684217702	0.8514218167747769	0.424172001756955	0.2525456675200992	-0.3903016799136423	-0.426030802459632	0.3028029662809643	-0.1381642805249772	-0.3649066520253856	-0.3096506134450889
8	6.023272074223508	1.9500456267254505	0.8182938221201204	0.8247289678131882	1.6439778893825725	-0.8876541612958331	-0.6502151740391802	-0.7193245739391618	-0.5715470680876575	-1.2814194210377916	0.2875259611914917	0.4111737479929997	0.7486705266353413	-0.5011976735226575	-0.0808875267750449	0.3319346009659263	0.2272962679497112	-0.1300165851124237	0.007591192212534	-0.0047099361141205
9	1.2355299181291368	-1.5892408446419932	-2.8712033150712566	-1.8326350700407	0.1708035919511452	1.712580738087885	-0.291196705565278	1.6562752444469448	-0.1959822126201733	-0.3917670855747264	0.6122339365208096	0.5520541225741082	-0.7740597249788754	-0.1364272659302159	-0.3844424477146417	-0.2738435976350253	-0.2683901470971648	-0.3089419520823444	0.4519668087577924	0.358015712239589
10	5.6698954314528285	1.2772619653332549	1.11691034208471	1.20315513083459	-2.721632613502312	-0.9724436709465732	0.5894765783610071	-0.3612282295440896	0.2915769558937255	0.2275665103319728	-0.0165911713595536	0.7432632834291111	0.7506074426368956	0.1281137253617217	0.2380910483191756	-0.0520084507783771	-0.0256606931302769	0.1790345896499925	-0.5006345210620178	-0.2389132023965201
11	5.551621622063737	1.4202409233349431	1.7719527851516852	1.342424619666977	-4.725209149770087	-0.679234207824349	0.2308381670135895	-0.6211215566203276	-0.3488777902646487	-1.2071665258481683	-0.4533030386396564	-0.7683952269232543	0.5324196389326703	-0.6349872907474818	-0.2097817257557941	0.3288943341594113	-0.1296218222771905	-0.0798813281777679	-0.3335408320484485	0.2897188429986395
12	1.4627314185197529	-2.6507659597191737	-4.229908366984917	0.4864014452993341	-0.0736665108121137	0.6791384431278136	0.0929459199375188	1.5124764728096871	-0.8974270980776198	-0.4233438661899906	0.6421841262246635	0.2104197186179446	-0.5735144538159309	-0.5954760550078291	-0.4171557781922188	-0.4588217275213999	-0.156432920299018	-0.1600791099960705	0.4337566572913194	0.0417113624052989
13	1.2671384891374098	-3.17956261405572	-4.384879054035595	-1.2047219329716032	0.5462519044010392	1.2453861554893084	-0.2494289231699205	1.8422373897716429	-0.9048335594991	-0.9868072177344362	0.2077871327376468	0.3645254419624129	-0.3768972849150946	-0.8646622430948271	-0.3927398241146611	0.0620358830748628	-0.2844619529973649	-0.7051353063405071	0.5700053034090762	0.6827314963279187
14	5.61924995255573	-2.4296586528329884	-2.054952460510689	0.494012930474339	-1.0904907910017485	-0.7991629771878674	1.5792814178534536	0.2077643492036531	0.7985310621071515	-0.6084144764360733	0.1057782790895349	0.4896342265368139	0.3612319618653652	0.2240848606493841	-0.0570774832834621	0.1147279443166162	0.132843674054488	-0.1661766622974081	-0.8607112828073862	-0.0970493604066851
15	4.4752823030773845	2.2595272116699645	3.0703145843788904	1.6248759186302288	1.037066686286387	0.6490640128021479	-1.9313854340286425	-0.0340614564521968	0.6521347121168879	0.0994514544239859	0.7592958497508957	0.0048120047059319	-0.5754105383633918	0.3743381268750987	0.2334899699456678	0.0634512067101553	-0.0652135780538394	0.0228624486712636	0.4085229554464509	-0.4485201120369373
16	3.535913673645484	0.4223845948951445	-0.0782280169641944	0.5207669732143199	0.1557742330979472	1.7035980176850938	-0.1847524971066092	-0.1988648763790199	0.372511285653029	0.2934849713475611	0.4225282046790508	-0.3533255242292172	-0.6030681122950154	-0.8797014049132201	0.4870545687488089	0.2985044535899561	-0.1541214970750957	-0.4838413698057966	-0.3888961232633181	0.3128152978256979
17	3.7428475981080016	-1.4752274820653082	-2.032048676528708	2.4549979950502148	1.8510089362696256	1.0136944532411771	0.9708508737392578	1.2736896703950715	-0.9899598831678724	-0.9519893783817844	-1.0690158006887844	0.7672555861786376	0.5049778048570923	-0.6191356723963466	-0.2856960869989478	-0.2330800106675994	0.2093570630533605	-0.6723844816083915	-0.218191347060237	0.3967642762616181
18	0.0145110068612863	-1.7186349329618915	-5.774701243915397	-0.7264560347811813	-3.278981482787348	-0.6670724305516043	-0.1596337699101737	0.5913135268893934	0.1759409466099764	0.3770195007604162	0.7532189271044634	0.9271898585224632	0.0715506953432845	-0.1331938117256186	0.3655889231492168	0.5060640232089035	-0.3974742057220624	0.1298667040311993	-0.0700172170503488	0.2316495746792783
19	1.9428983564669349	-0.0021569697586987	-3.455936322537214	-0.1945257993862537	0.3049743315367763	1.3723276659803627	-0.6749729536953324	0.8538849332390899	-0.6732445977262036	-0.6678545610207312	0.239092825523731	0.1017755150305381	-0.4208005542957087	0.1245270920172281	-0.6802870694007601	-0.4887259620773427	-0.0671458495224222	-0.2410846145902336	0.3159436617734035	0.1192282010366208
20	5.3177339004380855	-1.3461736541476743	-3.2875491077853765	2.9007707923167505	0.4550013789883032	0.3708893394267019	1.2078096246378025	0.0794061268079668	-0.0465952364262958	-1.4081994508025442	-1.0199159766256432	-0.0330125540495318	0.5015883194529218	-0.2561648460620702	-0.5612711930607488	0.2628196382243999	0.0534611048006254	-0.1738165996636613	-0.6335789276848547	0.242075011590896
