label_id	Predicted Archetype
1	1
2	2
3	1
4	2
5	1
6	2
7	1
8	2
9	1
10	2
11	4
12	1
13	1
14	1
15	2
16	1
17	1
18	1
19	1
20	1
21	1
22	4
23	1
24	1
25	1
26	2
27	1
28	1
29	2
30	1
31	1
32	1
33	2
34	1
35	1
36	2
37	1
38	1
39	1
40	1
41	1
42	2
43	1
44	1
45	2
46	2
47	2
48	1
49	1
50	2
51	1
52	3
53	2
54	1
55	3
56	1
57	1
58	1
59	2
60	2
61	2
62	2
63	1
64	1
65	2
66	2
67	2
68	2
69	2
70	2
71	2
72	2
73	4
74	1
75	2
76	2
77	1
78	2
79	2
80	2
81	1
82	4
83	1
84	2
85	2
86	1
87	1
88	2
89	2
90	2
91	2
92	4
93	2
94	2
95	2
96	2
97	4
98	2
99	4
100	2
101	2
102	2
