label_id	Predicted Archetype
1	1
2	2
3	1
4	3
5	1
6	4
7	2
8	2
9	1
10	3
11	4
12	1
13	1
14	3
15	4
16	1
17	2
18	1
19	1
20	2
21	2
22	4
23	1
24	1
25	1
26	1
27	1
28	1
29	2
30	1
31	1
32	2
33	2
34	1
35	3
36	1
37	1
38	4
39	1
40	3
41	3
42	1
43	1
44	2
45	1
46	2
47	2
48	2
49	1
50	1
51	1
52	4
53	1
54	3
55	2
56	1
57	2
58	1
59	2
60	3
61	2
62	3
63	3
64	2
65	2
66	2
67	2
68	2
69	1
70	3
71	2
72	3
73	4
74	2
75	3
76	1
77	1
78	2
79	4
80	2
81	1
82	3
83	1
84	2
85	1
86	3
87	1
88	2
89	2
90	2
91	2
92	2
93	2
94	2
95	2
96	2
97	2
98	2
99	2
100	2
101	2
102	2
