label_id	Annotated Archetype
1	
2	1.0
3	1.0
4	
5	
6	4.0
7	
8	4.0
9	
10	
11	1.0
12	1.0
13	
14	4.0
15	
16	
17	1.0
18	
19	
20	
21	
22	4.0
23	
24	
25	
26	
27	
28	
29	
30	
31	
32	2.0
33	
34	
35	2.0
36	
37	
38	
39	
40	
41	
42	2.0
43	
44	
45	3.0
46	3.0
47	
48	
49	
50	2.0
51	
52	
53	
54	3.0
55	
56	
57	
58	2.0
59	3.0
60	2.0
61	2.0
62	
63	
64	
