label_id	Predicted Archetype
1	1
2	1
3	1
4	3
5	2
6	1
7	1
8	3
9	2
10	1
11	4
12	2
13	1
14	1
15	3
16	1
17	1
18	1
19	1
20	2
21	1
22	2
23	3
24	1
25	1
26	2
27	1
28	2
29	2
30	1
31	2
32	1
33	3
34	1
35	4
36	1
37	2
38	1
39	1
40	2
41	2
42	1
43	2
44	1
45	2
46	1
47	1
48	1
49	1
50	2
51	1
52	2
53	3
54	2
55	2
56	2
57	1
58	2
59	2
60	3
61	2
62	2
63	3
64	1
65	2
66	2
67	2
68	4
69	1
70	2
71	3
72	3
73	2
74	2
75	3
76	2
77	3
78	2
79	1
80	2
81	2
82	3
83	4
84	2
85	2
86	2
87	2
88	3
89	2
90	2
91	4
92	2
93	3
94	2
95	2
96	3
97	3
98	2
99	3
100	2
101	2
102	2
103	2
104	3
105	2
106	2
107	2
108	3
109	2
110	3
111	3
