label_id	Predicted Archetype_archetype_CFOR_classifications
1	2
2	1
3	2
4	4
5	1
6	1
7	2
8	2
9	2
10	2
11	1
12	2
13	1
14	2
15	2
16	1
17	1
18	1
19	1
20	1
21	1
22	1
23	2
24	2
25	1
26	2
27	2
28	2
29	4
30	2
31	2
32	1
33	2
34	1
35	2
36	1
37	2
38	1
39	2
40	2
41	2
42	1
43	1
44	1
45	2
46	2
47	2
48	2
49	1
50	1
51	2
52	2
53	1
54	2
55	2
56	2
57	1
58	1
59	2
60	2
61	2
62	4
63	2
64	4
65	2
66	2
67	2
68	4
69	1
70	3
71	2
72	1
73	2
74	2
75	1
76	2
77	2
78	2
79	1
80	2
81	1
82	1
83	4
84	2
85	2
86	2
87	3
88	2
89	2
90	2
91	4
92	2
93	4
94	2
95	2
96	4
97	1
98	2
99	1
100	2
101	2
102	2
103	3
104	1
105	2
106	2
107	2
108	4
109	2
110	3
111	3
