label_id	archetype 1_archetype_CFOR_probabilities	archetype 2_archetype_CFOR_probabilities	archetype 3_archetype_CFOR_probabilities	archetype 4_archetype_CFOR_probabilities
1	0.3091023548906528	0.4363622349760034	0.1949868190940971	0.0595485910392466
2	0.0302121609166405	0.6156259277578041	0.2096710358180369	0.1444908755075181
3	0.9087481072197964	0.0227237208365817	0.0647224602476366	0.0038057116959853
4	0.303267564274272	0.2694114380312746	0.3234743664144803	0.1038466312799726
5	0.2704523185791592	0.3722254149374621	0.322991645365388	0.0343306211179904
6	0.2051579601802059	0.3318795336562933	0.4363827764021685	0.0265797297613323
7	0.622185588590723	0.1289445533418847	0.2152755194582962	0.0335943386090959
8	0.4277134945542717	0.3314673920463055	0.1784698492382474	0.0623492641611753
9	0.5950734934041997	0.1480671337638955	0.1960886200865806	0.0607707527453242
10	0.2089079297281373	0.4641084738985711	0.1514252661465361	0.1755583302267556
11	0.4075657670057249	0.1588018194831928	0.3987048440993507	0.0349275694117313
12	0.2469339904970198	0.4783875464453249	0.2097561982437486	0.0649222648139069
13	0.0502592235931693	0.6438736093105961	0.1768441386888965	0.129023028407338
14	0.0904272453099373	0.2828939623673646	0.5404309624221113	0.086247829900587
15	0.8591321419502355	0.0474922286509277	0.0835521552703029	0.0098234741285334
16	0.7373520604910416	0.0818113368047491	0.1724495055638357	0.0083870971403737
17	0.482155195435375	0.2426547224948433	0.1900386763678171	0.0851514057019645
18	0.7142690435376572	0.0722551201458262	0.1425967058729394	0.070879130443577
19	0.0337565452558821	0.3901821335170443	0.4032539240029425	0.1728073972241311
20	0.0570303515641731	0.5804563843543401	0.3045591650596575	0.057954099021829
21	0.4726359494013664	0.3424369627300684	0.1736800648337082	0.0112470230348566
22	0.4850764651263385	0.1618023376336534	0.2774269787937254	0.0756942184462829
23	0.1988089194013251	0.4412483842866056	0.2147775394605537	0.1451651568515159
24	0.022103619578711	0.7345690390119232	0.1527194383449041	0.0906079030644616
25	0.7110656333125329	0.1084453864354622	0.1641436851113215	0.0163452951406831
26	0.5455119322352315	0.1714866503726148	0.1527719723588484	0.1302294450333047
27	0.7567774529986673	0.1218258967612504	0.1175840462718002	0.0038126039682821
28	0.6596629153957705	0.0917445028536434	0.2249710748036764	0.0236215069469095
29	0.0282479051858773	0.778576309478697	0.1709431999888649	0.0222325853465607
30	0.4479574078886817	0.2899545890049081	0.2200003924350088	0.0420876106714016
31	0.0048688600121914	0.7344055340749005	0.1133008576512683	0.1474247482616398
32	0.2138863641366439	0.5535239830412697	0.1942445984860616	0.0383450543360242
33	0.3344735681448688	0.4247265676035239	0.2094369748640864	0.0313628893875211
34	0.4531205884664088	0.1852248348431969	0.321716438615437	0.0399381380749572
35	0.0941499336150654	0.6637931280698969	0.181728417365045	0.0603285209499923
36	0.2717796757149697	0.4594395493435956	0.1855837053569126	0.083197069584522
37	0.6847626236803706	0.1095988187684678	0.1940534815452136	0.0115850760059479
38	0.0654930525526236	0.5624363718630422	0.3283379939917834	0.0437325815925509
39	0.1997227850093892	0.6469138539246148	0.1092778887090083	0.0440854723569876
40	0.2717781953044416	0.4188405550741788	0.1972048930349069	0.1121763565864728
41	0.7354390951530841	0.1333128046849452	0.0926977016138212	0.0385503985481494
42	0.0064439947462748	0.1883924970606793	0.1240514746264502	0.6811120335665958
43	0.3224788998356943	0.5662839788412586	0.0993850943922434	0.0118520269308038
44	0.3360406568734159	0.4504444061389863	0.180091122539724	0.0334238144478736
45	0.6817684730155741	0.1257586819595793	0.1730418391440308	0.0194310058808157
46	0.2203929755463358	0.5553187619633858	0.1814337213853565	0.042854541104922
47	0.8334407586964404	0.0295806663443339	0.1010167723441571	0.0359618026150686
48	0.7877138034210837	0.119564001826033	0.0687338762245571	0.0239883185283265
49	0.8913854896467348	0.0094102325681939	0.0887442732755287	0.0104600045095423
50	0.6977495377059845	0.151573900617699	0.1191366587636013	0.0315399029127151
51	0.9446276733016068	0.0101009315152562	0.0358152954318192	0.0094560997513179
52	0.0377479299074105	0.347023155043183	0.1447667640167876	0.4704621510326188
53	0.4682090609541549	0.065175359048017	0.1818747276678491	0.2847408523299791
54	0.16611709257905	0.0906222885898639	0.4537385248895715	0.2895220939415147
55	0.5614278890620106	0.1932130542159819	0.1378301126473492	0.1075289440746579
56	0.8633089655545847	0.0267565925952179	0.0911467624291132	0.0187876794210839
57	0.1698808348068362	0.2307336643564821	0.1826730439193086	0.4167124569173729
58	0.0227090512451908	0.2560001379762423	0.2268632013087506	0.4944276094698163
59	0.456719602889404	0.3689969497363018	0.1176124606828094	0.0566709866914848
60	0.2477275620540655	0.5941817616750041	0.1432968918248335	0.0147937844460963
61	0.0599969770171133	0.5344797901531211	0.3031235895829579	0.1023996432468078
62	0.0081264381647064	0.7445061205379746	0.1037825926899576	0.1435848486073616
63	0.0395053594405998	0.2587425938709411	0.2871289789740047	0.4146230677144544
64	0.9268525426391504	0.0064672271877225	0.0501003909336096	0.0165798392395171
65	0.0976881515666936	0.3171057280136299	0.3674129721451206	0.2177931482745556
66	0.0101768641444559	0.1154692801090073	0.1475366771527359	0.7268171785938009
67	0.0889596977308981	0.0956916170308264	0.7304842990168026	0.0848643862214729
68	0.2303709934670114	0.3686098151783195	0.1689183620942488	0.2321008292604201
69	0.9478427678110452	0.0092853887453523	0.0359852695342094	0.0068865739093928
70	0.0487885156575679	0.8250804037950027	0.1192839335527269	0.0068471469947024
71	0.2116768250900213	0.4688187026302143	0.1446097760148305	0.1748946962649337
72	0.2129947665294322	0.6282813779244797	0.1096910249980457	0.0490328305480426
73	0.1648320758112152	0.2576558009625407	0.2097515370593775	0.3677605861668668
74	0.9298066099069348	0.0136320300754261	0.0493694475217688	0.0071919124958696
75	0.4225837891851927	0.2178443727677964	0.1579375647792091	0.2016342732678022
76	0.0316208958205682	0.5517546513461015	0.1280771199008619	0.2885473329324685
77	0.0099824352855182	0.3794756042910396	0.1729150841785861	0.437626876244856
78	0.0245181924185291	0.3700977961193118	0.3499156838486429	0.2554683276135163
79	0.4493199007335148	0.1316074846561105	0.2775565933228517	0.1415160212875231
80	0.0473407708747674	0.7032238888904317	0.1957332521735865	0.0537020880612143
81	0.0100115870196776	0.5723101649878324	0.3109101008215341	0.1067681471709555
82	0.013275194652351	0.2912046103146553	0.1659762557608459	0.5295439392721477
83	0.2010126729364797	0.4267926198010371	0.2283407500656064	0.1438539571968769
84	0.0768217298764256	0.4172084312790868	0.3490921579252977	0.15687768091919
85	0.0862734974009763	0.3944823502833116	0.3191773987134928	0.2000667536022197
86	0.0212543340032313	0.734903720474218	0.1905265797617266	0.0533153657608239
87	0.037301007632503	0.4141813754969713	0.2022777893187268	0.346239827551799
88	0.0827930535920737	0.0804294845206426	0.5740867461092293	0.2626907157780544
