label_id	feature 1_mKate2GM130_CFOR_pca_measured	feature 2_mKate2GM130_CFOR_pca_measured	feature 3_mKate2GM130_CFOR_pca_measured	feature 4_mKate2GM130_CFOR_pca_measured	feature 5_mKate2GM130_CFOR_pca_measured	feature 6_mKate2GM130_CFOR_pca_measured	feature 7_mKate2GM130_CFOR_pca_measured	feature 8_mKate2GM130_CFOR_pca_measured	feature 9_mKate2GM130_CFOR_pca_measured	feature 10_mKate2GM130_CFOR_pca_measured	feature 11_mKate2GM130_CFOR_pca_measured	feature 12_mKate2GM130_CFOR_pca_measured	feature 13_mKate2GM130_CFOR_pca_measured	feature 14_mKate2GM130_CFOR_pca_measured	feature 15_mKate2GM130_CFOR_pca_measured	feature 16_mKate2GM130_CFOR_pca_measured	feature 17_mKate2GM130_CFOR_pca_measured	feature 18_mKate2GM130_CFOR_pca_measured	feature 19_mKate2GM130_CFOR_pca_measured	feature 20_mKate2GM130_CFOR_pca_measured
1	-1.7569083307875843	-1.3022137578713404	0.8032919148264189	-0.835775573089516	0.2644464854099606	-0.5551052988306461	-1.6513785770877532	-1.611971906233994	0.1279452167104477	-0.1270573704583337	-0.083245947404389	0.0030430680727106	0.1410630871136459	-0.2530904324215247	0.0505977275421739	-0.2193951205064439	0.5509144088601373	-0.1845830713854391	-0.2657279195588081	-0.4381424325035693
2	-5.842900189174285	1.118566409974458	-2.1751739094888247	2.828783399602472	-0.6547971717377481	-1.2487863266234092	-0.4047292773355928	-0.1091107874508409	1.048690288245148	-0.3676785929601289	-0.3812893208509829	-0.1588429486007474	-0.2483970362656004	0.377706851249027	-0.2885042406273937	0.3585341189812251	-0.1726121015378359	-0.1598031703097225	0.111374962795588	0.1882423668506036
3	16.38781230509292	6.567830171982452	2.30762215071914	5.434156766202582	0.8658106366645992	1.7750837871214276	0.0873647102956669	0.5995163369948988	0.8328085244110403	1.0563139226384106	1.930200502697292	-0.73082167037183	1.4327924145382611	0.1387514400902234	0.8514538772637325	0.1846361798718548	0.27204425243907	-0.4063215052160117	-0.5193614015135737	0.4619175175670048
4	2.790671202073576	-1.6479957725057708	2.8058305373773176	-1.8298682344512436	-0.8753879272136353	1.3714285849718524	-2.0638807071532344	-0.7612130287608695	-0.7467227433455376	-0.8944233820097578	0.383107886874507	-0.6775954558554769	-0.1212949288339886	0.4065801401151859	0.0845464334025664	0.3513177329236746	0.1708066400782327	0.1531745975219799	-0.2365563705069876	0.3297210466845456
5	5.74905762526048	1.3195647736196834	-3.2920250154419946	-2.5820531106784457	-0.7076827862240346	-0.404897585724803	0.8997990685864898	-1.2623055742277831	-1.2596624850601157	0.7204614865166472	-0.1679754891076939	0.3969733013510508	-0.0197141120243776	-1.0416341671968845	-0.4614290091024184	0.4467812048081557	0.0182441713717945	0.186003572550347	-0.4073865509858875	-0.1655403816435305
6	-7.633935680615759	3.243233761508372	-0.2004149930359586	0.3128925543013429	3.4851273291410907	-2.633648944495835	-1.4387154889424567	-0.2901882396685727	-0.6304198834592586	1.1127774190955158	-0.4865536606560978	-0.0393963417084396	0.6676906363291064	1.0240666072376476	-0.4052406466060663	-1.0981520842291992	-0.1144072035198582	0.5026973276098119	0.8342377651609749	0.6839265285398708
7	1.4400199342428928	0.1666152545568784	10.045451222694911	-1.127314952535856	-0.7687179270084986	-3.103395145028996	1.3781738863152682	-0.2423696543472895	-1.4416140644591824	-2.1074613324236293	-0.4480876975684846	0.4538082619332603	0.5334458573068653	0.4079201635201738	0.2342668825987939	0.3756325784712601	-0.7459837181293709	0.4494587048166774	-0.141305213066794	0.0986045499489086
8	2.9632664763079624	3.2730595880013627	-2.2632281205805134	-3.366697929807784	0.5258624763625963	-3.5760746765016447	-1.438183424508499	0.5463956714979815	0.4734431983955294	0.7083426976749421	-1.3397823097213253	0.8109230458505601	-0.4300189045457824	0.0800535364871655	-0.3510388138615108	-0.9580635525062728	0.9249348558122196	0.7364368872863105	-0.8306423609766581	-0.0403259105786818
9	4.873409588778208	-1.6355694835041088	-1.6597900895663893	-0.1594649464657286	-1.331504250770214	-0.2995467377387688	0.6926226256243894	-0.2164634922158377	0.0891965386781793	-0.902957121314082	-0.3539055117396535	-0.7532123193857975	0.6386271502265632	-1.0326146230343691	-0.5540461339284016	-0.6792337923738805	0.4518664190929634	-0.0197269371095626	-0.0344684467613184	0.4891400811158501
10	-5.9586045977032125	1.8845877528361192	-1.7026569111977623	3.3446456235308903	-0.2708933441199663	-1.0873059375452376	0.2599096874633456	-0.7322640795206318	0.7151632951244399	0.6171862735704817	-0.3945174727840262	-0.1933201031897128	0.7276145445580023	0.7140108798396834	-0.0956318444551152	0.0880629734187526	-0.0771376974304092	0.024822579492297	0.2380020843604985	-0.2693625043601595
11	14.240903321731468	5.607367040869418	-1.9619476135725311	2.3439362243118187	2.612673608270096	-1.6855772807195617	0.9478579853931912	-0.60759099320478	1.8181935086544203	1.602988488121795	1.1925470981306672	0.7077578479359836	-0.5161099556310573	0.5335151063633741	0.4347908743678902	0.4414243209492249	-0.196321382540539	-0.3586725970076281	-0.2185481784952465	0.1428627955082408
12	-0.9456499692852348	3.874771264363035	8.290285386008915	-4.166087287953303	0.3824173187358106	-3.3212708398867674	-2.648892940802896	0.2042250624588107	0.5328987752405703	-1.4664318860158423	-0.7165059860892923	0.3130436391124329	-0.7348343019343518	0.5558740948713594	0.0649494074374688	0.7548332559257843	0.8131635368153012	-0.3680845123844133	-0.4785364636384369	-0.2342511379570201
13	12.674062518640392	6.472364071754285	6.110122168927594	0.6062081891136392	0.9613117113388218	0.6185835534762351	0.2961304766690587	-2.308273413536337	-0.7495442016440554	-0.140508185990494	1.4588090498436996	0.1582795224130986	-1.4732598344998928	0.2909740905615747	-0.1735653326432367	1.5164853299313	0.4065320693165935	-0.1848697983039427	1.0826187657269328	0.5105543944165372
14	-3.1811475452011297	-2.429445553839652	-0.5375256025122744	-0.4400181959899977	3.506228616758032	0.0870132586450385	-0.4371561710366822	0.6386901203300557	0.3615206718220403	-0.4471203318290756	0.1074647912035926	0.8006833513754783	-0.1503012922209213	0.2641924033037047	0.1554351712164569	0.0469685299460057	0.1183099440076943	-0.6974252997407562	0.182023725239903	0.0488560187793859
