label_id	feature 1_CDMPRtagRFPt_TFOR_pca_measured	feature 2_CDMPRtagRFPt_TFOR_pca_measured	feature 3_CDMPRtagRFPt_TFOR_pca_measured	feature 4_CDMPRtagRFPt_TFOR_pca_measured	feature 5_CDMPRtagRFPt_TFOR_pca_measured	feature 6_CDMPRtagRFPt_TFOR_pca_measured	feature 7_CDMPRtagRFPt_TFOR_pca_measured	feature 8_CDMPRtagRFPt_TFOR_pca_measured	feature 9_CDMPRtagRFPt_TFOR_pca_measured	feature 10_CDMPRtagRFPt_TFOR_pca_measured	feature 11_CDMPRtagRFPt_TFOR_pca_measured	feature 12_CDMPRtagRFPt_TFOR_pca_measured	feature 13_CDMPRtagRFPt_TFOR_pca_measured	feature 14_CDMPRtagRFPt_TFOR_pca_measured	feature 15_CDMPRtagRFPt_TFOR_pca_measured	feature 16_CDMPRtagRFPt_TFOR_pca_measured	feature 17_CDMPRtagRFPt_TFOR_pca_measured	feature 18_CDMPRtagRFPt_TFOR_pca_measured	feature 19_CDMPRtagRFPt_TFOR_pca_measured	feature 20_CDMPRtagRFPt_TFOR_pca_measured
1	-1.7539930982205938	7.522975737702844	1.0551944745817017	-0.9044331896739178	-2.7591470933390565	-0.0894848989547267	-1.5791161700983418	-0.3539688340805459	-1.2866826070634834	0.2142845571571071	0.931004991011716	0.2359078793357482	0.3226007207617887	-1.2876001571954228	-0.0800270989919231	-1.7134544423749771	-1.4359289396886064	-0.5792336387567751	0.0530263086928773	-0.1588222529859071
2	-2.236715159495504	1.9120751316313864	-2.3758597594517328	1.4529942038647392	0.7841287115858802	1.3325320043401667	-1.923431698178751	1.965559425246756	1.2574555241799938	0.8514507303671812	0.5159330449846815	0.6653063435480079	-2.1800120623397885	0.258313710958463	-1.1613039097489717	-0.2804719896187748	0.0209450241101333	-1.3385018581956916	-0.4217358802713856	-0.2905580774346347
3	2.2642446185897005	1.6257952036498962	-0.9191368886287749	2.5478050620247736	-2.1791014890670395	-0.523414322590251	-0.4288344787494561	-0.4226655440046211	-0.4937394792928637	-0.6950538935323093	0.1407173415793744	1.116664374736608	-0.6501982598432141	0.7085546290535392	-0.566967334921332	2.2710141522291623	0.2719597394650144	-0.7731015163945171	-0.7907682585731068	-0.6638862062528166
4	-3.2473283706599982	4.657622597323004	-2.482962536641617	-0.6283460423708851	-0.2257961072494483	-0.7537173861405676	0.4776374814423259	-1.183657326605449	0.1741778174158334	0.4736768849361097	-1.0672738894263971	-0.9619115814136676	-0.5970047158572778	-0.0587451801175484	-0.7723867451539257	0.2410223331952961	-1.410146347728464	-0.4676718474860409	-0.342810245384368	-0.5463452868525825
5	-0.7723199493194696	4.1183302242748185	-0.5542761582388996	0.8123545872323854	-1.0830204077486296	0.0275897296971128	-2.9915561294501485	-0.4318899542533292	0.6616572247880319	1.0721073451264076	2.133435992785437	0.4186005380179984	0.9357919658584472	-1.1255482142809243	0.4595416153365801	-0.959144337804262	-1.0085836138587776	-0.8040742259835504	-0.8164696100783989	-0.6126267551873842
6	-3.463359761723808	1.6771986560917926	-4.621789859825222	-2.7204627658116465	3.5589247914699715	1.5686691119896892	0.1103294103655521	0.7851438022677358	0.2762032738496039	-0.4853967946097254	-0.6640461451878361	-0.318028662234523	1.6108736391008218	-0.8360131969110867	-0.8289463478983807	0.8360285399222029	-1.090404621230803	0.2820332791460943	-1.4685801931939515	-1.0164314911087573
7	-4.600738823383152	2.4683411053011217	-4.3844917334937294	-2.3228700510727984	0.593527353461636	2.3794756190908584	2.052688982784424	2.146591887660539	1.0782553176830352	0.1629685799947466	-0.7882031607779472	0.988489381548656	-1.3114100691255015	-1.0691541221154317	-0.5701169155183959	1.31419877320322	-1.438454702650566	-1.0163283727920642	-0.1043788199707773	-0.1407806165996708
8	-1.7762414658070933	4.939193906196204	2.5278370664917067	1.5584129704159455	-4.1464352948284775	1.4333275623347608	-1.0190960280156116	0.1573914908240159	-0.3359984823000695	1.8056498886032857	1.2645293606401506	0.3264703508361367	-0.4465442451478341	0.1818445205488935	-0.0481447873766534	-1.4784930009298427	-1.0145839222963544	-0.6553911547999605	-0.0788230120910725	-1.2786043058044618
9	0.1424405462027123	3.9381909201506047	0.7481206344900925	-2.378134019823176	0.1767774711515281	3.279232748841326	0.0217001109199691	-0.0412980285600189	0.1843338274065437	-0.012863273551222	1.0161170793354857	0.8455250218303382	-0.1512116394377917	1.2970340643881606	-0.6422106352760213	0.7044602532814739	-0.549662961088909	-1.1506676153872513	1.155375031946898	-0.2486126944674851
10	-4.137434950108532	1.1291756545806992	1.9828502023720656	4.467733020270498	2.4351935025728007	0.1124958616001956	1.5804199871022009	-1.1656235098267564	-0.8420517189471753	0.2102762889186412	0.02696793365091	-0.4380449862598791	-0.1644089086701106	-0.7587586476536137	-0.620681331910795	-0.1016345993877618	-0.3685098291314563	0.0572878337459107	0.2036013486234959	0.0049931104553007
11	-2.1336654745795327	6.583998896365242	1.93109592724482	-0.3001818465028054	-2.8014101238858102	0.325624439351738	-1.8696550286641087	1.0625116571989808	-2.592173422498549	2.2294037132939266	1.6545784667809469	-0.1404531753983933	0.2572945773830062	0.3779759339341981	1.4950771937848806	-1.4470547478333449	-0.4463334627125831	-0.6688591497358638	-0.0559790006988969	0.4070712545705746
12	0.8326429567094136	0.7781210028199497	-1.16089727394723	-1.3387061422394833	-1.424885739258011	-0.5195070397009116	-2.49580481444277	0.1520800621616184	2.4328536975604247	-0.1369701772662521	-0.6045619034883017	0.7271867417701178	0.6050032817729732	1.264984734556104	-1.2401201798569323	-0.4766479892812735	-2.433578260450683	-0.2669174766510392	-1.0809303393237792	0.2575654021437858
13	-2.1452636693129703	-1.1485212591608491	-2.3229009813097936	2.9818185420669394	-1.8452387167113224	1.4713910381151951	-2.4091305063397	-0.4776115912054418	-1.178153667748044	-0.2236544747943404	0.2228261392226433	-0.3166620694768584	-0.5034452348887084	-0.1801599781920538	0.6749032751337045	-0.4797624705493352	0.0141672543656266	-0.5176971109680623	0.0950342924980603	0.8314590044145638
14	0.1293495784185389	6.496269909662416	0.5698693868792808	1.0644159523279169	-2.806170987210964	-1.1071813928427332	-1.4754762709315847	-0.1622278108112948	-2.788858770415413	-0.5874083742205931	2.1844568054213767	1.5661192362579426	-0.4133899312457756	-1.4459872452019946	1.2431924219144288	-1.3364850338889165	-0.9157849707437136	-0.1979036702248616	-0.4229515002669916	-0.5633730944865768
15	1.8356460467988904	0.666701881962756	4.529086766223921	2.28789969104622	1.5218171541880758	2.7491547125449256	0.8939789184473221	-0.9436533682202516	1.1556450377042944	-1.0873467783656785	-0.6826309212752996	0.742746831040259	0.6394553716274954	-1.5117634058063154	-1.3893487422546278	0.8406117179486998	0.5026663172609762	-0.7465819293265277	-1.0157558178984454	0.2423414426340417
16	-2.039392676430829	1.2780852502440148	0.3438395539533522	0.6861318479677321	-1.015265638546572	-0.0497250964443057	-0.9143942398065712	-0.4199326402767048	-0.4707622967548593	-1.491707471515498	-1.490471022443386	-1.0664456027163758	-0.292359958385844	-0.4521437763228202	-0.918752312616374	-0.372528110105942	-1.4366877593022591	1.5020249864181634	1.3964847764255717	-0.421634517312981
17	-3.483560713489985	-0.7424105627955091	-3.83522073388562	1.4745373099645	-0.6633671813088835	-0.0037921305816009	1.010683459855947	-2.4346503783722606	-0.3308511910749123	-0.9168969541460652	-0.6021238522211404	0.4384541871665745	-0.9206862042860996	-0.4235850702469599	-0.8569807396762712	0.0837416857343503	-0.1312232513207313	1.2187311888193104	-0.5084887215819079	0.3847194868866047
18	-1.97288615764411	1.320342877191586	-1.0898377035894486	3.204740949637752	-0.3006114992740304	0.8065551768471505	2.9102463740684508	1.4500015591466764	-0.2475725872811128	0.0764114574367847	0.3217588344269276	-1.9759792019315687	-0.335650564636567	-0.3386667925926768	-0.510739056456723	-0.5574116111262529	0.5650955165871168	-0.0149654342286398	0.2197671124845955	-0.8449297287054329
19	-1.928261581875505	-0.7276310210695744	-1.1350024554162563	-0.4682536486882788	-0.131628100537593	-1.4100736093093726	-1.5807587395623948	-0.5061385773786187	-1.5851982128972972	-1.5433454130678272	-1.9479163867560207	-1.049261464440261	-1.4118618141306238	1.0968648055003558	-0.0185132291228695	0.2343109785642472	-0.9045720982140076	-0.5554771140470874	0.5042623040082412	0.5034147897687954
20	-3.625254554803984	-1.6503223830858216	-4.34783626492048	1.75642494145283	0.6235929600660477	0.8170014689235154	1.1113065713734973	1.978662664727544	-0.1751287053112952	-1.1040864984858036	-0.4588662389655918	0.809111727744854	-0.3500963202929634	0.3804521709311627	-0.1715881259348345	1.5024049133296982	-0.4948722712408507	-0.2430406107750474	-0.9120090333297995	-1.2948790460043602
21	-3.0252775260082783	-0.2786194655707372	-2.604162899265564	2.391227572050161	-1.1133477718909734	-0.8948693303421928	0.5973915071064538	0.91802779213421	0.5032033593458807	-1.0934440238616228	-0.6823427005067464	0.5391094559218087	-0.4988653980342952	1.229492075675631	0.8766413387770032	-0.0648887794251472	-0.5963227703546717	0.7515818034804564	1.0049886023654808	0.4717168194992963
22	3.465917423028201	2.0634106378922823	-1.4969368061294692	-0.1086998423113541	-3.0488012014960404	-1.5048079966396894	-0.3893590919248701	1.5395940498842544	0.0545743078330969	-2.0497370107706563	0.6276398470097114	1.6126287234145638	1.2255952688167115	0.2245522088215374	1.1368534278142135	0.1206033152904555	-0.3936243028019986	1.0477665917861263	0.5881281445330527	0.6169724106312691
23	-4.247450270318436	5.2908495125695705	1.2663636383425303	-2.0821807389372573	0.1308685212309482	1.6584602296919495	-0.4342318215602065	0.1144078461846642	-0.9192535939059148	0.0785561274637873	1.5280861850058414	-0.0914423560316954	-0.7388265039994518	0.5360961879384557	1.866308196018356	-0.3377798680811094	-1.191754784721181	0.2319086521110596	0.987665434520544	-0.3438066988989395
24	-3.929692848506772	4.965964807368674	3.442777236286543	2.9230122220965247	3.044917621634419	3.0777376458678334	1.7355845914931824	-0.950279733194012	-1.1381577182240143	-1.3440050858806996	0.8744788191915326	0.1614197593365802	-1.272195281458388	2.018730691832144	1.2957013952294143	0.4707280078793871	-1.1678894371044273	0.0886791070520938	0.4670168344153349	-0.1347488829343438
