label_id	Predicted Archetype_archetype_CFOR_classifications
1	1
2	2
3	2
4	3
5	1
6	2
7	1
8	1
9	1
10	3
11	1
12	1
13	1
14	1
15	3
16	1
17	1
18	1
19	2
20	4
21	1
22	2
23	1
24	2
25	2
26	2
27	1
28	1
29	2
30	2
31	2
32	1
33	1
34	4
35	2
36	2
37	1
38	2
39	2
40	2
41	2
42	2
43	2
44	2
45	2
46	2
47	1
48	2
49	2
50	1
51	2
52	4
53	2
54	1
55	1
56	1
57	1
58	2
59	1
60	1
61	1
62	1
63	1
64	1
65	1
66	2
67	1
68	1
69	2
70	1
71	1
72	1
73	4
74	1
75	1
76	1
77	1
78	1
79	1
80	4
81	2
82	1
83	2
84	1
85	2
86	4
87	2
88	3
89	1
90	2
91	2
92	4
93	2
94	1
95	2
96	1
97	4
98	2
99	1
100	2
101	1
102	2
103	2
104	2
105	4
106	4
107	2
108	2
109	2
110	2
111	2
112	2
113	2
114	2
115	4
116	1
117	2
118	4
119	4
