label_id	Predicted Archetype
1	1
2	1
3	1
4	1
5	1
6	1
7	3
8	1
9	1
10	2
11	2
12	2
13	1
14	2
15	1
16	3
17	1
18	3
19	2
20	3
21	2
22	2
23	1
24	2
25	3
26	2
27	1
28	1
29	2
30	2
31	2
32	1
33	1
34	3
35	2
36	1
37	1
38	3
39	2
40	2
41	2
42	2
43	1
44	2
45	2
46	2
47	1
48	2
49	2
50	1
51	2
52	1
53	1
54	1
55	1
56	1
57	2
58	1
59	1
60	1
61	1
62	1
63	1
64	2
65	2
66	3
67	4
68	1
69	3
70	1
71	1
72	1
73	1
74	1
75	1
76	2
77	1
78	1
79	1
80	4
81	2
82	2
83	3
84	1
85	4
86	2
87	2
88	3
89	3
90	2
91	2
92	4
93	2
94	1
95	4
96	2
97	4
98	3
99	1
100	4
101	2
102	2
103	2
104	2
105	4
106	2
107	2
108	2
109	2
110	2
111	2
112	2
113	2
114	2
115	2
116	2
117	4
118	3
119	3
