label_id	Predicted Archetype
1	1
2	1
3	1
4	1
5	1
6	2
7	2
8	1
9	1
10	2
11	1
12	2
13	2
14	1
15	2
16	2
17	1
18	1
19	1
20	1
21	2
22	1
23	3
24	2
25	1
26	2
27	1
28	1
29	1
30	2
31	1
32	1
33	1
34	1
35	2
36	2
37	2
38	2
39	4
40	1
41	1
42	2
43	1
44	2
45	4
46	1
47	2
48	2
49	2
50	2
51	1
52	2
53	1
54	4
55	4
56	2
57	4
58	1
59	1
60	1
61	4
62	2
63	2
64	2
65	1
66	2
67	1
68	2
69	2
70	2
71	2
72	3
73	2
74	4
75	1
76	1
77	2
78	2
79	2
80	4
81	4
82	4
83	2
84	1
