label_id	archetype 1_archetype_CFOR_probabilities	archetype 2_archetype_CFOR_probabilities	archetype 3_archetype_CFOR_probabilities	archetype 4_archetype_CFOR_probabilities
1	0.0111634412133786	0.4247223082001531	0.2824577734732023	0.2816564771132657
2	0.0447490967471066	0.3468597648913116	0.2041257271659747	0.4042654111956071
3	0.1146587844967064	0.1409543591723468	0.2035267836593269	0.5408600726716196
4	0.1764869869978385	0.6051387961784197	0.1808926528044205	0.0374815640193211
5	0.0992516877870991	0.6870856136652779	0.1202771488462083	0.0933855497014146
6	0.0682983822903394	0.7098783579656359	0.1358983480312518	0.0859249117127726
7	0.4464544653576019	0.2607838382769622	0.1245089246456646	0.1682527717197714
8	0.3124611421634545	0.3144895572259434	0.2908292092393665	0.0822200913712352
9	0.9088433958032984	0.0431571027687954	0.0420402063315162	0.0059592950963898
10	0.9331468247467328	0.0266995797232267	0.0378673546016838	0.0022862409283563
11	0.0267173475315001	0.7457428256487758	0.1683374184167225	0.0592024084030013
12	0.1562186139595027	0.6059662116455008	0.2215533051966875	0.0162618691983087
13	0.0224474531367673	0.7550888867555668	0.146710083109633	0.0757535769980326
14	0.5612495223618419	0.185606030919647	0.1608239314907306	0.0923205152277802
15	0.9717203510046496	0.0052710033286415	0.0197078240009815	0.0033008216657274
16	0.2197183393791165	0.0454984030012313	0.1050308537836515	0.6297524038360004
17	0.4455209600238189	0.3403702527973063	0.1577083561379428	0.0564004310409319
18	0.0321611239128447	0.6971483993267579	0.1939564922735029	0.0767339844868945
19	0.0497047487058815	0.3809333103835159	0.3259905785644489	0.2433713623461534
20	0.9207865229445448	0.0197145040040201	0.0467045344092545	0.0127944386421803
21	0.8347834384139691	0.0849212060723578	0.0759242008220116	0.0043711546916614
22	0.3803026111459601	0.1876572742146932	0.1276121352280796	0.3044279794112674
23	0.956906198189578	0.0093592880783202	0.0323200117644739	0.0014145019676279
24	0.1106037549048544	0.7660422700110023	0.1091143459209816	0.0142396291631617
25	0.1977452179530624	0.5307158656756518	0.2477478564631244	0.0237910599081611
26	0.0321324697724137	0.4690562632596629	0.3684562552018187	0.1303550117661046
27	0.0611851139456186	0.6630110795277427	0.2335682821002772	0.0422355244263612
28	0.110122972541564	0.3726899285822571	0.279215772276433	0.2379713265997457
29	0.7670937252469683	0.0659666729434582	0.1481513514057426	0.0187882504038309
30	0.8090749014500961	0.0784265389813281	0.1025641380189941	0.0099344215495814
31	0.6733024724261897	0.1746886293695204	0.1472375876899641	0.0047713105143255
32	0.1624716729396383	0.4467088384168793	0.3283331127647386	0.0624863758787436
33	0.7526994846468318	0.0685570956056988	0.1678844036813078	0.0108590160661618
34	0.2808864560773896	0.439569536236955	0.2381529066793086	0.0413911010063467
35	0.0670629144109856	0.4901618363612709	0.1407959140451384	0.3019793351826048
36	0.0670301354652892	0.59545988027042	0.167572836905334	0.1699371473589567
37	0.8649903111672468	0.0455176267354519	0.0829347112743085	0.0065573508229925
38	0.7455460082431214	0.0519418934177317	0.1243513539945679	0.0781607443445787
39	0.5128982911637698	0.1938169349500453	0.2356945814134831	0.0575901924727017
40	0.7757306893622116	0.0691505375888656	0.1452024892913111	0.0099162837576116
41	0.5017461295553061	0.2905328523449516	0.1498203921017897	0.0579006259979527
42	0.1311371643039743	0.2956854235704751	0.3032336977027332	0.2699437144228175
43	0.562316825291462	0.2250176870656341	0.1922096625564756	0.0204558250864283
44	0.0148484475431835	0.7480165042943341	0.108197135082469	0.1289379130800132
45	0.4486280941591815	0.261181184637113	0.1760205492761796	0.1141701719275257
46	0.5931303242092844	0.145768476113151	0.2559770786440456	0.0051241210335191
47	0.2912486587400762	0.3948794002453704	0.2824961481981896	0.0313757928163639
48	0.9701092379231347	0.0030687231743976	0.0256471140912819	0.0011749248111854
49	0.5656758137881743	0.1627420849091417	0.2216607479763016	0.0499213533263825
50	0.9240393882993624	0.0127344228943837	0.0458940940888972	0.0173320947173564
51	0.5203070441103614	0.2973411010720203	0.1601073287939389	0.022244526023679
52	0.1126180691744026	0.3411408336441796	0.2316565997783041	0.3145844974031139
53	0.7600599687723771	0.0896674432452544	0.1229935047733008	0.0272790832090674
54	0.9058898468118216	0.0076119475923959	0.0844349146007287	0.0020632909950534
55	0.1559835359059168	0.547432763597411	0.263535451856003	0.0330482486406688
56	0.0537175792763817	0.7400379146898126	0.1323107950078728	0.0739337110259328
57	0.0162582456035808	0.6323441834097074	0.2514806138488377	0.0999169571378739
58	0.5769338081506841	0.2088613505653162	0.1903349314802278	0.0238699098037724
59	0.5179603525014936	0.3372900488327787	0.0998459495248304	0.0449036491408973
60	0.2735076193340931	0.3439068158326267	0.3405355681428732	0.0420499966904066
61	0.0098649518386961	0.5110944648652349	0.2247444137484578	0.2542961695476112
62	0.4013642434499777	0.156571848994052	0.2961441123032954	0.1459197952526749
63	0.2211504607543078	0.5358369214293743	0.1937636849138206	0.0492489329024972
64	0.0326195466958009	0.6270169055973428	0.2794049067651659	0.0609586409416899
65	0.0715745731178693	0.8006753976010745	0.1060559431421474	0.0216940861389086
66	0.2104851278810759	0.4361186424582602	0.2307837002495381	0.1226125294111253
67	0.8441600680397371	0.0918627356414189	0.0590698417646408	0.0049073545542031
68	0.1342271696503947	0.5624435826587129	0.2353348926678513	0.0679943550230411
69	0.0811667327041241	0.4370644904141741	0.1991405591035384	0.2826282177781634
70	0.715220106502283	0.1218276867445861	0.1489640377465892	0.0139881690065416
