label_id	pea3 spot count
1	9.540482918165733
2	8.587529339729766
3	6.313440625685037
4	4.009235153102621
5	4.741977954698032
6	4.6505727834491575
7	6.910504925176468
8	11.217319417070843
9	4.646332462956695
10	8.853759050027898
11	14.516370633470842
12	5.226769348005714
13	2.9566516479923255
14	9.885486369054137
15	17.775714584905444
16	8.61181635679268
17	5.974000760160892
18	6.576273260549611
19	5.821384170395232
20	8.92029370924644
21	5.112200885358182
22	6.699454877572486
23	9.285156760365853
24	3.2610748834046297
25	10.7865223632548
26	9.378906035537726
27	11.251894538411962
28	4.8414201888127915
29	6.155516822415089
30	2.9333562655845804
31	17.559419722865467
32	13.424895714285029
33	1.0069417057833292
34	8.526291170821128
35	8.096779435286571
36	1.4325611901364192
37	17.15300293481469
38	11.176931713657453
39	4.096781692233689
40	5.0164400105336275
41	6.6718085776816025
42	22.12131985286001
43	12.497157834511082
44	4.252907164691312
45	12.228771493678053
46	14.053680592443696
47	16.826341536048453
48	12.08412444919363
49	14.3999668954907
50	7.2767561372370375
51	8.037291155506086
52	12.035934327864256
53	5.099732012818597
54	18.130397305612266
55	10.541308342597816
56	4.4188217047124985
57	6.511831019227833
58	8.128401341187582
59	4.040692346429086
60	7.2975186849304166
61	4.718775416023734
62	16.79214226549329
63	10.18934647390216
64	16.350535700023688
65	3.490104014827309
66	1.7645366574344612
67	8.315746130929313
68	13.157700005783036
69	7.4953932629547815
70	14.952304865124574
71	20.50124546749566
72	5.108762856871687
73	0.0
74	11.129998413159328
75	2.094028620716748
76	9.496796874637084
77	15.384479838719692
78	9.831150801160007
79	0.0
80	1.8018043640739283
81	2.366054929214438
82	11.694184629131335
83	11.037030483178668
84	10.697805019530335
85	5.325212582845525
86	6.280900302149592
87	4.965971766741979
88	8.926086216333292
89	13.758677637399535
90	4.9395891467699835
91	5.619147960849554
92	3.8753329680633652
93	18.27066282159341
94	12.832239864476275
95	6.0570907567874315
96	10.691242536572787
97	4.677247470428476
98	12.450155827422886
99	5.664506337200232
100	3.3906620348511263
101	9.664121127763783
102	6.062163118883065
103	7.003549175056361
104	6.8325395877920725
105	6.244194339093487
