label_id	Predicted Archetype
1	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	2
14	1
15	3
16	3
17	1
18	3
19	1
20	1
21	2
22	1
23	2
24	1
25	1
26	2
27	1
28	1
29	2
30	1
31	1
32	1
33	1
34	2
35	2
36	1
37	1
38	1
39	4
40	2
41	1
42	2
43	2
44	2
45	1
46	2
47	1
48	2
49	3
50	1
51	3
52	4
53	1
54	2
55	1
56	3
57	1
58	4
59	3
60	1
61	2
62	2
63	1
64	4
65	1
66	2
67	1
68	1
69	1
70	2
71	2
72	3
73	4
74	2
75	2
76	1
77	2
78	3
79	2
80	2
81	3
82	4
83	1
84	2
85	4
86	2
87	2
88	3
89	2
90	2
91	2
92	2
93	1
94	2
95	2
96	2
97	1
98	2
99	3
100	2
101	2
102	2
103	2
104	2
105	3
