label_id	Predicted Archetype
1	1
2	3
3	1
4	1
5	1
6	2
7	1
8	2
9	2
10	1
11	3
12	1
13	1
14	2
15	1
16	1
17	1
18	2
19	2
20	2
21	1
22	1
23	3
24	1
25	2
26	3
27	1
28	2
29	4
30	1
31	1
32	1
33	2
34	2
35	1
36	1
37	1
38	2
39	2
40	2
41	2
42	1
43	2
44	3
45	1
46	1
47	3
48	1
49	2
50	2
51	2
52	2
53	2
54	1
55	2
56	2
57	4
58	3
59	1
60	2
61	2
62	1
63	2
64	2
65	2
66	2
67	2
68	2
69	4
70	4
71	3
72	2
73	3
74	2
75	2
76	3
77	1
78	2
79	1
80	2
81	2
82	2
83	2
84	2
85	1
86	2
87	2
88	4
89	3
90	2
91	2
92	3
93	1
94	1
95	2
96	2
97	3
98	4
99	3
100	4
101	2
102	1
103	4
104	2
105	2
106	2
