label_id	Predicted Archetype
1	1
2	2
3	1
4	1
5	1
6	3
7	1
8	1
9	1
10	1
11	3
12	1
13	1
14	2
15	2
16	1
17	1
18	2
19	1
20	1
21	1
22	1
23	2
24	1
25	2
26	4
27	1
28	1
29	4
30	1
31	2
32	1
33	2
34	1
35	1
36	1
37	1
38	1
39	2
40	2
41	2
42	1
43	2
44	2
45	1
46	1
47	2
48	2
49	1
50	2
51	2
52	2
53	2
54	2
55	1
56	2
57	1
58	2
59	1
60	2
61	1
62	1
63	1
64	2
65	2
66	1
67	4
68	2
69	4
70	1
71	2
72	2
73	1
74	2
75	2
76	3
77	2
78	2
79	1
80	4
81	1
82	1
83	2
84	2
85	1
86	2
87	2
88	4
89	2
90	2
91	4
92	2
93	1
94	1
95	2
96	2
97	1
98	4
99	1
100	4
101	2
102	1
103	4
104	2
105	2
106	2
