label_id	feature 1_mKate2rab11_TFOR_pca_measured	feature 2_mKate2rab11_TFOR_pca_measured	feature 3_mKate2rab11_TFOR_pca_measured	feature 4_mKate2rab11_TFOR_pca_measured	feature 5_mKate2rab11_TFOR_pca_measured	feature 6_mKate2rab11_TFOR_pca_measured	feature 7_mKate2rab11_TFOR_pca_measured	feature 8_mKate2rab11_TFOR_pca_measured	feature 9_mKate2rab11_TFOR_pca_measured	feature 10_mKate2rab11_TFOR_pca_measured	feature 11_mKate2rab11_TFOR_pca_measured	feature 12_mKate2rab11_TFOR_pca_measured	feature 13_mKate2rab11_TFOR_pca_measured	feature 14_mKate2rab11_TFOR_pca_measured	feature 15_mKate2rab11_TFOR_pca_measured	feature 16_mKate2rab11_TFOR_pca_measured	feature 17_mKate2rab11_TFOR_pca_measured	feature 18_mKate2rab11_TFOR_pca_measured	feature 19_mKate2rab11_TFOR_pca_measured	feature 20_mKate2rab11_TFOR_pca_measured
1	-1.2623716399833722	-3.418141643545796	-3.193114234624105	0.7345932234559588	-0.1726854392854406	-1.5012513574571078	1.3807083833979736	0.1358175187253016	-0.2400563443371384	-1.3029675307213078	-1.1309519981299374	-0.2756951977857733	-1.0066866007184925	0.1790482433750843	-0.8585943859376531	-0.0694688817506779	0.7540606730093291	-0.6938552973174791	-0.1988927891086909	0.0721592672654559
2	-2.443967284857188	-4.91852643667137	-0.3904941198893709	-0.1746098366399366	0.9112668556494316	-0.4343337967304624	-0.7208379760283985	-0.0157327476674703	-1.1398116484763452	1.8672948774911693	0.2314330065300106	-0.3510325276611216	1.2144031585388615	0.0370225530127761	-0.2228874586052189	-0.0993845805904252	-0.5414778196014998	-0.1050322761122248	-0.5967731549469475	0.3440160854058286
3	-0.99166102378811	-3.167931209964632	2.4207717492324043	-0.7039458815203151	0.0060189136474627	2.8931619225602407	0.6033850248974151	-1.08448137336832	0.7486314964076255	-0.5221773371318185	1.5684088016972195	-0.2884827000498803	-0.6790008984717353	-0.4203927663693581	0.5653390256385791	-0.8953575167854622	0.2539537526487453	-0.3720953609417334	-0.5839517823909559	-0.8563654896205924
4	-3.032450417603523	-4.569700744624819	-1.3545090254534249	-0.7285578188420193	0.0865920671865384	-0.1445787026777516	0.9967944091496208	1.0948986203515791	-0.4509579687217132	1.1421049767915623	0.2142877214592607	0.6197839988874561	0.1971076177678213	0.3724357202287162	-0.1935987237120267	-0.1333479598104271	0.0195327666076139	0.4781117307191489	-0.6823028119636417	-0.3102404330045239
5	5.609486349723481	-1.0985175862583807	-3.84197277766509	-1.6515463367259704	-1.9258019753301647	0.5403918486362291	0.4698798959031732	-0.1983535161642651	-0.132399755544373	0.1605973007536892	-0.9369385417027872	-1.0888783226111731	1.1384094202814103	1.3543926174180807	-0.2268602803207627	0.481961665400352	0.2801538152852715	0.0357077444176766	-0.3619779948750756	0.6572362530472929
6	1.0461149254101936	-0.192982096528533	-3.0151956842769057	0.0332149523141136	-0.4712457233534186	-1.5362470244452822	0.8867672661392719	-1.643936491930289	-1.118515670704609	1.2778965254780483	-0.1499405253587584	-0.6809829297765779	-0.2970976565632128	1.1006859254647972	-0.5761006206554921	0.0292445044895757	-0.0086762439493658	0.2388651847418027	0.0308882020494275	0.9666972695558356
7	-0.1864110658533662	-1.0816348168128318	2.729092547227732	1.0124069840381928	-0.9532269366096624	3.280220660542562	0.5848952155248107	0.0091974716716664	0.6808842046420325	-0.4310925192188081	0.1522450424459605	2.4105841456797283	1.06647986087786	-0.1562099001794434	-0.7346129748824262	0.7885255028039418	-0.0853141905941509	-0.6202186520541533	-0.2619063911979186	-0.2449942355834391
8	-2.817528957806064	-1.5233554383007963	-3.263596933581576	-0.7339694649952847	-0.9518836775951904	-1.2505607585085723	1.7553336902797425	0.4770606166577441	-0.3355996933436223	0.1687060423616328	-0.2568307917775805	1.2604099232132648	-0.3987025786405608	-0.2672964951761594	-0.9025741517657168	-0.3266339086316018	0.4462032287101828	0.5169828422172383	0.2639559701180051	0.4369033572608332
9	5.826510615516582	1.3974978429708995	-1.7695199501129326	-1.8004395642709694	2.525668313524132	0.7210280069497795	0.7818279196579991	2.894449323499332	-1.9469410460507413	0.741547056823626	-0.2139235555741646	0.3967463703382343	0.6010890889777891	0.5539181251230243	-0.2399950254551767	0.3778521231686795	0.3930845839267677	-0.4466382989310454	-0.2930243315158483	0.0830858222053189
10	10.470934585113666	-0.6751444124578377	-1.530398767255558	-4.876017560483616	2.096598201794644	0.0351823245194943	-1.8562975138987523	-0.6577023292079325	-1.1289419606488211	-0.5596979710519436	-0.1414477967362982	1.3644350358613029	-0.4981858391190713	-0.4802615507307602	0.3170350589753876	-0.3673016494690421	0.0804445396691847	-0.5581315254572612	0.2950772535990849	0.1235885734657637
