label_id	PC 1_shape_TFOR_pca_measured	PC 2_shape_TFOR_pca_measured	PC 3_shape_TFOR_pca_measured	PC 4_shape_TFOR_pca_measured	PC 5_shape_TFOR_pca_measured	PC 6_shape_TFOR_pca_measured	PC 7_shape_TFOR_pca_measured	PC 8_shape_TFOR_pca_measured	PC 9_shape_TFOR_pca_measured	PC 10_shape_TFOR_pca_measured	PC 11_shape_TFOR_pca_measured	PC 12_shape_TFOR_pca_measured	PC 13_shape_TFOR_pca_measured	PC 14_shape_TFOR_pca_measured	PC 15_shape_TFOR_pca_measured	PC 16_shape_TFOR_pca_measured	PC 17_shape_TFOR_pca_measured	PC 18_shape_TFOR_pca_measured	PC 19_shape_TFOR_pca_measured	PC 20_shape_TFOR_pca_measured	PC 21_shape_TFOR_pca_measured	PC 22_shape_TFOR_pca_measured	PC 23_shape_TFOR_pca_measured	PC 24_shape_TFOR_pca_measured	PC 25_shape_TFOR_pca_measured	PC 26_shape_TFOR_pca_measured	PC 27_shape_TFOR_pca_measured	PC 28_shape_TFOR_pca_measured	PC 29_shape_TFOR_pca_measured	PC 30_shape_TFOR_pca_measured	PC 31_shape_TFOR_pca_measured	PC 32_shape_TFOR_pca_measured	PC 33_shape_TFOR_pca_measured	PC 34_shape_TFOR_pca_measured	PC 35_shape_TFOR_pca_measured	PC 36_shape_TFOR_pca_measured	PC 37_shape_TFOR_pca_measured	PC 38_shape_TFOR_pca_measured	PC 39_shape_TFOR_pca_measured	PC 40_shape_TFOR_pca_measured	PC 41_shape_TFOR_pca_measured	PC 42_shape_TFOR_pca_measured	PC 43_shape_TFOR_pca_measured	PC 44_shape_TFOR_pca_measured	PC 45_shape_TFOR_pca_measured	PC 46_shape_TFOR_pca_measured	PC 47_shape_TFOR_pca_measured	PC 48_shape_TFOR_pca_measured	PC 49_shape_TFOR_pca_measured	PC 50_shape_TFOR_pca_measured	PC 51_shape_TFOR_pca_measured	PC 52_shape_TFOR_pca_measured	PC 53_shape_TFOR_pca_measured	PC 54_shape_TFOR_pca_measured	PC 55_shape_TFOR_pca_measured	PC 56_shape_TFOR_pca_measured	PC 57_shape_TFOR_pca_measured	PC 58_shape_TFOR_pca_measured	PC 59_shape_TFOR_pca_measured	PC 60_shape_TFOR_pca_measured
1	2.705275542035805	1.9609292129563585	3.419075821939453	-3.337382048745599	-3.067718259459427	0.935817215466355	1.1971163105689189	-1.3241753779173515	1.0860780518415882	-1.2538716751258396	2.001864433019517	-0.6813333199337365	0.1373899618963151	-0.3588623526115105	0.912827502653366	0.7332169795471479	0.1007912545891976	-0.8836048599160882	-0.0544271117902286	-0.2309011044745922	1.4541501083875674	-1.5746308938058753	0.586523849256558	0.1279233747122111	0.4850162406792969	-0.9212945937839332	0.4503864641951143	0.1930152897248502	-0.0068585518939726	-0.8595710106056226	0.1659984082087483	-0.5235041881044422	0.6802984863753306	0.7063270144627838	0.0412374075179867	-0.0284674163104027	0.2409354334649479	0.3334910787096933	0.0141506858113818	-0.1481985828150897	-0.2131303018569097	-0.9875253636946884	0.3263902156309742	0.4273398489099866	-0.0414585110356633	0.7385801563715529	-0.1182633311312754	0.0217345980957336	-0.2556254506015474	-0.2425814737999757	-0.0070155493239901	-0.3009415941990476	-0.5040622398986441	-0.2938067200523875	-0.1653538753590805	0.1023383985511588	0.127830090149871	0.0072403003501925	0.1204704999984246	0.1087049582163288
2	2.8782026950952417	-2.2773978329467783	6.76767158506345	0.4075848221155457	0.1792784941471447	-2.058860525362964	-1.8404606629222529	1.5765454010274764	-0.4489163213850259	0.1550748841684941	-0.0259011026383288	1.1825513489834591	0.5266404855600363	-1.0365286919812682	0.3430179282177292	0.5332644367015619	-0.799207293162515	-0.4007758317458297	0.1524000872532637	1.0099821179092798	-1.2237034095133308	0.888428336939949	0.4600227267604729	-0.1413683115686934	1.3491421279061593	-0.8936389130659619	-0.011646961403704	0.2121065179450672	0.3877092003088343	0.6701153522238751	0.9571711144896384	0.5125080094527491	0.4851724005388442	-0.3387263557287346	-0.0166086637608523	0.2162415120827449	-0.055190328203389	-0.0455542280633728	-0.1820299920281221	-0.0185922885753974	-1.3355064476210865	-0.2394193604205561	0.1198171871926807	0.0673429886639809	-0.1231722967392384	-0.1681047498432404	-0.3471889327233009	0.0989435583880408	0.3972829200456251	0.1104984079630795	0.0337846248687884	0.4962877025275224	-0.3409858538540279	-0.1643190494508644	0.2184698510649255	0.2931623645329527	0.3905719599065779	0.0960887840636264	-0.0601850652579714	0.2005301298681336
3	4.6739749939076205	-1.2888006668918213	2.4250844721272338	-0.4757426593133395	0.292803804832119	-1.210943878915061	-0.004505615656401	1.0600256056406352	2.202498409640961	-0.9821658961843768	-0.2749095496627761	0.4521521344460539	-0.2061625483392911	0.2305281006234723	-1.0699326232844837	0.8448685569770126	0.6358627287533418	-0.6403912909593953	-0.5600911901758225	-0.2005004009773687	0.7339192487957117	-0.7614331888103609	0.7420325586091981	-0.5831534888391873	0.0706064970858352	-0.759173026322205	-0.2384115827339166	0.1699875045834521	-0.3229764471951304	0.7185613372639965	1.0556007430207504	-0.018868119121513	0.5852547069183727	0.1510709679135159	0.0421672792003737	0.0400745946353558	-0.1771805294186703	0.4002605435116867	0.2913237284680599	-0.1774041019113594	-0.0026885905544601	-0.3009728553265245	-0.1731973497576157	0.0056191218616116	0.1422127720939288	0.150832656323148	-0.3911262046243787	-0.1838376972060124	-0.2173507295431171	0.1029019027221108	0.1526065038683755	-0.0495904317592289	0.0155129274434929	-0.2230292642623412	0.0979788124811254	-0.1275596757278453	0.1766319021197908	-0.0835504238949965	0.0544733685868059	-0.1769164150962055
4	3.1026181809036224	-1.6575654933269648	4.613214006167372	-0.0338464125581286	-1.041706604128568	0.5732305120394056	-0.3876106089584271	-2.4947382010988823	-1.4763170826386904	-1.0120439633169034	-2.7360570736944467	0.2173299782655163	0.8059572139714104	-0.3868126380560999	-0.1180404882463267	1.1562232329046596	-0.3000897904225558	0.5011196066010217	0.0070812517376278	-0.4090087571482739	-0.2227055120507944	-0.0155434255315463	0.3212892524612534	0.2356922503159295	-0.5788765739833929	0.5635270027284239	0.4318267386561148	-0.0759381095717744	0.7618521797541862	-0.3815402478969275	0.2824252280283965	0.8252780756739441	-0.4451435697882335	-0.9438004419719994	0.2267818781096054	-0.2645465653048515	0.1024837534963898	0.2100066468751305	0.8316430796551906	0.0280029928587413	-0.3906395573352242	-0.4279868640516669	-0.026039525853172	0.3876801226268885	0.2203869631234568	-0.2680708301335195	0.2600968315438784	-0.1875307654471554	-0.5312823178687252	-0.1686693805663646	0.0280562434994714	-0.1316555278321069	0.2442288511188958	0.0873124537274583	-0.0453876494466091	0.1241494139159948	-0.2556124695701806	0.1401644359945482	-0.0988010641092611	-0.1794764283501159
5	-2.2835207254555363	2.4950543390637336	4.277787587270912	3.427980272215942	0.3455031588106311	3.6376696856943465	-0.1208763082769398	-0.9493818924459868	1.7939981499800908	1.1757944849687034	0.9396084670180108	-1.7970727218371263	-0.4304611580024606	-0.0697051127948595	1.5289495059690414	-0.0655129845414397	0.6730720033896085	-0.0408479401489992	1.5055230188183393	-0.2934353460939884	0.2864998907134197	-0.0618393543037399	0.2261572134880374	0.1824452938062538	0.509967126119356	0.0247071004941529	0.0315819308107678	-0.1607918604840403	0.6458118434786916	-0.8695860631011082	0.2483851637517261	0.3293097335136352	-0.7741943041594657	0.1478139650617108	-0.5666804587606756	0.2829416151559724	-0.9268415410165858	0.3428556885132484	-0.4633685339971082	-0.2811090177796345	0.9325079105632464	-0.1579158008805143	0.100727966924671	0.1788445794129178	0.7730131233544948	0.5015315101535271	0.4580491894703342	-0.8070590912963704	-0.1076354761636024	0.2945301177086045	-0.0793058277688821	0.099015390506503	0.0726017229762856	-0.2283519454051471	-0.0247873233850479	0.2931828980944608	-0.4398517630044509	0.3578768735396291	0.2699063360478927	0.1513959704821053
6	-0.5103152472670324	0.6732536639854979	6.215152527905795	2.048050350430888	2.8419208239036715	4.889749690936067	0.128872938168049	3.3628550029038173	-1.9196595513925243	0.7083856862245171	-1.1619366129006403	1.0289024345855429	1.330997963160563	1.0583135971061322	2.83095467599724	-0.9302228532209846	1.3340176771567136	0.7448395547323806	0.1110023756305419	0.8877602925893969	-0.3341434381673824	0.5354541534135493	-0.6169468724665668	-0.0382589778414874	1.9904187774199884	-1.0144857462713492	0.7704003883301694	-0.3539916177925086	0.2168791813063846	0.5945222559783725	0.7135157748085209	0.8204885042909471	-0.6089888526696667	-0.2260142106011308	0.6492163248242587	-0.8039223180051168	-0.5942995416596931	-0.1790505838921851	-0.4425494136281483	0.3100561161104909	-0.050429720410816	1.409801241886626	2.152602929721664	-0.656836934871499	-0.3777922472850614	1.695039950543645	0.3883946538681834	0.0096644507967389	0.3743897532100586	0.6600654226877396	0.3998428215544037	0.5014651673763051	-0.2209790887882986	0.3265125114677522	0.068475390389024	0.131578711659375	-0.3334736391588953	0.4390477652877362	0.2239624427637626	0.4861106859194739
7	-1.5000125108384337	5.039991683220277	4.117451550705277	-3.0256150000985644	1.314579045532706	2.292522860795624	-0.6074153572011576	0.5171418661697733	-0.1255728173851778	0.2677421810496562	0.2051373866124897	-1.1562554453846952	0.3829950529237681	-0.2051756098530692	1.5000339892137855	-0.5072044206710414	0.2943091668389462	-0.1650698152791714	0.5865852642634466	0.6944975987479364	0.5215796490181542	0.3996211227264612	-0.0741557086824055	-0.7649440820704609	-0.6636970682643452	-0.7377427244133342	0.7471206592344986	-0.1367164890889416	0.7265304865804675	0.1791470658276258	-0.1524432077217323	0.1335286531984469	-0.4866329458028024	0.150121133510843	0.6205549988586454	0.6161426331906734	-0.0484161344076081	0.1482302127700901	-0.2416935216861192	-0.644242247414129	0.1922200416065843	-0.3991407523305454	0.1146514755434634	0.7754652861902674	-0.3628923957992982	0.164075477747486	-0.0592590506561691	0.4407423654518945	0.1843753664273059	-0.0422009884443239	-0.0226665773526936	0.3225692976902093	-0.1242874893077278	-0.0033127972174089	-0.2059621905698092	-0.1177664769610793	0.0870594724280891	-0.0914940462895805	-0.1062195746610642	0.112657633247726
8	-0.5064984487626927	3.197373835555073	4.066414809112667	-1.0167400797972872	-1.80944300324413	-0.8184896785725061	-0.8559372635091924	-1.7624502766117944	-0.6622331871094568	0.5707764013273935	-0.4750823369964019	-0.4907521610408303	-0.6943847643650728	-0.1157952754440631	-0.1845152264093741	-0.275920874466882	0.264790334029457	-0.2813359563878789	0.6827546779157615	-0.8174642813803191	0.0955219749273923	0.2071241844654172	-0.3477012825285026	0.0241019064027471	-0.0605368850830128	0.1793918606189047	0.1197902982955119	-0.1606797066349437	0.0598591517668109	0.2290038284540942	-0.2507134668607843	0.1259293565166973	0.4453451492701679	0.1690069883209673	-0.1555865524430542	-0.0713742665336729	0.2078385744795256	-0.4596293759270383	0.1395656835972189	-0.1437884420247356	0.1918145153113033	0.2195752401962794	0.3159674882838434	0.0369861390076201	-0.2272564529219286	0.0732521889449208	0.0540442075734397	-0.1710423483619506	0.0919693974741887	-0.3505648237031112	-0.166615418600354	0.4233168817093982	-0.0723673911810661	0.237342555060823	-0.0140472990636111	-0.1864120928223478	0.0576836995832172	0.1451323095837723	-0.0140096329035286	0.1307871655233114
9	1.5577714951005244	1.3487609990329912	5.759243287900107	2.2457709501600807	0.3822049736677769	-2.2569182885012053	-1.0607263607895967	1.1484643621618484	2.1484393731574	0.7071589652624771	-0.5766828683713566	2.265884747266372	-0.0806385608840441	-0.5442827990537745	0.7422678585524219	0.5425025263560017	-0.946600886236854	0.4972086354032408	-0.1693777195199864	0.41602405841021	-1.3302908235798212	-0.0814017853009047	-0.2665248563189308	-0.3888212721891406	1.1323953702510727	0.1002555348636644	-0.0547566641004889	-0.0569551273997658	-0.0828121466692829	0.0818790617841354	0.4876241341269179	-0.4123584823714093	0.3006307636222439	0.0162075144382022	0.1086371144320441	0.2670497796189406	-0.1324152221017655	-0.0740990910574276	-0.0784571582252404	-0.2206818705120072	-0.4807518926328846	0.0037062271837242	-0.1279472487875951	0.4750678536694939	-0.0986772742106011	0.1748909998026263	0.0125634784537822	0.3094345561132295	0.5425251444846525	-0.2027850203679809	0.1016970607044977	0.3941418500720421	-0.3756529986383562	-0.1317609168350308	-0.0996430949673101	0.3426192394609197	-0.0181161573576499	-0.1250681869673532	0.0819695525969251	0.0309845760114016
10	-3.4098847035131703	2.862846080314841	4.596945155006196	-0.6332701566589237	-5.466481436161508	1.77768386035883	-0.6697086939434103	-0.6319822685845974	2.1298948629740257	0.0128933908870838	1.8141280286148187	1.4273818694123672	2.101151921611501	0.9385742492740632	0.3099731768795552	2.219245939236244	0.5053994782603056	-1.0985110106661322	-0.7436170734993655	1.0599475155768778	-0.3839981628539139	-0.5183078970636934	-0.6467315228251731	0.7031899857364725	0.3455242752225819	1.0730358840439154	0.3167034011418728	-0.0198952196668604	0.4919085394282586	0.9484835753058104	0.6451843427310755	0.5958850351269246	0.198148867740671	0.5662591210900474	0.3329736816281138	-0.198627362210021	-0.225332341489863	-0.4751560541793611	0.1110897177240463	0.2452289055690706	-0.3413472258083628	1.2595884952876428	0.4567147761965659	-0.7730139650314809	0.4842359420040812	0.2994790849091751	-0.1372184755582402	-0.1448036955040298	0.1566944865563558	-0.1862928021708473	0.952331938500553	0.3670274323571982	0.356254718130228	0.2759231026487852	0.1300377147727359	0.2976549247902001	-0.0298368943675937	-0.433098952206109	-0.2881939755829417	0.073937627661055
