label_id	pea3 spot count
1	10.669643170668152
2	5.541770703283725
3	14.215757101731427
4	15.30953638364877
5	13.4337371323575
6	19.260844754155173
7	11.429604285083931
8	3.9182291286750894
9	5.569158973233958
10	7.2156848525387405
11	4.001149305921645
12	5.03621141851196
13	5.197890345362321
14	9.953854040805213
15	4.027036721138265
16	4.072847748737017
17	6.2201764314394685
18	10.364331438087547
19	7.801750827099428
20	18.16242200162806
21	7.3603103615171115
22	3.2427163501065968
23	15.987540284250235
24	13.743151085642388
25	8.038059495481356
26	5.373632722548604
27	12.196264611867873
28	5.931942792200731
29	11.200957234279382
30	8.839783640035632
31	17.947895075629532
32	7.330449190044094
33	15.525326783510284
34	7.8266962921765435
35	6.942431295498937
36	21.533502963362032
37	8.511342119544004
38	17.581426225205742
39	9.3870867011859
40	7.4829188313377015
41	9.7032020499599
42	6.375585754174603
43	9.163253141108768
44	8.459756346280356
45	11.323352656222776
46	0.8248986872883552
47	3.1271146884036023
48	6.971734178933043
49	10.642029225288882
50	6.573362969989593
51	8.495317551085147
52	14.348881052225115
53	9.490592694354
54	2.6868624058363246
55	3.208906155440059
56	7.113112761050358
57	13.07723572772302
58	14.991982697067638
59	6.867157697302263
60	12.419052375124435
61	11.242756065306112
62	10.05131479749668
63	8.828429897593024
64	9.965836915581015
65	11.100923468466814
66	13.738379115041846
67	12.600212129032164
68	13.138745997715409
69	14.02299515712384
70	8.429030577030352
71	10.604483482050432
72	16.924682586784495
73	7.249375179923628
74	9.892085830963982
75	11.116909929884294
76	10.066310179395792
77	9.691668468097765
78	20.500135536620604
79	3.9921431723557887
80	2.0947661950665744
81	4.65174816999591
82	14.863836597409025
83	4.434061485350681
84	9.936522258854648
85	7.010405111651694
86	6.310741597205363
87	5.1434705454844245
88	3.8256713013761017
89	4.538877535534622
90	12.233109061337814
91	3.359443891621253
92	10.410513836480796
93	10.791914980498934
94	5.170646821379026
95	11.214408963144946
96	17.068292975454362
97	8.613641416689703
98	6.251295910564343
99	5.083257693780459
100	4.0666570039632965
101	11.496976688463686
102	14.297411117675992
103	14.394546224840115
104	8.994003906707892
105	14.778995169249244
106	9.383538988094852
107	6.02592660402813
108	5.86970551853295
109	7.511494043237829
110	7.652217928312693
111	6.535907721353858
112	5.157183229913304
113	10.119622567299976
114	2.771969470954564
115	17.076670846830197
116	10.845768256380246
117	4.08629340513561
118	15.8884140273914
119	7.973926208115883
120	9.285131555297331
121	3.8685152623353884
122	7.379053971081094
123	1.5243473800847216
124	5.282177755749429
125	12.721607303028685
126	5.234621893791995
127	6.957113612346915
128	11.314484823027037
129	10.492785651648962
130	14.774852349916213
131	7.145697979535647
132	13.233936720686465
133	8.018879208148782
134	6.23168369058564
135	16.65653711386719
136	9.096168574077243
137	6.539379464052849
138	6.26924673640538
139	6.694346545345869
140	5.795353221857664
141	3.50762930979428
142	5.299279009556759
143	5.2460406364201395
144	15.231773953040635
145	1.037344153458312
146	4.309215826800841
147	6.3803201389988775
148	9.195269952642398
149	9.335460193722303
150	6.985364580249174
151	6.961632170746185
152	5.20590453394171
153	16.176458805130064
154	0.9620272971432896
155	19.69350004917261
156	17.770887121025797
157	10.948097586411626
