label_id	Predicted Archetype
1	1
2	1
3	1
4	1
5	1
6	2
7	1
8	1
9	1
10	1
11	1
12	1
13	1
14	1
15	2
16	1
17	1
18	1
19	1
20	1
21	1
22	1
23	1
24	1
25	2
26	1
27	3
28	1
29	3
30	1
31	2
32	1
33	2
34	1
35	2
36	1
37	1
38	1
39	1
40	2
41	1
42	1
43	1
44	2
45	3
46	2
47	2
48	2
49	1
50	1
51	1
52	2
53	1
54	2
55	2
56	2
57	2
58	3
59	1
60	3
61	1
62	3
63	1
64	2
65	4
66	2
67	4
68	1
69	3
70	2
71	1
72	1
73	1
74	1
75	1
76	2
77	2
78	1
79	2
80	1
81	1
82	4
83	2
84	1
85	2
86	2
87	2
88	2
89	4
90	3
91	2
92	2
93	3
94	1
95	3
96	1
97	3
98	1
99	1
100	4
101	4
102	2
103	3
104	2
105	2
106	3
107	4
108	3
109	3
110	2
111	4
112	2
113	2
114	2
115	2
116	2
117	4
118	1
119	3
120	2
121	2
122	2
123	2
124	2
125	2
126	2
127	3
128	4
129	4
130	3
131	2
132	2
133	2
134	2
135	2
136	2
137	3
138	2
139	2
140	2
141	2
142	3
143	2
144	1
145	2
146	2
147	2
148	2
149	2
150	2
151	3
152	4
153	1
154	2
155	2
156	2
157	2
