label_id	Annotated Archetype
1	3.0
2	1.0
3	1.0
4	1.0
5	
6	1.0
7	
8	
9	
10	3.0
11	
12	1.0
13	2.0
14	2.0
15	
16	
17	1.0
18	
19	1.0
20	
21	
22	
23	3.0
24	
25	
26	
27	
28	2.0
29	
30	
31	4.0
32	
33	
34	
35	
36	
37	
38	
39	
40	
41	
42	
43	
44	
45	
46	
47	
48	2.0
49	
50	
51	
52	
53	
54	4.0
55	
56	
57	
58	
59	3.0
60	
61	
62	
63	
64	
65	
66	
67	
68	
69	4.0
70	2.0
71	2.0
72	
73	
74	
75	
76	
77	
78	
79	2.0
80	2.0
81	
82	
83	
84	
85	
86	
87	
88	
89	
