label_id	feature 1_mKate2GM130_TFOR_pca_measured	feature 2_mKate2GM130_TFOR_pca_measured	feature 3_mKate2GM130_TFOR_pca_measured	feature 4_mKate2GM130_TFOR_pca_measured	feature 5_mKate2GM130_TFOR_pca_measured	feature 6_mKate2GM130_TFOR_pca_measured	feature 7_mKate2GM130_TFOR_pca_measured	feature 8_mKate2GM130_TFOR_pca_measured	feature 9_mKate2GM130_TFOR_pca_measured	feature 10_mKate2GM130_TFOR_pca_measured	feature 11_mKate2GM130_TFOR_pca_measured	feature 12_mKate2GM130_TFOR_pca_measured	feature 13_mKate2GM130_TFOR_pca_measured	feature 14_mKate2GM130_TFOR_pca_measured	feature 15_mKate2GM130_TFOR_pca_measured	feature 16_mKate2GM130_TFOR_pca_measured	feature 17_mKate2GM130_TFOR_pca_measured	feature 18_mKate2GM130_TFOR_pca_measured	feature 19_mKate2GM130_TFOR_pca_measured	feature 20_mKate2GM130_TFOR_pca_measured
1	1.1588926065867036	-4.027338080950733	-2.460438617715939	0.2525406055446325	0.493667347205575	0.8447279634073888	0.939788770707384	-1.204698972747608	-0.6756253417260452	1.3145178754447338	0.705201016611448	0.8589762018803507	0.0964019842497256	-0.0495462249620173	-0.6534904904907556	-1.3533252181759996	-0.6072611013741572	-0.4348336223331828	0.7087081245640562	0.2224262405060356
2	3.665171948546412	-1.4450308703632535	-3.4474163667519373	0.007152966481773	-1.2917482557578173	0.3932150444987929	0.4012137218651946	-0.5170117203749486	-0.7788361465423812	1.0210615371506278	1.1882430715968746	-0.0628070942932464	-0.5037381360072399	-0.9078499044784772	-0.2866837271503849	-0.2796555149273316	-1.0185324845075248	0.1185684528571067	-0.5413056423211717	-0.6460369137489261
3	1.7838094591768567	-5.560195741902594	1.6238805024211591	0.3453676550769072	-0.7755347523085946	-1.6529256482412948	-0.0933463426691455	-0.6786377426405561	0.5224637261478227	-0.2136188670015624	-1.7320937900940077	1.5440314751544906	-0.6400895911655099	-0.4292515857106075	0.2077061802044643	0.4205255512930506	0.3282362039489812	-0.3925407083265143	0.9580095872920592	-0.033468358667204
4	5.315221284345935	-2.667795445547977	8.298315961634483	7.415556412745527	3.4920663508280785	-0.5486001432015171	-0.8932138083645127	-2.66960666688488	-3.095872420778558	0.2789369131783332	-4.428564864143032	-2.806817157670328	0.7535439121397491	-1.1341217931291478	0.0709922536918504	0.3651349271383566	-0.8991462214680225	-2.3717575624327902	1.3423307709206522	0.5897482389484253
5	2.6901138357980767	-2.6428318446896912	-3.157314982602904	0.166257869619095	1.8283654425609368	-0.9523796170261084	0.3955521465684488	0.3821294427824309	-0.2886120655190646	-0.5008595760945942	0.7192634203556741	-0.4345639888035724	-0.2741481565652196	-1.2554427234423375	-0.637938139510038	-0.7596216213200573	0.8887176687358229	-0.9291387385954636	-0.4312272644469155	-0.0632810833481101
6	4.152488802672797	0.3184730395325779	7.487398951021277	5.234347398819723	0.3141354062319726	-0.34317802724089	-6.511298579882957	0.0607808824271198	-2.4625664978890023	-1.0802890126727411	1.7895477684104264	-0.3266721039655056	-0.1413859133782092	-0.3485962780952955	-0.1760402333170254	0.5322636423011583	-0.5468723362860651	-0.4230652440366272	-1.1446416312867589	0.5676629469980211
7	4.591708194541083	2.33731426695762	-3.6117608533598418	-1.0196831620985334	-0.4304118493634071	-0.0324060124332625	-0.2468919820599766	0.1811235323684615	-2.0955788531285218	-0.8248997128903092	1.7825572821364888	-0.1253674620622901	-0.2723533816424218	-0.8665096340263468	-0.6880542217969363	-0.0144976543778638	0.4216173746960902	-0.2534957042065575	-0.5760171537215568	-0.4066722207927378
8	2.3638739293206177	-3.0272642714726365	-1.5438134936784569	1.258800824533728	-3.1572217432403864	-2.3221147353995364	-0.1554476286270973	-0.8756867081902215	-0.3893213970395782	1.5835481756068763	0.1479021410185927	0.6314307282625926	1.5907124878445948	1.153389470854663	-0.0355301413046122	-0.2594832109332051	0.8967213317923288	-0.6380622192032359	0.0634002230998675	1.486785812851176
9	3.311436816963964	-3.6390107402763663	-1.0386328792350283	1.5317969681722132	-0.2161323327411536	-2.229219996060181	1.3657577368681642	-0.1608361039806199	1.1588979261085104	1.4466260445981836	-0.3146441377613132	-0.0948280569349496	-0.246995396140173	-0.6867066566973485	0.6406827726975294	-0.0069868993545849	-0.7663298556137429	0.3180648636075435	0.5297256236256448	-0.4804876875118274
10	0.7996165606483085	-3.298285947995539	-1.7510444721936789	-1.5261005564823211	2.5184955369898794	0.0364051580723829	0.3884342983585581	0.5303862692401707	-0.3888534724662181	0.8349012069375681	-0.353109372225265	2.144297076852131	-0.5950416042367429	0.6279678496263403	0.3073090993466844	-1.5783985880729332	0.587429465930578	-0.4261782021664246	0.4565680325257215	0.2638725560915658
11	0.188274961098848	-3.8459193739954176	-3.4756309937488603	-0.1739720066460898	2.020877783851722	1.6007305660100906	0.7676243487020381	0.2032596509055831	-0.1479823096528572	1.2291777619019135	0.4004091216396106	-0.2803353271252661	0.8507148378007124	0.0474821453806514	-0.6355271038293709	0.1989787152747285	0.2058975126649682	0.5844941042703306	-0.1786002514836399	1.062289545140914
12	2.0251103921659768	-3.433833608566353	-0.0603234075199739	1.3098016004020312	1.899611671731101	-0.5052001668830582	2.09366737388636	-0.6655730256214865	1.4750988814725832	0.2647368350247638	0.835323008768228	-0.9159623687619238	-0.0926243030535958	-0.6656557336669664	-1.1961399075738846	0.8234061508113185	-0.3894903640369563	-0.0720039969749468	-0.1681658971843546	0.0379065573196948
