label_id	Predicted Archetype
1	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	1
14	1
15	1
16	4
17	4
18	1
19	2
20	1
21	1
22	2
23	1
24	2
25	3
26	1
27	1
28	1
29	2
30	1
31	2
32	1
33	1
34	2
35	1
36	2
37	4
38	1
39	2
40	2
41	1
42	1
43	4
44	2
45	2
46	2
47	2
48	4
49	2
50	3
51	2
52	1
53	1
54	1
55	1
56	4
57	1
58	1
59	1
60	1
61	4
62	2
63	1
64	2
65	2
66	3
67	1
68	2
69	2
70	2
71	1
72	2
73	1
74	2
75	2
76	1
77	2
78	1
79	2
80	2
81	4
82	1
83	2
84	3
85	2
86	2
87	2
88	1
89	2
90	2
91	2
92	2
93	2
94	4
95	2
96	2
97	2
98	2
99	2
100	2
101	2
102	3
103	2
104	2
105	1
106	2
107	4
108	2
109	2
110	4
111	2
112	1
113	2
