label_id	Predicted Archetype_archetype_CFOR_classifications
1	1
2	2
3	2
4	2
5	2
6	1
7	2
8	2
9	2
10	1
11	1
12	2
13	2
14	2
15	1
16	1
17	1
18	2
19	2
20	1
21	1
22	2
23	2
24	2
25	2
26	1
27	2
28	2
29	2
30	1
31	1
32	2
33	1
34	2
35	2
36	4
37	4
38	3
39	1
40	1
41	2
42	2
43	4
44	1
45	2
46	1
47	1
48	2
49	1
50	2
51	4
52	2
53	2
54	1
55	2
56	4
57	2
58	1
59	4
60	1
61	4
62	2
63	2
64	2
65	3
66	1
67	2
68	4
69	3
70	2
