label_id	Annotated Archetype
1	
2	2.0
3	
4	
5	
6	
7	
8	1.0
9	1.0
10	
11	
12	
13	
14	1.0
15	
16	
17	
18	2.0
19	3.0
20	2.0
21	1.0
22	
23	3.0
24	
25	
26	
27	4.0
28	
29	
30	
31	1.0
32	
33	4.0
34	2.0
35	
36	
37	1.0
38	
39	
40	
41	2.0
42	
43	
44	
45	
46	
47	
48	4.0
49	
50	2.0
51	
52	
53	3.0
54	
55	2.0
56	2.0
57	
58	
59	2.0
60	
61	3.0
62	2.0
63	
