label_id	PC 1	PC 2	PC 3	PC 4	PC 5	PC 6	PC 7	PC 8	PC 9	PC 10	PC 11	PC 12	PC 13	PC 14	PC 15	PC 16	PC 17	PC 18	PC 19	PC 20
1	1.0084375325262542	0.9357900050501268	1.8485122007605959	-1.8832079446703387	0.2634740861981606	-0.4771197988726245	0.1778116359895069	0.3616800889107894	-0.0526944480965533	-0.1314700409870614	0.0115341175299659	0.1138383729316345	0.0040207758359446	-0.0034152223383614	0.0323613164404032	0.0665685535478661	-0.0356006120709364	-0.0405166824705157	-0.0254892648090693	-0.005114709445923
2	3.244425153009544	0.8185650536338074	0.2581261080810552	0.0434211771370423	-0.2855178953779339	0.1580335307944307	-0.4924419424234552	-0.0101900827294364	0.08133383714643201	0.0652811208491858	-0.0391904743469729	0.0693461527400134	-0.2780808601989055	-0.0402968297430661	0.1169981588347147	-0.011975260441001999	-0.025841959685667003	0.0176261533739203	-0.1245896909096956	0.047024383462729004
3	1.311216273479407	0.3737388482981523	0.7390449590483246	-0.5497370597197417	-0.1973868514420144	-0.1619744197033057	-0.186626878277882	-0.1297448402643539	-0.009547225765496	-0.0716167063645775	-0.1173257593691912	0.1570790777309291	-0.1856251197778103	-0.0301799673063366	0.1306336008617076	0.0333154925976447	-0.0180395857736515	-0.0005543341439481	-0.0368621832530295	0.0403910655445161
4	-0.2806134278081106	-0.3292605290801731	1.1610837388593755	-1.0335726801976832	-0.0419925849299795	-0.1056187870430576	-0.07750318513769701	-0.0220048042840552	-0.1475153972347579	-0.0131077217684061	-0.0657926139870185	0.1290092876814042	-0.0938525113561522	0.0507250290129205	0.0755637494991291	0.020338441244213003	-0.1008999102931047	-0.0164658140421416	-0.1089538062654355	0.0326043546737775
5	-0.990722549458505	0.272082812435417	1.3326035185131215	-1.1568726143710786	0.0263346881754527	-0.4540919805370489	0.0603131349396876	0.4776612160828459	-0.12575571795384696	-0.0820609375264299	0.1313381042473093	0.0063208856128184	-0.056419449333376	-0.0389771484485895	0.1183627198884061	-0.0580788919861462	0.0247497838406838	-0.0956784511477425	-0.0316656548995009	0.020721760446539
6	2.5169789407853718	0.5669134073272794	-1.1841001207118724	1.1591993792845845	-0.1931705046556937	0.1661458915136922	-0.2177539719456205	-0.25803293021956103	0.0327166691026174	0.1121069298640977	0.0780679481921061	-0.1488901165292654	0.0237087730776449	-0.0893756482513643	-0.0303381064111451	-0.066004109149427	0.0292515555465988	0.0588794758161668	0.0074797352281349	-0.0405778447229553
7	-1.8205364392567125	-0.9229331708809756	0.7957687369021658	-0.6873871523820785	-0.1265292618244176	0.0976512615825354	0.0811698322091008	-0.08379171303777701	-0.1624658207180692	0.0632415640690904	-0.188583497982226	0.1820254424749819	-0.0323364180481558	0.1242388773609388	-0.0002293521165182	0.0005427877384667	-0.0437593326745071	-0.0097511813750842	-0.031085606914685	0.0596193168696073
8	-0.0695276946446374	-0.6424189215927144	-0.3936062771021509	0.3578484279785911	-0.1354282456901064	0.4095022454105781	-0.2974623044772062	-0.3278844554958959	0.0697433065806891	0.0390570451998196	-0.0376330895480348	0.0344489053182949	-0.1152466755071372	-0.0087188658647835	0.0438642748487368	-0.043434398597286	-0.0301243647391738	0.0832032284350546	-0.0617025374465085	0.0145973638676842
9	2.0334442933692047	0.5531702424799775	-1.0179964749072434	1.0655180277907037	-0.1993484176285938	-0.1470289782704379	-0.4525678981512941	-0.0775294020313822	0.0266839785600614	0.0196870353830645	0.1439647276403241	-0.1995102486621521	-0.18381262277424001	-0.2012304586898666	0.0828245862392079	0.0470006210101761	0.0130698730842603	-0.0634053890457766	-0.0998816608942773	-0.0174618214877098
10	0.6069859457093754	-0.3417424431492961	1.018272893619694	-1.0153953637484168	-0.0015638947074035	0.229136727864827	-0.0197031500250131	-0.2962208690810105	0.0458925525968349	-0.0621915019336912	-0.0568120548616281	0.2460150154083675	-0.06900652906228999	0.08801320224959698	0.0854899729060302	-0.0302861001945387	-0.0803992944437306	0.0653614276582309	-0.05238542753545299	0.0192369554563465
11	-0.7663300236547435	-0.2364558145711397	-0.8385782917580319	0.8804981400905743	-0.1820017117375215	-0.157947246677736	-0.2885264618208288	-0.1415099761406923	-0.0164704735328323	0.0045397201210438	0.0479934589164659	-0.0631209147976093	-0.1654852603755806	-0.1087302216995215	0.06573856152459	0.0163297431734459	-0.0038161411271802	-0.0931193397207983	-0.0352220586079923	0.0173595394909292
12	0.1935297804083623	-0.674653849731055	-0.4202309995989666	0.1909899084613545	0.0658734270604455	0.40592587164807903	-0.1386401145930484	-0.4311728911985468	0.139117858238127	-0.049688923287425	-0.1172996953078861	0.0824677384847416	-0.0302041525860406	0.0655002611345522	-0.0208872982906818	-0.024134701798294002	-0.0327246876992428	0.1035295281232651	-0.0248412814160765	0.0050992809303711
13	-3.7862666612543503	-0.8687117736784663	-0.7614880408215097	0.6298487919714185	0.2690205413554573	0.1265907838807137	0.1290026856880628	-0.0317743560756624	-0.0905974304570688	0.07704434321314199	-0.1063272899622269	-0.0579242787603007	0.0603322831745901	-0.0139646740708411	-0.0438009793103649	0.0245610030531179	-0.0409591941707303	-0.0082301856661077	-0.0080537262557392	-0.0075275003874138
14	3.9669965800431752	0.6068037854631761	0.3931496703608992	-0.3571471673499923	-0.3867434427852141	0.1253039334636248	-0.3841324159083419	-0.0527071325961323	0.0417468835755731	-0.0386802209190443	0.0292164844359245	0.0764537882544715	-0.1959787058366515	-0.0542416171893829	0.0632231214920686	-0.0160173104662991	0.063440285448187	0.0142904063725758	-0.0665407229413607	0.0031416184703967
15	-0.2394171556003061	0.2459825203735384	0.9302856718625347	-0.8427378678618836	0.1966592268066034	0.0007699132848109	0.1541831932099717	0.1522006640197352	0.2849782005003918	-0.0588887896654688	-0.1062398002713667	0.1638524044290949	-0.0290476336383461	0.1405757784648292	-0.0692127109509601	0.0438929938439944	0.0359013880903882	-0.029262904285651998	0.1089948825328372	0.0442484038992605
16	2.688338153931144	0.1110403806687703	-0.0833654651725333	-0.1530330150425965	0.0929193992866928	0.1595222689706635	-0.16730015078771898	-0.4529007504810053	0.2329596169476232	-0.134479610850752	-0.0082629657406103	0.1490640018144284	-0.1181508395925675	0.0715610244331821	0.0018481298993064	0.0124772493082012	-0.0396998425470251	0.0009763070442239	-0.0421983786244947	-0.011710389712340001
17	-0.5808608039792675	-0.6112152671427269	-0.4620118621835096	0.4478184396357749	-0.2852550325273622	0.0407883608658375	-0.2732854706808839	-0.2877878906079099	-0.0468575560207063	-0.0936125559645674	-0.09454606241140401	0.1108668581118503	-0.222060346967368	-0.0111216729208203	0.0786490943419027	0.0118948634288387	0.0004135777710759	-0.0320539809675735	-0.0181994784282026	0.0191917284978884
18	2.004569401244857	1.3632047314109903	-1.160214358097596	1.216378143187731	-0.0977329447420043	-0.2507659402011742	-0.0120291388420064	0.0245595037845675	0.0085575177042412	0.1323322829921839	-0.0282607148879446	-0.1361086533215497	0.0236548783569614	-0.1752514157474368	-0.0228305937562443	0.08212270484863701	0.0688985048912958	-0.0182071534623618	0.0445098395302912	-0.0122463760898324
19	0.7192676449279612	-0.1781917642383745	-0.4659892313606641	0.2472495693172226	0.1309313936510077	0.1043563930757618	-0.2204279191252909	-0.2391292240871125	0.1083166300554615	-0.0483485857005953	0.0355978474903993	-0.0838238256677294	-0.0434108115741354	-0.0666898469667193	0.0096043154062342	0.0334104930263518	-0.0391779048607444	0.0423093740425466	-0.0791176508709068	-0.0177720018815434
20	0.2710072712264504	-0.2195687422704549	1.0561834316080594	-1.1543109788935484	0.041852858473248	0.0607381681717826	-0.0276320985163395	0.0674052132684457	0.0884536108367198	-0.1477882568972058	0.0727471348304152	0.1202163181029351	-0.0637020334258927	0.0483635018781589	0.0559709561581237	-0.05273154749708099	0.019365445456468	0.0121974585135631	-0.0162060788513224	0.0068668270401082
21	-0.7590893905733918	-0.1001671885610793	-0.2590605238502052	0.2799839911600693	0.2944808602545778	-0.1067294860424619	-0.0403690919556523	-0.0154641184847943	0.1983608683312795	0.0037094119201157	-0.0978025983048198	-0.1414893635878083	-0.016804425643036	-0.0075361502110733	-0.0374399694129678	0.0886657393287282	0.0202029845295261	-0.0298125290881967	-0.0151458695765076	0.0266874565208736
22	-0.2678721535385536	-0.6079071342866449	-0.1164442227277253	0.1303115481649479	-0.0927399849173233	0.1454019755220979	-0.5215088345801183	-0.10282450548339801	0.0683860840628914	-0.0666228104242964	0.1639306273680231	-0.0237077467286047	-0.2702908586208857	-0.10214638322850698	0.1481174902640364	0.0015782743584063	-0.083745930647149	-0.0398163609684812	-0.1673139942779452	0.0105899481473565
23	1.4660313855722633	0.0276501128904224	-0.7722248811675608	0.7402901639354252	-0.1079347777554791	0.1815927323703969	-0.3956298203263282	-0.1515855091530472	0.3254526003043775	0.0035287572794526	0.2334143378172634	-0.0767631949494223	-0.1485602088915632	-0.073170899361884	0.0240591318523973	0.0012218257728908	0.0021290207943339997	-0.0361810959874744	-0.0415974143877773	0.0157564655021314
24	1.1085044096118073	0.0432991554809954	-0.9684308249013941	1.2397794318757986	-0.3119513520903949	0.1380300094884022	-0.2512670515615904	-0.3119812488000246	-0.0329589267079706	0.1984532702112987	-0.0236600975819291	-0.0743285291708292	-0.0536380725253965	-0.0427009715854689	0.0421962749171696	-0.0581102700497786	-0.0162345778922414	0.0053589685965437	-0.0506087702669685	0.0257183345885358
25	-0.8381136918129969	-0.2731888646748487	-0.3355911394145892	0.1142762255679263	0.187252718879097	-0.0564199090300748	-0.3504086000912191	-0.1838449918771045	0.0447924051190932	-0.1025493628946629	0.001489204002555	-0.0666264657400446	-0.1865591398335238	-0.1178122041726738	0.0798037303429507	0.0248035480959518	-0.0537056612060841	0.0002834393057096	-0.1041689060560929	-0.0130402052386923
26	-0.8589315408788911	-0.4097024867045468	-0.4711594421904833	0.6086903996204678	-0.2923925393591362	-0.1698975170114873	-0.2898166348809461	-0.0803716051746815	-0.2843254728867349	0.1026488616785505	-0.0199407541212008	-0.0540934405025773	-0.1484811044486788	-0.0662281815178237	0.0710902138831979	-0.043447820887175005	-0.0421292492470847	-0.08081700520570098	-0.1144983157521123	0.0211191623808825
27	1.7906875381137914	0.2759431427400938	-0.9113890679258778	0.6923764977169085	-0.077202829115431	0.047758524401127996	-0.2244611803062058	0.2271723359113313	0.0835465912686309	-0.0380721705546244	0.4356603936409494	-0.2485831982834025	0.0197717641623122	-0.0842837678394679	-0.017521518527188	-0.065445508515041	0.0247584038511058	-0.0066738939523649	-0.0570716171995963	-0.0584927668244892
28	-10.17446056843821	-2.624521264317679	0.9347516271055608	-0.3601447615812094	-0.0926993116224064	0.7408139721131823	0.7394823155915203	0.2956019745809183	-0.4458849987841415	0.3329525155717305	-0.4451624948147963	0.2945178132292601	0.203222312653155	0.3743456147045584	-0.0093525072507322	-0.2106210458178057	-0.029995649595223	0.1337222734562423	0.1395253888823985	0.1199009404825795
29	0.7021878347321753	0.3211937985643764	-1.0661959829482228	0.8937741493309096	0.0938179987348407	-0.1247567773093162	-0.1704734970422238	-0.0537753780833096	0.2339756937421742	-0.0918239226297602	0.0985044039041734	-0.1443002713162755	-0.1032290546685583	-0.0994374214246905	0.0027082433221849995	0.0253822584977716	0.0965307272096761	-0.0639007576658028	0.0217561044648912	-0.0182160578960955
30	2.1512305094214432	1.4913176228280975	0.4010186737794487	-0.2324887667306314	0.1145524540859182	-0.2769361627421887	0.1416120970403212	0.0503838451584821	-0.0551708216111102	0.0926373215308751	-0.0559996113317863	-0.0456226837509013	0.0525347729383318	-0.0709926017931463	0.0167276686216745	0.041284055697191006	-0.006664252630774999	0.0369673287173134	0.0206458439497821	-0.0323959260428834
31	3.286101459717646	0.3233115849751478	2.1624113024604985	-2.4939908942206936	-0.1415539999563654	-0.1695265378297439	-0.0882878277374367	-0.1436287605507177	0.0620678400247203	-0.3090050298877075	-0.0067965269080548	0.3857934757892775	-0.1194933904672871	0.0259702161076309	0.1198614413212334	-0.0446403047621411	0.0355042654331366	0.0499017880329286	-0.0423062106950145	0.0265162181787271
32	-5.388622652269904	-0.6890670643586263	-0.4161855139011839	0.2270136692457341	0.3879870228590285	-0.034417862348207005	0.4594783494103038	0.267475668594852	-0.1850384260600338	0.0206135556283024	-0.0440161152780197	-0.0949639128438822	0.2111081480523999	-0.0480104854975921	-0.0354887775727157	0.0216438747969052	-0.0091371557720395	0.0423221680261958	0.0808164424048767	-0.0316952989322307
33	4.835954766405257	1.946088256871689	-0.3816576772370367	0.6349961552670126	-0.4408628084489015	0.0084514079706812	-0.1140883879288481	0.250946597095781	0.0847144519021994	0.1305132059703193	0.0906437761832796	-0.0456607664812649	-0.0322991579558507	-0.0938450301667848	-0.0265853806006157	0.0033633797734562	0.1305035745980828	0.0261010898671186	0.0909786839121577	-0.0143100951600115
34	-1.1777474803448709	0.5277840672868477	-0.2809922720243015	0.2005422852101346	0.4320037454768774	0.0395722376883216	0.0456187650182277	0.1033624503218409	-0.0244320248359285	0.0388657865040649	-0.1524781029304232	-0.1099075417487451	0.0155400872047048	-0.0775987278616566	-0.0077331682547183	0.0616958862010362	-0.0538412809788596	0.1042115613391399	-0.0200450797414209	-0.0384996463977423
35	0.012460391676057	-0.2814726297516931	0.0325929749918257	-0.1462307779217091	0.2184060596872146	0.2694184250613669	0.0824897422436959	-0.2926209569946629	0.1763611310747796	-0.0933714804519608	-0.159717694426542	0.0253185202202499	0.0618905715936732	0.1030942307785348	-0.0129488164849671	-0.0657071843746076	0.0286204232444198	0.1575945625161394	0.0584020800427388	-0.0059309120179871
36	1.0274041166709167	0.1596030561374674	0.4915019966271901	-0.7009695677190543	0.0068708470198914	-0.0648886051145792	-0.1758707696511571	0.0823476961971845	0.0853769866336212	-0.202633009901237	0.1608250579812553	0.0523788980143585	-0.1225140878149217	-0.0349033067592607	0.0981940169443146	-0.0798618417578828	0.0345186916051589	0.0131754528841365	-0.0404828029953379	-0.0107134588930013
37	0.6038838046843444	-0.1739880091160665	1.192101144278361	-1.1260497679802697	0.3057916269595849	0.0650978911490675	0.0145341617495735	-0.0708939913167695	0.2253772551567603	-0.1559716336783569	-0.0066247432588189	0.0576327759881523	-0.0175506082618584	0.0823167054317192	0.0821421826539742	0.0263476479847008	-0.0616260068547546	0.0642707777518049	-0.0596322898979994	0.0178125874981395
38	1.0971795451915565	-0.0330160892619924	1.0511115838895022	-0.9828337834165741	-0.0898793188657537	0.2306062511118557	-0.07236269859507201	-0.1851713068392433	0.1207294219704151	-0.0573846809501275	-0.1143071516474987	0.2076561191729158	-0.0894652796941592	0.0781730907931365	0.0612679216257856	-0.0387935150341677	0.0048829744922648	0.0970339815186893	0.0079818541107159	0.0323902597377749
39	-0.9780200572897656	0.3423879159250657	-1.6746128561638411	1.6072429434545443	0.2598959205612378	-0.1773611235676836	-0.1563504929384176	-0.2454050065880898	-0.0191568941055166	0.0580815145830736	-0.1321479198914512	-0.3017878072425749	-0.0244906738786979	-0.1999321509350586	0.0316839964370587	0.0648941584451941	-0.0045747317227672	0.0558986774243843	-0.0309735679989165	-0.0399789124294673
40	-1.55364799123547	-0.7139230243523916	-0.3065991502398001	-0.0533021849540818	0.1125987846740285	0.172571831989288	-0.005460286214939	-0.1373457784141275	0.0031992890908244	-0.0934167629627023	-0.0281640029434421	0.0521012249478384	-0.0241437816053566	-0.0428077987973127	-0.0090041162176992	0.0498054181191778	-0.0021154364393791	0.0195300787562214	-0.0113110586574752	-0.0188442699053511
41	-1.8526074755561701	0.2691009583228431	-0.6850889436310037	0.37173909115209797	0.3547310852568432	-0.2289539986119052	-0.0052686250533027	0.1040079369991514	0.1116785186870078	-0.1581127398359692	0.0785900001004859	-0.1223305577330501	-0.0516023155737132	-0.1969036220327452	0.0437801242029284	0.0755310320866105	0.0387953571986173	-0.025680138462622	0.0426834107125155	-0.0492720389638712
