label_id	Predicted Archetype_archetype_CFOR_classifications
1	2
2	1
3	1
4	1
5	1
6	1
7	2
8	1
9	1
10	1
11	2
12	1
13	2
14	3
15	2
16	2
17	2
18	1
19	2
20	2
21	2
22	1
23	1
24	2
25	1
26	1
27	2
28	1
29	1
30	4
31	1
32	1
33	2
34	1
35	4
36	2
37	1
38	2
39	1
40	2
41	2
42	2
43	1
44	1
45	2
46	4
47	1
48	2
49	2
50	4
51	2
52	4
53	4
54	1
55	4
56	2
57	2
58	4
59	1
60	2
61	4
62	2
63	4
64	1
65	2
66	2
67	4
68	4
69	2
70	1
71	4
72	2
73	2
74	4
75	2
76	2
77	1
78	3
