label_id	PC 1_mKate2rab5_CFOR_pca_predicted	PC 2_mKate2rab5_CFOR_pca_predicted	PC 3_mKate2rab5_CFOR_pca_predicted	PC 4_mKate2rab5_CFOR_pca_predicted	PC 5_mKate2rab5_CFOR_pca_predicted	PC 6_mKate2rab5_CFOR_pca_predicted	PC 7_mKate2rab5_CFOR_pca_predicted	PC 8_mKate2rab5_CFOR_pca_predicted	PC 9_mKate2rab5_CFOR_pca_predicted	PC 10_mKate2rab5_CFOR_pca_predicted	PC 11_mKate2rab5_CFOR_pca_predicted	PC 12_mKate2rab5_CFOR_pca_predicted	PC 13_mKate2rab5_CFOR_pca_predicted	PC 14_mKate2rab5_CFOR_pca_predicted	PC 15_mKate2rab5_CFOR_pca_predicted	PC 16_mKate2rab5_CFOR_pca_predicted	PC 17_mKate2rab5_CFOR_pca_predicted	PC 18_mKate2rab5_CFOR_pca_predicted	PC 19_mKate2rab5_CFOR_pca_predicted	PC 20_mKate2rab5_CFOR_pca_predicted
1	0.4347085988762771	0.4733883045666214	0.1400643611835848	0.0618112978367302	0.0812204818103416	0.1147046073450802	-0.052932875932025	-0.0171301429147815	-0.0077523348376128	-0.0372241300063337	0.0310930425465349	-0.0122344203358676	-0.0218734140552986	-0.0884210517911381	0.0398582643542824	-0.0577853727669508	-0.0159505117662387	-0.0291552233346241	-0.0065473569637543	-0.0142915836703119
2	-0.6209001633198598	-0.6274744221180041	-0.0409604662122536	-0.0504153797564665	0.0692824209163582	-0.3119441453458982	-0.0544944191586421	-0.0429204534000132	0.0425801325694148	0.1067188223183632	-0.0543747448059568	-0.0387861435130671	0.0579152883825978	0.0277788697102739	-0.0187167389159383	0.0429802563317371	-0.030424350683699	-0.0063596813417594	0.0151032127701866	0.0192109167072099
3	-0.0729782042424117	-1.3056744639557678	-0.0464341342210872	0.0939809761849818	-0.0496871862062769	-0.7163856460246253	-0.0572571796499488	-0.1908668002450377	-0.0498969220861771	0.0476305753422227	-0.0321517677147506	-0.0317569281574154	-0.0819459398349163	0.1025700273929222	-0.1295189631889984	0.0743398270108388	0.0010249720423701	0.0163696203453286	0.0360522414744995	-0.0084782071693002
4	0.2311928887215988	0.9856927286655444	-0.4012416519522323	-0.0372124526735078	-0.2573884620412219	0.8463686225372025	0.0534527776716974	0.1160286227637743	0.020100161334292	-0.142233714459166	0.0062604549291452	0.0667547247915712	-0.0388333674354959	-0.0238172095474123	0.0822436057072965	-0.0085206022138724	0.1073954318388254	0.0125191582947238	-0.0397170466107191	0.0301201709716762
5	0.0937048221639093	0.8229173332228765	-0.256338152841693	-0.0858533215360153	0.0636713657464797	0.7141342901764427	0.0937224999543938	0.002120168060491	0.1147761081543789	-0.0729829474495154	0.0583261415364372	-0.039236436641255	-0.0302602188517335	-0.1001045465721682	0.0809805560456666	-0.0122327530127814	0.0744200769868202	-0.0169885277744688	0.019653176866667	0.0200760594957584
6	0.0879622900723911	-0.6600183913560865	0.0426878657282125	0.107874036726443	0.006929187865974	-0.4759325455923697	-0.0528624189906543	-0.1661263239849334	-0.0250153002728696	0.0112267137407305	0.0410036640827239	-0.027509944018276	-0.0866181328163774	0.0431003852333173	-0.0927342502593171	0.0228589162171603	0.0033421642448902	0.0012544280314202	0.0360999177751218	-0.0189013401268097
7	0.3531858368200201	-0.0745230465546949	-0.0030920594809096	0.1155890821325391	0.0056030342434066	-0.1156444693686741	-0.0755289900110743	-0.1274442634594191	-0.0127275549067872	-0.0423921472617361	0.0389485505838433	-0.0223565651556327	-0.0888274049139114	-0.0315350251735059	-0.0257797436702342	-0.0133309296724439	0.0198469754068723	-0.0188345969005004	0.0169578079758475	-0.0101335477821007
8	-0.1021637151313686	0.6725863741612103	-0.3240890434797077	-0.1807063570162205	-0.1168922609122699	0.7681063801385454	0.1363892930289166	0.1831314565422384	0.0480627680648225	-0.0473182384288214	-0.0692801264717287	0.0310085980530119	0.060669095929717	-0.0198702395332458	0.1015839621181287	0.0199854360485425	0.0546559232765366	0.0198704073621756	-0.0366882181281267	0.0360043841138937
9	-0.8435481975254316	0.0899137518753389	-0.1296837257770677	-0.1911495695176437	0.4333463576735824	0.2949589050086618	0.0938382210131573	-0.0993371281163138	0.2491400098759258	0.1035003153785453	0.0606651695853124	-0.1579135796201795	0.0696488774794551	-0.1223137243707397	0.0630124468815293	0.0258282514781359	0.0100978775195251	-0.0465662122988264	0.087414316732502	0.0368662199027047
10	-0.1185770120220664	0.4458040637205088	0.1811558997621366	-0.0335799313616214	0.3391139152640984	0.1652035183896347	-0.0400115191134042	-0.0198482466610009	0.1023401834450137	0.0466508710098345	0.0236131704324571	-0.0833426747010038	0.0702528044712551	-0.1513365013462957	0.0873045763499975	-0.0537912611333746	-0.0461306677286683	-0.0604157110178882	0.0234957735665668	0.0111252466534126
