label_id	Predicted Archetype
1	2
2	3
3	1
4	1
5	1
6	2
7	2
8	1
9	1
10	1
11	4
12	1
13	1
14	1
15	2
16	2
17	2
18	1
19	4
20	4
21	4
22	4
23	1
24	3
25	1
26	4
27	1
28	4
29	2
30	1
31	1
32	4
33	1
34	4
35	2
36	1
37	1
38	1
39	4
40	3
41	3
42	1
43	4
44	1
45	3
46	3
47	1
48	1
49	2
50	1
51	1
52	1
53	3
54	2
55	2
56	1
57	1
58	2
59	1
60	2
61	3
62	1
63	2
64	2
65	4
66	4
67	3
68	2
69	2
70	2
71	2
72	1
73	2
74	1
75	2
76	2
77	2
78	2
79	1
80	2
81	2
82	2
83	2
84	2
85	2
86	3
87	2
88	3
89	1
90	2
91	2
92	3
93	2
94	3
95	2
96	2
97	2
98	3
99	1
