label_id	Annotated Archetype
1	
2	
3	
4	
5	
6	
7	
8	
9	
10	
11	4.0
12	
13	
14	
15	
16	
17	
18	
19	4.0
20	
21	3.0
22	
23	
24	
25	1.0
26	
27	1.0
28	
29	
30	1.0
31	
32	4.0
33	
34	
35	2.0
36	
37	
38	
39	
40	
41	
42	
43	
44	
45	
46	
47	
48	
49	
50	1.0
51	
52	
53	
54	
55	
56	
57	
58	2.0
59	
60	
61	
62	
63	
64	2.0
65	4.0
66	
67	3.0
68	
69	3.0
70	
71	
72	1.0
73	
74	
75	
76	2.0
77	2.0
78	
79	
80	2.0
81	
82	
83	2.0
84	3.0
85	
86	
87	
88	
89	
90	
91	
92	
93	
94	1.0
95	
96	3.0
97	2.0
98	
99	
