label_id	Predicted Archetype
1	1
2	1
3	1
4	1
5	1
6	2
7	3
8	2
9	2
10	1
11	1
12	2
13	2
14	1
15	3
16	1
17	2
18	2
19	2
20	2
21	1
22	2
23	1
24	2
25	1
26	4
27	1
28	1
29	1
30	4
31	2
32	1
33	1
34	2
35	4
36	4
37	4
38	2
39	1
40	2
41	1
42	1
43	2
44	1
45	1
46	4
47	1
48	2
49	2
50	1
51	1
52	1
53	1
54	1
55	2
56	4
57	1
58	1
59	2
60	2
61	4
62	1
63	2
64	4
65	2
66	4
67	2
68	2
69	1
70	1
71	2
72	1
73	1
74	2
75	2
76	4
77	1
78	4
79	1
80	2
81	2
82	2
83	4
84	2
85	1
86	2
87	4
88	2
89	2
90	1
91	2
92	2
93	4
94	1
95	3
96	1
97	4
98	4
99	2
100	4
101	4
102	2
103	2
104	4
