label_id	Predicted Archetype
1	1
2	1
3	1
4	1
5	1
6	1
7	4
8	1
9	1
10	1
11	2
12	2
13	1
14	3
15	1
16	1
17	1
18	1
19	2
20	1
21	2
22	1
23	1
24	2
25	1
26	1
27	4
28	1
29	1
30	3
31	4
32	3
33	2
34	2
35	1
36	1
37	4
38	2
39	1
40	2
41	1
42	1
43	1
44	1
45	2
46	4
47	1
48	2
49	1
50	1
51	1
52	2
53	1
54	1
55	2
56	2
57	2
58	1
59	2
60	4
61	2
62	1
63	3
64	2
65	2
66	4
67	1
68	2
69	2
70	2
71	1
72	2
73	2
74	1
75	2
76	2
77	2
78	1
79	1
80	2
81	3
82	2
83	2
84	2
85	1
86	2
87	2
88	2
89	2
90	2
91	1
92	2
93	2
94	3
95	1
96	2
97	1
98	2
99	1
100	2
101	2
102	2
103	2
104	4
105	2
106	2
107	2
108	2
109	4
110	2
