label_id	Predicted Archetype
1	1
2	1
3	1
4	1
5	1
6	2
7	1
8	1
9	4
10	1
11	1
12	2
13	2
14	1
15	4
16	1
17	4
18	1
19	1
20	1
21	1
22	1
23	4
24	1
25	2
26	1
27	2
28	1
29	1
30	2
31	2
32	4
33	1
34	1
35	1
36	2
37	2
38	1
39	2
40	2
41	1
42	4
43	4
44	2
45	1
46	1
47	2
48	4
49	4
50	2
51	2
52	2
53	1
54	4
55	4
56	4
57	2
58	1
59	1
60	2
61	2
62	1
63	4
64	2
65	1
66	1
67	4
68	4
69	1
70	4
71	4
72	4
73	2
74	2
75	4
76	4
77	4
78	4
79	4
80	4
81	2
82	2
83	4
84	3
85	4
86	4
87	4
88	2
89	4
90	3
91	4
92	4
93	4
94	4
95	4
96	4
97	4
98	4
99	4
