label_id	Predicted Archetype
1	1
2	1
3	1
4	1
5	1
6	3
7	1
8	1
9	1
10	1
11	1
12	4
13	3
14	1
15	2
16	1
17	2
18	1
19	2
20	2
21	4
22	1
23	4
24	2
25	3
26	3
27	2
28	2
29	2
30	2
31	3
32	2
33	1
34	2
35	2
36	1
37	2
38	1
39	2
40	3
41	1
42	2
43	2
44	2
45	2
46	1
47	2
48	4
49	2
50	2
51	2
52	2
53	1
54	1
55	2
56	1
57	3
58	2
59	1
60	2
61	3
62	1
63	4
64	2
65	2
66	4
67	2
68	4
69	1
70	4
71	4
72	4
73	2
74	2
75	2
76	4
77	2
78	3
79	2
80	4
81	2
82	2
83	4
84	2
85	4
86	3
87	4
88	2
89	4
90	4
91	4
92	4
93	4
94	4
95	4
96	4
97	4
98	4
99	4
