label_id	Predicted Archetype_archetype_CFOR_classifications
1	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	2
11	2
12	1
13	1
14	2
15	1
16	1
17	3
18	3
19	1
20	4
21	2
22	1
23	1
24	2
25	1
26	1
27	2
28	2
29	1
30	1
31	1
32	1
33	1
34	2
35	1
36	1
37	1
38	2
39	2
40	2
41	2
42	2
43	4
44	1
45	2
46	2
47	1
48	1
49	4
50	2
51	2
52	1
53	3
54	2
55	2
56	2
57	3
58	1
59	2
60	2
61	1
62	4
63	1
64	2
65	2
66	2
67	4
68	4
69	1
70	1
71	2
72	2
73	3
74	2
75	4
76	2
77	3
78	2
79	2
80	2
81	2
82	2
83	2
84	2
85	4
86	2
87	1
88	2
89	2
90	2
91	2
92	2
93	4
94	2
95	2
96	2
97	4
98	3
99	1
