label_id	Predicted Archetype
1	2
2	1
3	1
4	1
5	1
6	1
7	1
8	2
9	1
10	1
11	1
12	1
13	2
14	1
15	2
16	3
17	2
18	1
19	1
20	1
21	1
22	3
23	1
24	2
25	1
26	3
27	2
28	1
29	1
30	2
31	2
32	2
33	2
34	2
35	1
36	1
37	4
38	3
39	2
40	1
41	1
42	2
43	2
44	1
45	1
46	2
47	2
48	1
49	2
50	2
51	3
52	4
53	2
54	2
55	2
56	2
57	2
58	1
59	2
60	2
61	1
62	1
63	4
64	1
65	2
66	2
67	1
68	2
69	2
70	2
71	2
72	2
73	1
74	2
75	2
76	3
77	2
78	2
79	2
80	4
81	2
82	1
83	4
84	4
85	3
86	2
87	2
88	4
89	4
90	2
91	4
92	2
93	2
94	2
95	2
96	3
