label_id	Predicted Archetype
1	2
2	1
3	4
4	1
5	1
6	1
7	1
8	1
9	1
10	4
11	1
12	2
13	1
14	1
15	2
16	1
17	1
18	2
19	4
20	1
21	1
22	2
23	1
24	1
25	1
26	1
27	1
28	2
29	1
30	1
31	1
32	2
33	2
34	3
35	1
36	1
37	1
38	1
39	2
40	1
41	1
42	1
43	1
44	1
45	1
46	2
47	1
48	1
49	2
50	1
51	1
52	1
53	1
54	4
55	2
56	1
57	1
58	1
59	4
60	3
61	1
62	1
63	2
64	3
65	1
66	2
67	1
68	2
69	1
70	2
71	1
72	1
73	1
74	2
75	1
76	4
77	4
78	1
79	1
80	1
81	1
82	1
83	1
84	1
85	1
86	2
87	1
88	1
89	1
90	1
91	1
92	2
93	2
94	1
95	1
96	1
97	1
98	1
99	2
100	2
101	2
