label_id	PC 1_mKate2rab11_TFOR_pca_predicted	PC 2_mKate2rab11_TFOR_pca_predicted	PC 3_mKate2rab11_TFOR_pca_predicted	PC 4_mKate2rab11_TFOR_pca_predicted	PC 5_mKate2rab11_TFOR_pca_predicted	PC 6_mKate2rab11_TFOR_pca_predicted	PC 7_mKate2rab11_TFOR_pca_predicted	PC 8_mKate2rab11_TFOR_pca_predicted	PC 9_mKate2rab11_TFOR_pca_predicted	PC 10_mKate2rab11_TFOR_pca_predicted	PC 11_mKate2rab11_TFOR_pca_predicted	PC 12_mKate2rab11_TFOR_pca_predicted	PC 13_mKate2rab11_TFOR_pca_predicted	PC 14_mKate2rab11_TFOR_pca_predicted	PC 15_mKate2rab11_TFOR_pca_predicted	PC 16_mKate2rab11_TFOR_pca_predicted	PC 17_mKate2rab11_TFOR_pca_predicted	PC 18_mKate2rab11_TFOR_pca_predicted	PC 19_mKate2rab11_TFOR_pca_predicted	PC 20_mKate2rab11_TFOR_pca_predicted
1	1.2509204365624722	-0.2075294083760666	0.0671716130673871	0.8463411231408628	-0.7304470014418758	1.916501671190113	-2.5294079185797687	0.7721690177875697	-1.043404052599698	0.5643222635529792	0.3132331444237883	0.4136183424328425	-0.2315732732027778	0.8974915124185241	-0.2910573953338882	0.3694604971992881	0.066210365704165	-0.1481608657021584	0.1371169813286417	0.2987983710899327
2	0.9434372497478608	2.8478289833243817	-1.4159647675231284	1.8486437546370624	-0.0985773329285226	-0.243383617073429	-1.9070242318855195	-0.5799713490639735	-1.268337928009306	1.109688399678694	-0.7363270766770841	0.6857733177882093	0.7528591293105248	-0.3028158657745212	0.6093471773926553	-0.5405546776375161	0.2453223050734005	0.2022967014072787	0.1468609196508441	-0.138868044040632
3	-0.0891237701448925	0.4724004536231783	-3.711189256176638	0.987327411963942	-0.7039706967882909	1.4598348369144118	-2.1994797885046866	1.2523850258065654	-0.5615089351702134	-0.7530149309823475	-1.4152665054035354	0.3196909702345731	-0.4273760909137688	-0.4451951487739922	-0.001631028030951	0.2040285759286213	0.1525986120550011	0.3926944296098409	0.3384423623370902	0.1547758429055177
4	-0.3955253186577128	-0.5156939857846851	-0.5896496767031856	-0.6315357034879845	0.6734338771972777	-0.3176117151375935	-0.627947066238062	-0.6390981946072525	-0.5868295642188139	-0.4180884110090606	-1.0244562088875695	-0.462784897997091	-0.5507425943571828	0.4920563578881403	0.3516523518891739	0.1274792553737747	-0.3158736091988889	-0.2486197319048126	-0.0859854812180391	0.1601545222845386
5	0.0672362158619943	-2.0976086133172576	-0.1066235794689874	0.6844136140983956	-1.2140489811904214	0.6219242320770288	1.022105562984101	-0.8388548231147464	-1.83270144357698	0.6692382491976705	0.3286360397992509	0.3285756603838923	0.9153602444667922	-0.3156592158695108	-0.1362882061826211	-0.3522820838213363	-0.3180064322329952	-0.4025940312904257	-0.2264762163993912	-0.0069551510550391
6	-0.1749693464640049	-2.495452752889273	0.1938531006091821	1.472929901395058	0.8665119317680148	-0.4490409564307663	-3.467644217960875	0.3918308413766926	-0.7624661057948681	-0.1669075023946558	-0.6088923196512099	0.4388373354046759	-0.2798438091892566	-0.7301923160120882	0.1783618220610017	0.4052327950612451	0.5251570922000002	0.1444097563776847	0.3455835096469992	0.0343092170848775
7	0.8403270709085096	-1.9866494024455703	0.6576432347670469	0.1627563450378126	-0.5554349143396475	2.127348084694956	-2.2146192643528915	1.3491434206761863	-0.2655064572929861	-0.0072406574667578	0.6068449903796611	1.0838273798914262	-0.473505038339245	0.6190255200265451	-0.5654174193785635	0.6891321954726983	0.3632506053339628	-0.0605725623583157	0.1775141935452207	0.1595771071526526
8	0.90254162770678	1.2351100288901138	0.6234308998120213	-0.1469248816279893	0.0377519176244707	0.3194856117879373	-0.4930680781197667	-0.9785168911529804	-0.5962548756201154	0.6418171895687035	-1.0433274159301629	-0.0651251971324473	0.081615582180606	-0.5801892671463964	0.3223074362050036	0.3945701455620636	-0.2694691552064232	-0.2581182453853106	-0.2813879255622429	0.3574725421682485
9	-0.4788043213722783	-2.317178388838796	-1.1744439005252971	0.222157220037537	0.4223784567093194	-0.2513830585856583	-0.6695753541478782	-0.4501452580328002	-0.4868508762081769	0.1592710743044971	-0.8615730415491201	-0.7774069858237187	0.0577134001080236	-0.5098636318930492	-0.221533608406323	0.681052552681912	0.1128519264226137	-0.2304542237751821	0.1744009002961593	0.273500757060062
10	-1.638153599624042	1.7106645350539738	2.5790377873361088	-0.8602827405310165	-0.906219723070132	0.8361205576372027	-0.5348720133474609	-0.3713891256718671	-0.3395203955506327	0.5646434284706334	-0.4951863123234212	-0.0955280204543864	-0.0157851836593617	0.3046881121940767	0.9465907409169624	0.1648216307310654	-0.1132903775990183	-0.0788833195932017	-0.1254042909349917	-0.3272753008783491
