label_id	PC 1_NLStdTomato_TFOR_pca_predicted	PC 2_NLStdTomato_TFOR_pca_predicted	PC 3_NLStdTomato_TFOR_pca_predicted	PC 4_NLStdTomato_TFOR_pca_predicted	PC 5_NLStdTomato_TFOR_pca_predicted	PC 6_NLStdTomato_TFOR_pca_predicted	PC 7_NLStdTomato_TFOR_pca_predicted	PC 8_NLStdTomato_TFOR_pca_predicted	PC 9_NLStdTomato_TFOR_pca_predicted	PC 10_NLStdTomato_TFOR_pca_predicted	PC 11_NLStdTomato_TFOR_pca_predicted	PC 12_NLStdTomato_TFOR_pca_predicted	PC 13_NLStdTomato_TFOR_pca_predicted	PC 14_NLStdTomato_TFOR_pca_predicted	PC 15_NLStdTomato_TFOR_pca_predicted	PC 16_NLStdTomato_TFOR_pca_predicted	PC 17_NLStdTomato_TFOR_pca_predicted	PC 18_NLStdTomato_TFOR_pca_predicted	PC 19_NLStdTomato_TFOR_pca_predicted	PC 20_NLStdTomato_TFOR_pca_predicted
1	0.4851370561852357	1.1995829114577767	-1.1218188933576767	-0.3683741894685272	1.6148438371351983	0.4172813279661682	-0.0849737611291996	0.3671096040542468	-0.7727910412954707	-1.3114377158964412	0.2723230125673513	0.2957254108858114	-0.9402310357275224	0.3999682117744833	0.4415589765408986	-0.9162822878585732	-0.6700790713523763	0.2826664090159756	-0.2773194700611938	0.1960007097945793
2	0.0612977065948416	-0.3510126597588026	-1.0627727949750123	0.8311385708120351	1.248350810957184	1.6163448498419684	-0.1989914814012199	0.4850519623574271	-1.6849433200622252	0.2747701405126163	0.3860420849419902	0.0264302562515789	0.7982038399685496	0.395319162665516	0.9423619105845892	-0.8465195685012463	-0.2386361868162843	0.0368828269737795	0.0171317524405794	0.1398314812428509
3	-5.749839598568799	3.423080525745379	0.1164467646068494	-1.1545769184640269	0.5596870999263045	4.164194672329036	1.624329530736827	-0.2355469395526411	0.1438936782229412	-0.0122068726701171	-0.4702622098767318	-0.1790693556467196	-0.2444577443477938	-0.5621300203153402	-1.4229815974055977	-0.384409155863938	-0.3907889940498248	0.2187126386079994	-0.0599198245360048	0.132908170985306
4	-4.503424242817825	0.8626177920257168	-1.272446224256904	0.2794945341558038	-0.5022895023481863	3.994850857315877	0.9363351811387026	-0.3225697038676197	-0.148195372878586	-0.9369123646321734	-0.4903085265289272	0.0475188676538005	0.3835201988675443	-0.6476838744621889	-0.2360862802557129	-0.2956881194079066	-0.1647538179151211	-0.3539657721095226	-0.3564310539571232	0.1430373071708715
5	0.1401730407293457	2.33561649073608	-4.215458857713389	0.6389935153321824	-2.481600585079532	1.154054333203953	-1.2667889288355731	-0.7678412965975373	-1.483663443434458	0.8379062607877547	1.037327442193237	0.2021725486794743	-0.1092196520382308	-0.1914789776082169	-0.0856287095956086	-0.1594854625760757	-0.2301067402504011	0.768514982721828	0.160288432244375	-0.1498482596365588
6	0.4660075108157737	-1.606027341554204	-1.0869694839505673	-1.5432728170612409	0.2074140369509717	-1.55310484326547	-0.0140826468245063	-0.6857232590761714	-0.3849224421947957	0.0831860500268278	1.0522308423966376	-0.1545291892879947	0.446182619554437	0.5312838163738901	-0.0182907544010725	-0.7235753742802422	-0.35809465809298	0.1104336195121815	-0.4776281502565665	0.0217268442070298
7	-4.321270909337833	-2.618464340129043	-0.1294855324581287	2.5430971028235287	-1.0174516441127808	2.3346836975149365	0.9054589821819536	0.577883269575498	-0.3207707978095885	0.1714022177407293	-0.1545743374318146	0.2222504152811393	-0.3607743307601481	-0.8097792389305121	0.2986107692801872	0.3387037587784318	0.135008137313862	-0.2501108528264408	0.9143989354414788	0.0784678974684754
8	-2.8920353153643785	-1.0425715437576597	-0.3622228155739921	-0.0513891363097744	-1.221503733042184	3.495924522987133	1.1099560018735992	1.4460434522526435	-0.98221945051265	-1.5367441901892789	0.8004284830275236	0.0448565581648787	0.0056156347875941	-0.1155105596461799	-0.8642734113506351	-0.2507085557940225	-0.2849148108855597	-0.0785889527439014	-0.1944234797331939	0.155923872319046
9	-2.8951849154576346	0.6148170050887719	1.6654865402668133	0.7852349144570789	1.010994736094879	-1.3244368925371108	-2.137824907984557	0.9536087017670144	0.5766283059830154	-0.633652717974735	0.7499282412943656	0.2538642869468746	-0.0648684952995408	-0.6118196644338706	-0.2014308772865146	0.3803602242590753	-0.3548696772860151	-0.3193064779179426	0.5288221284144852	-0.1017809099190873
10	-3.5707170190053965	2.0701748167459533	-0.8852639118312886	2.7263780299699416	-0.2357106667801248	3.92758665030302	1.7453344841902405	0.9493935742733388	-0.4472156520000111	-1.3215661054941836	0.462315146943996	0.1733122349980598	-0.2596076308296874	-0.3844618961510567	-0.860319995401542	0.2882370791281288	-0.0924399455548727	-0.1226497419619354	0.0653460895079642	-0.2103941611420231
