label_id	PC 1_lysotrackerdeepred_TFOR_pca_predicted	PC 2_lysotrackerdeepred_TFOR_pca_predicted	PC 3_lysotrackerdeepred_TFOR_pca_predicted	PC 4_lysotrackerdeepred_TFOR_pca_predicted	PC 5_lysotrackerdeepred_TFOR_pca_predicted	PC 6_lysotrackerdeepred_TFOR_pca_predicted	PC 7_lysotrackerdeepred_TFOR_pca_predicted	PC 8_lysotrackerdeepred_TFOR_pca_predicted	PC 9_lysotrackerdeepred_TFOR_pca_predicted	PC 10_lysotrackerdeepred_TFOR_pca_predicted	PC 11_lysotrackerdeepred_TFOR_pca_predicted	PC 12_lysotrackerdeepred_TFOR_pca_predicted	PC 13_lysotrackerdeepred_TFOR_pca_predicted	PC 14_lysotrackerdeepred_TFOR_pca_predicted	PC 15_lysotrackerdeepred_TFOR_pca_predicted	PC 16_lysotrackerdeepred_TFOR_pca_predicted	PC 17_lysotrackerdeepred_TFOR_pca_predicted	PC 18_lysotrackerdeepred_TFOR_pca_predicted	PC 19_lysotrackerdeepred_TFOR_pca_predicted	PC 20_lysotrackerdeepred_TFOR_pca_predicted
1	0.8412194628675254	-1.9665966580630443	-1.5384745207373831	0.8709107188283465	-1.0313783169952515	0.930327294038916	-1.6263127808588975	-1.501908386164001	-1.5867708399681109	-0.790590559135828	-0.2916732524739163	-0.5648852714630559	0.5253460104825978	-0.110315553176914	-0.8857682122148751	-0.1395503148717303	0.0662162406603563	-0.268191333259244	0.1919268697032312	0.1481933220193676
2	-2.947656842656712	-4.746170879900263	-1.3247293533396396	1.030913586021592	1.6829896694263198	-1.124836121748947	0.0331929376087871	-1.0997869970522527	-0.1464405641923307	-0.3566126630424502	0.4169595481224175	0.6421575178333745	0.9451768635309366	0.4263171965979957	-0.3274728876672532	0.3682523525496606	0.2577898141267134	-0.2311078322775426	0.3065536525091414	-0.3204265847587271
3	0.7845858036279454	-5.098312470128062	-0.1701901017281082	1.7939156253411976	0.9359057166854649	0.8644378640477033	0.7082997276562241	-0.6642864275561142	-1.270032376749541	0.7521428516158697	-0.137714188475527	-1.0769205490272191	-0.0548582963836272	-1.2906647481635076	-0.1212981482885039	0.1163392979720434	0.0397763980229726	-0.5449860891362039	0.5143925877244233	-0.0441787093459664
4	2.165499886808413	0.3772024973680838	-2.7633762683690346	0.4936075283901413	-1.0281472061972927	2.962204641988846	-1.3321444015559414	0.8972008763386863	0.8693574779082841	0.6647264141750295	1.0663240086610275	0.8332345852497722	-0.8423935805324296	0.0200652244929067	0.6582629071466415	0.0821939097019566	-0.355071073474754	-0.2151103804430665	-0.222573873952498	0.1365665867010976
5	2.076935890796806	-4.087900499836929	-2.785314590275985	2.2333929266088663	-1.3167221555362438	0.6195198973045652	0.9963874403452224	0.7523219069380143	-1.4433120883587789	-0.4725267236914365	-0.7594354256830083	-0.0579801642156754	0.3973774818321773	-0.9952324679321052	-0.4265041755161447	-0.5085226001142082	-0.0807162943765362	-0.0413819274792235	-0.2637197275241543	0.1489540982788257
6	4.475081699819778	-1.7317000245958465	-2.9064333789662498	-0.4253480377216814	-0.2771132837138346	0.325454715942465	0.2814844373151062	1.2658186428841485	-0.0016498148818304	-0.8637979722353275	-0.98047294361363	0.4026807527766065	0.2563694834777772	0.2343041373713177	-0.3095449504982723	-0.0075067780611597	-0.1633636381668921	-0.2625755213751989	-0.2300679201766367	0.0217610141864001
7	0.7942132749214679	-1.1482605375391064	-0.4319338485829271	0.1798660779982714	-0.1757834717681206	-1.0790784785002447	-0.4895430276156616	-0.3832201452392039	0.5927463224267302	0.2362890846028069	0.503411022375936	0.7532148546703317	0.4384016454518198	1.2681659968811552	-0.7406703817865057	-0.2542729765754146	0.2578222160375141	0.3104833991898648	0.2697404666579506	-0.3993234532906049
8	0.7410069295086421	-2.6611866796970896	-3.1562420886447047	-0.004411005939632	-0.093733797639814	2.428261892512188	0.0397901105226368	0.5627941581557994	-1.8377729442910755	0.0061007124766707	-0.2652260938136055	0.2419828995660102	0.0504399841357576	-0.9237216225788636	-0.1378842897746799	-0.3522902457031449	-0.2529775025707046	-0.1389979277844073	0.2595757447434512	0.3316201479563014
9	5.0901943208391565	-3.6020582373620136	0.8626804695744517	0.3688301905845907	-0.3825087947643091	-1.0100950442273042	0.2840467562707069	0.3926777313929714	0.3022508147199132	0.1114503768365413	-1.154747262609937	-0.1851256250669637	0.1133472000196507	-0.1565254269036451	-0.1410630717411519	0.1670708117399009	-0.0600352547755704	-0.1386958265238949	-0.1936160056124936	0.0353049905392355
10	-1.1031700158868392	-1.4008064873146762	0.9018541865223196	1.2555476107525878	-1.5532314906758238	-0.3632584985683547	-2.1917236904043924	0.2353897327679912	-0.5739445043434608	-0.1026284663038648	-0.4884728396840887	-0.1935989508624276	0.2316483109809589	-0.0200708554874573	-0.2131537343971969	-0.6955962782823413	0.1996701828244198	-0.4907047340391717	0.1079204659164898	0.2767534782376346
