label_id	Predicted Archetype
1	1
2	1
3	1
4	3
5	1
6	1
7	2
8	1
9	1
10	1
11	1
12	1
13	1
14	1
15	1
16	2
17	1
18	2
19	2
20	1
21	1
22	1
23	1
24	3
25	3
26	1
27	3
28	1
29	1
30	1
31	1
32	2
33	1
34	1
35	2
36	1
37	1
38	3
39	1
40	1
41	1
42	1
43	1
44	1
45	1
46	2
47	1
48	2
49	1
50	2
51	2
52	2
53	1
54	1
55	2
56	1
57	1
58	1
59	1
60	2
61	3
62	1
63	1
64	1
65	2
66	2
67	1
68	3
69	2
70	2
71	2
72	3
73	3
74	2
75	2
76	1
77	1
78	2
79	3
80	1
81	4
82	3
83	3
84	2
85	3
86	3
87	2
88	4
89	3
90	2
91	1
92	2
93	4
94	2
95	2
96	2
97	2
98	2
99	2
100	1
101	2
102	2
103	3
104	2
105	3
106	2
107	2
108	4
109	4
110	2
111	1
112	3
113	2
114	2
115	2
116	2
117	4
118	2
119	2
120	1
121	2
122	2
123	2
124	2
125	4
126	2
127	2
128	1
129	2
130	3
131	3
132	2
133	2
134	2
135	2
136	2
137	2
138	3
139	3
140	2
141	2
142	3
143	3
144	2
145	2
146	3
147	3
148	1
149	3
150	3
