label_id	Predicted Archetype
1	2
2	1
3	1
4	2
5	1
6	1
7	2
8	1
9	2
10	1
11	1
12	2
13	2
14	2
15	1
16	1
17	1
18	3
19	2
20	2
21	1
22	1
23	1
24	2
25	1
26	2
27	2
28	1
29	1
30	1
31	1
32	2
33	1
34	2
35	2
36	1
37	1
38	1
39	1
40	2
41	1
42	1
43	1
44	1
45	2
46	4
47	2
48	2
49	2
50	1
51	2
52	1
53	1
54	1
55	2
56	2
57	1
58	2
59	1
60	2
61	3
62	2
63	1
64	2
65	3
66	1
67	1
68	3
69	2
70	2
71	2
72	2
73	1
74	2
75	2
76	1
77	2
78	2
79	2
80	4
81	2
82	3
83	1
84	2
85	1
86	3
87	2
88	4
89	2
90	2
91	1
92	2
93	2
94	2
95	2
96	2
97	2
98	2
99	4
100	2
101	2
102	1
103	2
104	3
105	4
106	2
107	2
108	4
109	2
110	1
111	1
112	4
113	2
114	3
115	2
116	1
117	4
118	2
119	2
120	1
121	1
122	1
123	2
124	2
125	4
126	2
127	2
128	1
129	2
130	2
131	2
132	2
133	2
134	2
135	4
136	1
137	2
138	3
139	4
140	2
141	2
142	4
143	1
144	4
145	2
146	4
147	3
148	4
149	1
150	4
