label_id	feature 1_mKate2rab5_CFOR_pca_measured	feature 2_mKate2rab5_CFOR_pca_measured	feature 3_mKate2rab5_CFOR_pca_measured	feature 4_mKate2rab5_CFOR_pca_measured	feature 5_mKate2rab5_CFOR_pca_measured	feature 6_mKate2rab5_CFOR_pca_measured	feature 7_mKate2rab5_CFOR_pca_measured	feature 8_mKate2rab5_CFOR_pca_measured	feature 9_mKate2rab5_CFOR_pca_measured	feature 10_mKate2rab5_CFOR_pca_measured	feature 11_mKate2rab5_CFOR_pca_measured	feature 12_mKate2rab5_CFOR_pca_measured	feature 13_mKate2rab5_CFOR_pca_measured	feature 14_mKate2rab5_CFOR_pca_measured	feature 15_mKate2rab5_CFOR_pca_measured	feature 16_mKate2rab5_CFOR_pca_measured	feature 17_mKate2rab5_CFOR_pca_measured	feature 18_mKate2rab5_CFOR_pca_measured	feature 19_mKate2rab5_CFOR_pca_measured	feature 20_mKate2rab5_CFOR_pca_measured
1	-0.168202203869695	5.172510751784211	-2.1749501485796103	0.0850552355008597	1.3986988823401096	0.962351074295002	0.9558128882326496	-0.9406812068402444	-0.3910050769651733	-1.035555108798085	-0.4794464877001952	-0.0385950633509941	-0.5129234542975968	-0.2411905013811967	0.2685883784062653	-0.906222481627344	-0.1149283094264199	0.1482696584369544	0.4398437397996417	-0.1427423263157669
2	-4.120076368756605	-0.8854888470387253	1.0776334319435346	-0.1750705334629864	0.7725052450904789	0.0803087520843249	-0.3739196953006427	0.923693036837148	-0.3529155763464408	0.1322952526945917	-0.2671232429261531	-0.1880240967694897	-0.7978982115675537	-0.1941498916833547	0.3880620106731728	-1.0375224534855625	0.3636044782860371	0.1321836603180278	-0.5925248557810779	-0.1607036583713337
3	-5.874543302616357	-1.5893065665454338	-1.0828609044150348	-1.2612458560879174	-1.962821689951572	1.447307777161369	1.1954400983101323	0.6203146090493992	-1.4640339791496195	0.3747844837065111	0.0030127277003399	1.099416388479162	0.8403999828043723	-0.392599031513372	0.4110995006096196	0.2932952869535005	-0.6061515976330691	-0.7316555653868947	-0.1588034666973436	-0.3227337404121898
4	-5.595012160393841	0.793935051118581	4.407716788121396	0.4590672401626808	-0.9136176221018548	1.418768228900111	-1.1496246420736338	2.417650754005924	-1.2300301746581832	0.6481922256984398	-0.0526385654177877	0.1017934325687242	-0.632288023312505	0.0956245880927058	1.0057408037540974	-0.2840247219028087	0.1632846213277318	0.0959460048795239	0.183391836184377	-0.7966493433396354
5	-6.403184633717747	-4.169892785554943	-0.2969706894915782	-2.3892116700261714	-0.2095537337448332	-0.7073716374208279	0.1799818882091222	-0.5924242560090549	-1.029092464471915	-0.9432889494838416	-0.8073763687048434	-0.1132595764972939	-0.7105284618304207	0.0168554074218968	0.7455331727992955	0.3843220463547682	-0.0777402291173313	0.3314963083856752	0.6243860408604953	-0.0130058350358199
6	-4.805041761100862	1.209028640930289	1.3639949017711812	0.0675039849826582	0.1262579163632921	1.055250604628056	-1.1923728165843834	-0.1572919780957957	0.0782492024867102	-0.7041402760476405	-0.2857598025567595	0.3164865748048747	-0.1722265213655326	0.0536137284603043	-0.2531966740207045	-0.5658641923953118	0.0111470660676928	0.0404453791167395	0.0439037042918425	0.1551596797801175
7	-0.3474768465245174	4.717820394532357	-2.6760556730773875	-0.1658721270153802	1.5383696126332822	1.1367196360940468	0.7926354325449427	-0.6119581260414453	-0.1953592929395298	-0.561678537803773	-0.6855459536045119	0.3087933393407557	-0.6279915322238727	0.0668773610786247	0.3923312238447864	-0.8393763042374729	0.5984595425321579	-0.3111759954549071	0.4203638139544005	-0.4729525966479476
8	-3.235633640848273	7.468585638147081	3.85161019505372	1.6659633082942629	-1.6151068751624351	2.0421173283894505	1.352812880156353	-0.0692507225309936	0.6385750023130403	-0.2861754017114962	0.4871576131146604	-0.56454233281463	-0.620803191013379	0.0900864968482812	0.1316418856829007	0.1241981367533349	-0.4387021304448639	-0.0517511255692172	0.9717442517379808	-0.1092835708795948
9	-0.3774392703400482	5.4534401380203	0.7577244800141287	1.4875272686252343	2.436768087387064	0.7806331254494963	1.2666466162525667	0.24339351968226	-0.8534081978630499	0.928258886465648	1.246366813161229	-0.9450872413352734	0.3734617653455063	-0.4396996229226359	1.6369969484834368	0.5926208510304335	0.7027961596385229	0.2027215548230331	1.2294841061091464	0.0430702647621023
10	-3.6159510424323513	-0.5696174497891503	0.4373124916549509	-0.3492483424082595	0.939728905817354	-0.6872876358434215	0.3322898307576742	-0.2770506235596294	1.4159170268606984	1.822846968747095	0.8508800300585021	-0.6733993415289888	-0.3042915841523521	0.1083728273322889	0.3374972234417291	-0.9796531096575288	-0.0268264190784115	0.2719855670009434	-0.1538983241993549	-0.1218479672405866
