label_id	feature 1	feature 2	feature 3	feature 4	feature 5	feature 6	feature 7	feature 8	feature 9	feature 10	feature 11	feature 12	feature 13	feature 14	feature 15	feature 16	feature 17	feature 18	feature 19	feature 20
1	-1.579434033956192	1.433859967241351	1.152339558851	1.7805778268058372	0.8755163842885401	-2.594133634013449	-1.0385742545502896	0.9566227403759806	-0.3378407366115594	-0.9605316810771696	1.1642202073023844	-0.1320558795514255	-0.1609126688320403	-0.598545745509972	0.0419545064336234	0.5633612138146036	-0.3153264327025473	0.216594750610101	-0.7270960797250534	0.6526346310387653
2	-1.731328392415476	2.234028178402517	-4.271393427024526	0.5434080448993966	-2.6536799106809275	-0.2393594600676744	-0.1203995133224182	0.4474143262787069	-0.5285214845912785	-0.1552702961969102	-2.441020492453731	1.015604481982126	0.6141883076925901	-0.1636470020324842	1.2760396379882373	1.2333662989194794	0.1293715616710209	0.6784590621495968	-0.2902934036534986	0.1632630513783058
3	-3.352557275257247	1.8000559718587603	-1.5841931855992477	-0.3789395210276377	0.1994346621786872	-2.619716053163153	-0.0147344211031141	0.1083420179040148	-0.6560713266380417	-0.738147766493771	-0.5247183593304062	-0.461319945592471	-0.4806098910523292	0.1615611543426159	-0.6359596733605024	-0.3870364901099422	0.1075849114829909	0.2596926004727971	-0.0753513949350548	0.7525015888492258
4	-5.595521906922025	2.7353854848084187	-0.7345496330654293	-3.0732845433673	0.3788566217163179	-1.6601190284322087	0.4306420363293237	-1.3963164500225094	-0.0049175687539204	-0.7872139592886391	-1.0203445455849118	-0.1301576299970348	-0.6953327545617366	1.9283411435702436	-0.1143448333507921	0.6107736537923912	-0.6389753470144889	-0.8457003417516497	-0.7571562954304701	0.3573578106451323
5	-3.923932828587721	-0.4510788257621391	2.353708509972804	1.108887179928716	3.551403616901037	-1.114715658489161	1.17018414401965	-0.6699007056022953	-2.070290486917371	0.4988483411303016	0.3977141086372064	1.5584301739308155	-0.6702283945785844	-0.554769293439955	-0.3138430758386462	-0.3970400104693627	-0.0734471049548741	-0.5593704222971555	-1.1156137244404971	0.0473134649074294
6	-3.8294658008236735	5.253816971621213	0.8212222857668807	-2.2990178284358627	0.936179883390715	-0.2403293120583173	1.254486894468387	-1.7623919221675746	-1.4715858111918416	-2.2765208858504606	-0.3824082955637128	1.3006576729526276	-0.6092642292817924	0.9191748558103394	0.0833820779261054	-0.2080126491350356	-0.3561575786818051	-0.0408346537357941	0.7252773152286891	-1.1995315148208632
7	-0.8044494967239506	3.3051885234237406	-2.283184643912432	-0.8353293987409979	0.144277884046142	-1.6065634149759898	0.3090235301473735	0.9844472448228856	-0.7838650572377982	-0.2763905713404909	-0.212856090534437	-0.2232273857580003	-0.6159698784505571	-0.0382393795326774	-0.6779698270701261	-0.6451496031613121	-0.4012828507738238	-0.3845750937659491	0.2379067435421404	0.9396095639857502
8	-3.147860789543443	3.154160256656272	-4.306152912712286	-0.0977476565520346	0.3216838790242627	-1.992901380543035	0.3155254738188345	0.8660377426079244	-1.1971249665170307	-0.1891407763965957	-1.5851320962505235	1.2875627363222597	-0.175950718001383	-0.1590428932774204	-0.9862851408955337	0.0167133479499082	-0.2447450514272041	0.2000062931867157	-0.4244053092674892	0.1081787067004577
9	-4.603753722531358	3.0838644764854624	2.5718998470838623	-2.732211096460952	2.2728339725735163	-1.0206572503485043	0.9740757272904071	-0.9009131221068912	-1.969180860003783	-0.1535013742462906	-1.1747452207356996	0.4267169847715358	-1.2444202989813704	0.1394117979122405	0.820558552301694	0.9871889755902744	0.1574306573057915	-0.4463144043314282	-0.1056228955760188	-0.961538091038226
10	-4.029918541672434	2.415439272510194	-1.321363229545284	-1.6303160986937013	-0.1093568473584426	-0.3079511607129948	0.9677343157986744	-0.7412005857791689	-1.0085471387124152	0.4659979708675887	-1.3748139063818818	-0.9774136921011272	-0.7178761562368582	0.623519859116073	0.6296542025757166	0.0695358946207371	-1.1233957102564731	0.6451981289049259	-0.3265476752087066	0.0579046895697317
