label_id	Predicted Archetype
1	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	3
10	1
11	1
12	1
13	1
14	1
15	1
16	1
17	1
18	1
19	2
20	1
21	1
22	1
23	1
24	3
25	1
26	2
27	1
28	3
29	2
30	1
31	3
32	2
33	3
34	1
35	1
36	1
37	1
38	1
39	1
40	2
41	2
42	2
43	1
44	1
45	1
46	1
47	2
48	1
49	3
50	1
51	2
52	2
53	2
54	3
55	3
56	1
57	1
58	1
59	2
60	2
61	2
62	3
63	1
64	2
65	1
66	1
67	2
68	2
69	2
70	2
71	1
72	2
73	2
74	1
75	1
76	3
77	2
78	2
79	2
80	2
81	3
82	2
83	2
84	1
85	2
86	2
87	3
88	2
89	1
90	2
91	2
92	1
93	2
94	3
95	2
96	2
97	2
98	1
99	3
100	2
101	2
102	3
103	2
104	1
105	4
106	2
107	1
108	1
109	2
110	1
111	2
112	2
113	2
114	1
115	3
116	1
117	4
118	2
119	3
120	1
121	2
122	2
123	2
124	2
125	3
126	4
127	2
128	2
129	4
130	2
131	4
132	3
133	4
134	2
135	2
136	4
137	2
