label_id	Predicted Archetype
1	4
2	1
3	1
4	1
5	1
6	1
7	2
8	2
9	1
10	1
11	1
12	1
13	2
14	1
15	1
16	1
17	1
18	2
19	1
20	1
21	2
22	1
23	2
24	1
25	4
26	1
27	1
28	1
29	1
30	1
31	4
32	3
33	1
34	1
35	1
36	2
37	3
38	1
39	1
40	1
41	2
42	2
43	1
44	1
45	3
46	2
47	1
48	1
49	2
50	2
51	2
52	1
53	2
54	1
55	1
56	1
57	2
58	1
59	2
60	1
61	2
62	2
63	2
64	1
65	2
66	1
67	2
68	1
69	1
70	4
71	1
72	1
73	2
74	4
75	1
76	2
77	1
78	1
79	1
80	2
81	2
82	1
83	1
84	4
85	4
86	2
87	2
88	2
89	4
90	1
91	4
92	2
93	2
94	2
95	3
96	2
97	2
98	2
99	1
100	4
101	1
102	2
103	4
104	3
105	2
106	4
107	2
108	2
109	4
110	4
111	2
112	2
113	1
114	2
115	4
