label_id	PC 1_CDMPRtagRFPt_TFOR_pca_predicted	PC 2_CDMPRtagRFPt_TFOR_pca_predicted	PC 3_CDMPRtagRFPt_TFOR_pca_predicted	PC 4_CDMPRtagRFPt_TFOR_pca_predicted	PC 5_CDMPRtagRFPt_TFOR_pca_predicted	PC 6_CDMPRtagRFPt_TFOR_pca_predicted	PC 7_CDMPRtagRFPt_TFOR_pca_predicted	PC 8_CDMPRtagRFPt_TFOR_pca_predicted	PC 9_CDMPRtagRFPt_TFOR_pca_predicted	PC 10_CDMPRtagRFPt_TFOR_pca_predicted	PC 11_CDMPRtagRFPt_TFOR_pca_predicted	PC 12_CDMPRtagRFPt_TFOR_pca_predicted	PC 13_CDMPRtagRFPt_TFOR_pca_predicted	PC 14_CDMPRtagRFPt_TFOR_pca_predicted	PC 15_CDMPRtagRFPt_TFOR_pca_predicted	PC 16_CDMPRtagRFPt_TFOR_pca_predicted	PC 17_CDMPRtagRFPt_TFOR_pca_predicted	PC 18_CDMPRtagRFPt_TFOR_pca_predicted	PC 19_CDMPRtagRFPt_TFOR_pca_predicted	PC 20_CDMPRtagRFPt_TFOR_pca_predicted
1	1.520365314265259	-4.067468047341393	1.986127609575375	1.0093792229678935	0.9860901188944232	-0.8125604503513101	-0.8858987412188144	-0.5705199502804938	-1.8605264279054303	-0.051245026743842	0.2313347093080001	0.0526353602551784	0.2284857956161351	0.0925013926823437	-0.170085255223743	-0.5131791394682077	0.2859817410889769	-0.0902814271667735	0.0855931678483123	-0.4658221520658019
2	-0.7649635101552659	-5.48086003732984	-0.6796933201441726	1.3643513243556875	-0.6740985446240098	1.069152622006278	-2.114339589381026	-0.847482181200292	-0.8258706491207874	0.232525979191124	1.3482939728510877	1.2535519254186958	0.5605454039758774	-0.7485038898811072	0.2386824353905863	0.4692781036412999	0.3239468837162662	0.1416800210057318	-0.1518337756097949	-0.4059171340080398
3	2.2798210899438085	-2.6340285380186934	-0.4476187099541435	-2.5567154189050094	-0.1737778689574129	-0.8917335863844618	-0.6932256105393906	-1.7156856527027764	-0.2981082923937386	0.0988624750182478	1.4905446163528735	-1.621455844835522	0.3498478481963237	0.1221266968806167	0.0931809937800734	-0.244868376564022	0.5280552771320566	-0.253007024802558	0.1234334424441208	-0.3120790813011469
4	1.5896786271689858	-4.150510824014717	-3.0919915116726897	-0.2391125014691195	-0.4790423573614939	-0.2031014450341364	-0.7037468487488114	-0.0924726955011547	0.6081702621608045	-0.2058796660645891	-0.3740513940176174	-0.6342761788358106	0.0953170160742663	-0.0887276361638742	0.2532219844331214	0.9621339508668596	0.2147662360508122	-0.14601666350134	-0.1029446346766214	-0.547707075936505
5	5.176456922965588	-2.598604015321857	-2.6916912091994134	0.1623971759472655	-0.8894598784349208	0.4026777066058531	-0.1712388045743376	-2.174454766743537	0.5947321487127617	-0.0207839705883361	1.7137818233764817	-0.9271291349226752	0.1063177082369128	-0.7730865398557436	0.734822880823966	1.123976832682902	-0.0445185604589482	-0.2610453508933132	0.0671093053019546	-0.2695872369483689
6	-1.2532125814110349	-4.890085797662703	-0.2954954032866703	2.837926691396756	-0.7861172333644086	0.998086608662326	0.7524093168880759	0.5333409369864746	-0.5064790404372381	-0.0978992662918574	-0.2388867162704119	0.7230367922304252	-0.2103451175093328	-0.1258654942856518	-0.023614982527132	-0.3021299338779757	-0.1150887127365805	0.0836522127235448	0.0457872030669469	-0.3639727518016231
7	-2.2332076835587995	-5.339714084827842	3.1335396485247338	2.246932593238568	0.0448460300305866	1.3892565354498312	-0.7492596721140474	-0.3638386069325876	-0.273260003227616	0.1183512614323913	-0.0905021102270861	1.8154040848051929	0.2383580055046947	-0.8299926731681746	-0.4302390836649403	0.5323101318709247	-0.3273483770712899	0.7645334109532507	-0.0918722246454386	0.1337510081845314
8	3.4187263663739915	1.4214127504606535	-6.363948337572267	-1.0238793568339897	0.8915962320877133	2.005893080584705	-0.662879712645112	-0.1632555955461545	-0.6370927615486615	-0.9165027575168944	0.1006325454779916	1.7381900262001273	0.0858719016265196	-0.7717623093547241	0.3823363789857764	0.3090407979302858	-0.5264019216899043	-0.0275183155776495	-0.2641887662381812	0.2136969306876137
9	4.674253807976172	-2.9042948364756	0.6258672880482783	-1.2872948609046928	-0.1997669078760262	0.1464172425064726	-0.171550305887405	1.3855683210864929	1.0457995044454478	0.4830168461074007	0.8481442183253581	-0.9971864714573316	0.0645414257896503	0.7147030067495697	0.4950876700130243	-0.6877560708361452	-0.0770768561839125	0.1088815409188428	0.2075885733318117	0.2342261181630318
10	-3.3969913092840973	-4.0088943989208135	-5.062847661761049	-0.946802783286366	0.5912199366085131	-0.3077800203959033	-0.1630292836869431	0.4601813350278081	-0.0899407399505243	0.0408634285311646	-0.9513944819746716	0.6020216793583811	-0.5309596222251104	-0.0464462656264965	-0.4277536904377187	0.4048577400501747	-0.4479887707131396	0.3127330019205936	-0.1827117302167629	0.0911723484078335
