label_id	Predicted Archetype_archetype_CFOR_classifications
1	1
2	1
3	1
4	1
5	2
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	1
14	2
15	2
16	2
17	2
18	2
19	1
20	1
21	1
22	2
23	1
24	1
25	1
26	1
27	2
28	4
29	2
30	2
31	2
32	2
33	4
34	1
35	1
36	1
37	4
38	2
39	1
40	2
41	1
42	2
43	2
44	2
45	1
46	2
47	2
48	2
49	2
50	4
51	4
52	2
53	4
54	2
55	4
56	2
57	4
58	4
