label_id	Predicted Archetype_archetype_CFOR_classifications
1	2
2	1
3	2
4	1
5	1
6	2
7	1
8	2
9	1
10	2
11	2
12	2
13	2
14	1
15	1
16	1
17	2
18	2
19	1
20	2
21	4
22	2
23	2
24	1
25	1
26	2
27	1
28	1
29	2
30	1
31	2
32	1
33	1
34	2
35	1
36	1
37	1
38	1
39	1
40	2
41	2
42	1
43	1
44	1
45	2
46	2
47	1
48	1
49	1
50	1
51	1
52	2
53	3
54	1
55	1
56	2
57	4
58	1
59	2
60	2
61	4
62	2
63	1
64	2
65	2
66	1
67	2
68	2
69	1
70	1
71	2
72	1
73	2
74	2
75	2
76	1
77	2
78	2
79	2
80	2
81	2
82	2
83	2
84	2
85	2
86	1
87	2
88	2
89	2
90	2
91	2
92	2
93	1
94	1
95	2
96	4
97	2
98	2
99	2
100	2
101	4
102	4
103	2
104	2
105	4
106	2
107	2
108	4
109	2
