label_id	feature 1_b4galT1tagRFPt_TFOR_pca_measured	feature 2_b4galT1tagRFPt_TFOR_pca_measured	feature 3_b4galT1tagRFPt_TFOR_pca_measured	feature 4_b4galT1tagRFPt_TFOR_pca_measured	feature 5_b4galT1tagRFPt_TFOR_pca_measured	feature 6_b4galT1tagRFPt_TFOR_pca_measured	feature 7_b4galT1tagRFPt_TFOR_pca_measured	feature 8_b4galT1tagRFPt_TFOR_pca_measured	feature 9_b4galT1tagRFPt_TFOR_pca_measured	feature 10_b4galT1tagRFPt_TFOR_pca_measured	feature 11_b4galT1tagRFPt_TFOR_pca_measured	feature 12_b4galT1tagRFPt_TFOR_pca_measured	feature 13_b4galT1tagRFPt_TFOR_pca_measured	feature 14_b4galT1tagRFPt_TFOR_pca_measured	feature 15_b4galT1tagRFPt_TFOR_pca_measured	feature 16_b4galT1tagRFPt_TFOR_pca_measured	feature 17_b4galT1tagRFPt_TFOR_pca_measured	feature 18_b4galT1tagRFPt_TFOR_pca_measured	feature 19_b4galT1tagRFPt_TFOR_pca_measured	feature 20_b4galT1tagRFPt_TFOR_pca_measured
1	7.45503817761669	-0.5538380861864934	1.382968580107857	3.774466611160344	-0.7862329282910149	-1.6745346665076843	0.1330842269234582	1.8338717845086272	0.0758458179576188	-0.9527927951557044	1.1154283495935156	-0.7622500198989052	-1.0595558909328286	-0.0683936845535322	0.0989823407547658	-0.298224129023094	1.4393492433784452	0.9268081225847876	-0.483251671289307	-0.2485751635155411
2	8.50767363589438	0.0154676408777742	3.4228740567144555	0.5131103994785554	-0.8519233806918065	-1.4864992589334869	-1.6656740417200715	0.6319592473283088	-1.1455802986999926	1.2188941151306898	1.4803790719423404	-2.4600569943229846	-1.7648693116297531	0.9147385307939028	0.3624573068098316	0.7056546341859334	0.6266806629358757	0.2033148602352326	0.0728040613132231	0.3326793694021442
3	5.3917704919718	4.31896784738073	2.0851477695209475	5.31395371469416	0.5520545092812242	-0.0258205244265128	-0.4020875425811259	1.8695889771657683	0.1167787723603983	-0.8730234523161325	0.434132467681704	-2.836573810006408	-2.1652077155865475	0.6857032272501551	-0.4915026388864632	-0.11778771035839	-0.4555230068003239	0.298033584628572	1.6198984435223698	-0.1026709404069815
4	5.905184643340876	1.3681455132825728	0.2640847985138151	1.1520021832185003	-1.0252891329767717	1.6919209616545168	-1.691606895590609	-0.1239878697611063	-1.5520995939613724	-0.8097070405816432	-0.4329618200750669	0.6814001464685238	-2.006562946723053	-0.5345366869226432	0.6294495451579251	-1.4202728643940028	0.1198735240318319	1.0188009821720123	0.2365172291665941	-0.4461213261911199
5	6.643909793473584	-0.9099534092998964	1.252734857260387	1.5077656950006169	-2.1180036919159027	-0.9113992249222018	-1.051487780783112	0.9466349257003654	0.278308296164885	0.6288229906183269	-0.1535205812439078	-0.4821539661153289	0.1890209798237316	0.3228791691163483	-0.5826468686390806	0.3379232309739634	0.6317957285682645	0.7359611908878779	-0.0547258162781033	-0.2728337656244226
6	1.2862984050506792	-3.4804034401222723	1.6202781096988057	-1.7052898956035347	-0.8660754929024116	-2.4351718313188644	1.2111094153682882	1.0867178528943038	-0.4506460926375961	0.3766998689053225	1.2297298357330964	0.614039120405024	1.6489540808586982	-1.063026464137097	0.9726297968832388	-0.1043690405159305	0.5669588336505603	-0.8856960276144853	0.0789085316511421	0.4091414646744269
7	4.675386114647059	0.064676865601179	-1.0845351908404997	-0.4426493188246484	-2.064161323668787	-2.6003011871542605	-1.3957551104700534	2.870021065842668	5.109683031136492	-0.0311057775980175	-0.7555485974281295	-0.0707830782912603	-0.6740423661236138	-0.3917907970764227	-1.7883547510733644	-1.92956098094264	0.9712081544226884	-1.5114754109765487	2.279867848320013	0.1559144586604901
8	8.62596878499161	-6.2096634634636265	1.3324947901995023	-0.3245985957074539	0.3266464964859388	2.7713928102077885	2.0410389917806	7.2496758622369635	-0.3676777856876661	-4.408607531747686	-2.6838311283236567	-0.7892016060866579	-1.5818675645591445	2.7686686307996737	0.6724886241896537	-2.030490068166696	1.4965813971191253	1.4558760019400632	-0.9960538931213004	0.3513037546007032
9	1.0671131206380084	-0.3868698877622523	-0.9093603270676356	6.253075396292809	0.308165601746642	1.5118063373556296	0.9765626085988248	0.2816902399653384	1.4756428396273047	-0.1030208044959328	1.7183729604899431	-0.6622604451895012	-0.0800271813570873	-2.2766038530559864	-0.2974501188972897	-0.4424395860647887	0.0450289312391751	0.5481259024381482	-0.4835741401426033	0.402130068957414
10	8.840379761220527	-0.672895914036703	4.074346033945808	-6.154873150800879	-0.6014388950528161	1.1834149900230173	-2.044724142023769	-0.6715111252665944	-0.3765085972057704	-1.7191163848133897	-1.3685380624616046	-2.8073228207821024	-2.0920113496025343	-0.3725447821565461	1.6502264409591307	-0.939627321469022	1.5835465418302392	0.3808812274024694	-2.1757732143932027	-0.938153420673588
11	3.2655823561266937	1.3457877577512312	0.2569010919443256	-0.0807085082854504	0.8094821802450828	2.3942493843038384	-0.6753350223333616	0.6396031142299994	1.8484989854869949	0.2641963225491662	-1.1772862747566195	-0.3794967162282463	-0.0409200173324355	0.3113718069865642	1.267163368877554	-0.3003561009230545	1.1048122013600257	-2.054968948134433	1.6749581535876188	0.2824701457954021
12	6.009644043484965	2.683353499185144	-0.9781961565416544	0.6561078752400205	2.6441813392819395	1.417765052720623	-2.1249851082582407	-0.8166545515154614	-1.1909131052379658	-0.5286025925003359	0.6238453636947334	-3.375406737516012	-1.7251450509494817	-0.2829817664990468	-0.9480146465571524	-0.5520765884620348	0.8166906630142255	-0.7135679916468611	0.1593417832588296	0.2610656372039133
13	5.214067859903203	4.326104331092555	-1.6152222628002637	2.35042720558326	2.2786939860444786	0.9893668803084894	-0.8133541887013651	0.8507274935594384	-1.9239620361267304	0.9651027103301728	0.3660673342736261	-0.9312881919380568	-1.395974121988084	-0.6190429449131963	-0.8118108158393684	0.5569191906434112	0.2315024990049934	-0.5974598854510578	0.9114625554853404	-0.1154581754259966
14	7.144498209997116	-2.1862616622110886	-0.7634583440611973	-0.31531920700967	0.6766176116064446	0.3794694043730029	0.4542354020271237	0.2821372353657771	0.2107205307463536	0.4457506495900702	2.2016605199437804	0.9711402942261768	-1.8555411742070191	1.92946901478455	0.0112070128573828	1.3364208726484086	0.2340019920217592	-0.4501777008182324	0.4777886896686018	0.7849736244607713
15	0.7298777336526476	-4.620350974857222	-0.2620234131781689	4.264435893098447	0.9924774243404458	0.7983612256860424	0.3441292281512003	0.3610430416651035	-0.8305964248763299	-1.2218558541401372	0.9063053423415376	-0.8151611747002481	0.6586960854834767	-0.4115027759200418	-1.6142139800435031	0.3281805827573485	0.3610029247198348	-0.393254993975233	0.1911117868717153	0.5196631914473804
16	3.609609043484577	2.936560287344298	1.9221803934635069	-1.3740289568312891	0.612811770064323	3.6514190742044095	0.191649389608132	-0.0786920999071169	-0.0107960601172523	0.6288147135136085	0.6521941163334508	-1.331833405601762	1.0866012562893264	0.5267902905064938	0.1386144802382723	-0.2003893243248505	-0.4630401616719418	-0.4906576650418756	-0.2013209860445421	-0.4709586813032147
17	6.490351765618005	2.9714631493764703	0.965185849049772	3.1785987614913926	0.5398144056469323	0.5282705796319614	-1.6167403515036318	-0.8889882575855306	-0.6310054390720781	0.965803076900478	-1.1232850113333073	-1.4454544730516885	-0.3704839276974171	-0.037182730417464	-0.0862047715170144	-1.303974940413718	-0.0387289811092945	0.5673510408385103	-0.3088765349837787	0.0939897670623526
18	8.221119694203425	0.5762359448752494	2.525953902903925	-1.141754703698764	1.2244966071661234	-0.6255219869829866	-1.531042800559544	-4.0720204594720135	0.1158128381778091	-0.7870950348849874	-0.2556571683570637	-1.3785419848312568	-1.5936968506952691	-0.5139939978639979	-0.1615692993923859	1.8908753083218384	0.1931495716324641	-2.165572945258933	-0.5803745865640233	-0.4850554593499271
19	5.553012114622861	3.7818075901032566	-0.525403193743758	-1.5047907009620154	1.7770229456715425	0.8715346924882814	-3.1980306210450298	-0.0380373756589634	-0.1882943040596928	-0.3592257511420409	-0.5709300134447262	-2.1419096877189485	1.4153171307492851	-0.3297218909055672	-0.9223919366440492	-0.905965745362306	-1.6248135538200228	-0.2483972037270214	-0.4728105946301811	1.996491480787176
20	5.984094482063288	-1.88744795774518	-3.0825549878411667	2.7585385957995445	0.8910695394192083	1.6218137029161943	1.0268821255291318	0.4528742498775159	-0.4330646077518853	-0.3126602887567906	1.3264841388263862	-2.136140948859191	-0.0111060868309996	2.493255061898606	-2.6234096500613098	0.9771455189296072	0.276225431392644	0.7300011922273113	2.228050158351052	1.0127284602651403
21	5.386001655314512	1.068244488754256	10.27980859686725	-1.1404545586318469	-0.6614682881804466	2.9587075542489982	-0.1270284981848827	-1.229841540483022	0.1902334092451656	0.4787532576561675	0.0666210978764374	-1.2087249939625089	-0.5705236842729402	-0.0542815687184836	0.8217202499558651	-0.7480253834565429	-0.0502402958882589	0.9684443388927046	-1.4097825637647925	0.4555591764823012
