label_id	Predicted Archetype
1	1
2	1
3	3
4	1
5	1
6	3
7	1
8	1
9	3
10	1
11	2
12	1
13	1
14	1
15	2
16	1
17	1
18	1
19	1
20	1
21	1
22	1
23	1
24	1
25	1
26	1
27	3
28	1
29	2
30	1
31	1
32	1
33	2
34	2
35	2
36	1
37	4
38	1
39	1
40	1
41	2
42	1
43	3
44	1
45	1
46	2
47	1
48	1
49	2
50	1
51	1
52	1
53	2
54	2
55	2
56	2
57	1
58	1
59	1
60	2
61	2
62	1
63	1
64	2
65	4
66	2
67	3
68	2
69	2
70	3
71	3
72	1
73	2
74	2
75	2
76	1
77	1
78	2
79	2
80	3
81	2
82	3
83	2
84	2
85	2
86	1
87	4
88	1
89	2
90	2
91	2
92	2
93	2
94	3
95	2
96	2
97	1
98	2
99	2
100	2
101	2
102	2
103	2
104	4
105	2
106	3
107	3
108	1
