label_id	Predicted Archetype_archetype_CFOR_classifications
1	1
2	1
3	4
4	1
5	1
6	3
7	3
8	1
9	1
10	2
11	2
12	1
13	2
14	2
15	2
16	1
17	1
18	1
19	1
20	1
21	1
22	2
23	2
24	1
25	1
26	1
27	1
28	1
29	2
30	1
31	2
32	2
33	2
34	2
35	1
36	2
37	4
38	1
39	2
40	2
41	2
42	1
43	4
44	2
45	1
46	4
47	2
48	1
49	2
50	2
51	1
52	1
53	2
54	3
55	2
56	2
57	1
58	2
59	4
60	2
61	2
62	1
63	2
64	3
65	2
66	1
67	3
68	2
69	2
70	1
71	3
72	1
73	2
74	2
75	2
76	3
77	1
78	2
79	1
80	4
81	1
82	3
83	2
84	2
85	4
86	1
87	4
88	1
89	2
90	1
91	2
92	2
93	2
94	2
95	4
96	2
97	1
98	2
99	2
100	2
101	2
102	1
103	2
104	3
105	2
106	1
107	1
108	1
